Model,Average Score
MiniLM-L12_multi,0.0858109725667306
LaBSE,0.07976099466131364
MiniLM_multi,0.07539724317328923
multi_e5,0.07538659342302977
est-roberta,0.04497535621239768
EstBERT,0.04054611721198643
xml_roberta,0.022745610354262667
bertMulti,0.02272853497733881
distilbertMulti,0.01935249334810739
