Model,Average Score
multi_e5,0.15990528469864007
MiniLM_multi,0.13752611343087698
MiniLM-L12_multi,0.13319064192783586
LaBSE,0.12533045439357007
est-roberta,0.12082582712872841
EstBERT,0.10801587218928198
bertMulti,0.08880288055467482
xml_roberta,0.08086346921694985
distilbertMulti,0.05192880066504469
