Diversity,Model,Score
diversity_6,multi_e5,0.22496761083009792
diversity_7,multi_e5,0.22350869410660432
diversity_8,multi_e5,0.2166162035466731
diversity_9,multi_e5,0.21256790924837882
diversity_5,multi_e5,0.21001973958656106
diversity_10,multi_e5,0.2075563799327989
diversity_4,multi_e5,0.20515499240563742
diversity_3,multi_e5,0.2018334325489898
diversity_2,multi_e5,0.2018334325489898
diversity_1,multi_e5,0.2015247905736812
diversity_0,multi_e5,0.20050627205516267
diversity_6,MiniLM_multi,0.18521250279648113
diversity_7,MiniLM-L12_multi,0.1827026672874196
diversity_6,MiniLM-L12_multi,0.18097294850545625
diversity_10,MiniLM-L12_multi,0.18000092506774654
diversity_9,MiniLM-L12_multi,0.17884667451476016
diversity_10,MiniLM_multi,0.178391089159665
diversity_7,LaBSE,0.17684928788102164
diversity_7,MiniLM_multi,0.17629388779530678
diversity_8,MiniLM_multi,0.1757585611938037
diversity_3,est-roberta,0.17449815680440037
diversity_0,est-roberta,0.17449815680440037
diversity_1,est-roberta,0.17449815680440037
diversity_2,est-roberta,0.17449815680440037
diversity_4,est-roberta,0.17389366812715626
diversity_9,MiniLM_multi,0.17314588196270342
diversity_8,MiniLM-L12_multi,0.17299023003331568
diversity_5,MiniLM-L12_multi,0.17208264865604908
diversity_5,est-roberta,0.17193661803930121
diversity_4,MiniLM-L12_multi,0.17142923344381034
diversity_6,LaBSE,0.17094105852581085
diversity_0,MiniLM-L12_multi,0.17092418293875983
diversity_3,MiniLM-L12_multi,0.17092418293875983
diversity_1,MiniLM-L12_multi,0.17092418293875983
diversity_2,MiniLM-L12_multi,0.17092418293875983
diversity_6,est-roberta,0.165825693799378
diversity_5,LaBSE,0.16469152646745527
diversity_5,MiniLM_multi,0.16379539424379466
diversity_4,MiniLM_multi,0.1630269574336912
diversity_0,MiniLM_multi,0.16298486989160363
diversity_2,MiniLM_multi,0.16298486989160363
diversity_1,MiniLM_multi,0.16298486989160363
diversity_3,MiniLM_multi,0.16298486989160363
diversity_10,LaBSE,0.1617915404026085
diversity_4,LaBSE,0.16014345538171648
diversity_8,LaBSE,0.15958802397102193
diversity_7,est-roberta,0.157869654134231
diversity_0,LaBSE,0.1559391869406059
diversity_2,LaBSE,0.1559391869406059
diversity_1,LaBSE,0.1559391869406059
diversity_3,LaBSE,0.15568752502227734
diversity_9,LaBSE,0.15243064724424374
diversity_8,est-roberta,0.15093089675107219
diversity_7,EstBERT,0.14707566880812495
diversity_6,bertMulti,0.14599623670676304
diversity_5,EstBERT,0.14512630205573962
diversity_9,est-roberta,0.1450562278804023
diversity_8,bertMulti,0.14395351496628586
diversity_8,EstBERT,0.14368085495897673
diversity_6,EstBERT,0.14233669408888708
diversity_2,EstBERT,0.14151150919752573
diversity_4,EstBERT,0.14151150919752573
diversity_3,EstBERT,0.14151150919752573
diversity_1,EstBERT,0.14151150919752573
diversity_0,EstBERT,0.1410841587701753
diversity_9,EstBERT,0.1409581639121113
diversity_10,est-roberta,0.13998430135014242
diversity_10,EstBERT,0.1390538431631053
diversity_0,bertMulti,0.13872748361125556
diversity_3,bertMulti,0.13826452064829256
diversity_4,bertMulti,0.13775947014324208
diversity_1,bertMulti,0.13771738260115451
diversity_2,bertMulti,0.13771738260115451
diversity_5,bertMulti,0.13684603172980367
diversity_7,bertMulti,0.13540401995665152
diversity_10,bertMulti,0.13317178921964784
diversity_9,bertMulti,0.1330210012534574
diversity_7,xml_roberta,0.12831455548999407
diversity_8,xml_roberta,0.12819557440610074
diversity_2,xml_roberta,0.12707085320462513
diversity_9,xml_roberta,0.12695960561530736
diversity_6,xml_roberta,0.12671149602509252
diversity_1,xml_roberta,0.1261384522722242
diversity_3,xml_roberta,0.1258667746321255
diversity_4,xml_roberta,0.12498417729119483
diversity_5,xml_roberta,0.12444583446118533
diversity_10,xml_roberta,0.12299784491012561
diversity_0,xml_roberta,0.12224130775007969
diversity_10,distilbertMulti,0.07996879549472428
diversity_9,distilbertMulti,0.07988677874604087
diversity_8,distilbertMulti,0.07949918307335749
diversity_7,distilbertMulti,0.07646524941442381
diversity_4,distilbertMulti,0.07554112724030165
diversity_3,distilbertMulti,0.07554112724030165
diversity_2,distilbertMulti,0.07554112724030165
diversity_5,distilbertMulti,0.07554112724030165
diversity_6,distilbertMulti,0.07519390501807943
diversity_1,distilbertMulti,0.07519390501807943
diversity_0,distilbertMulti,0.07519390501807943
