EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,2,3,2,2,1,2,1,1,12,hommikupalvus; seitse; tüdimus; surmapatu; süü; paul; aplus
2,2,3,2,2,1,2,1,1,12,hommikupalvus; seitse; tüdimus; surmapatu; süü; paul; aplus
2,2,3,2,2,1,2,1,2,12,tüdimus; seitse; surmapatu; süü; rõõm; aplus; hommikupalvus; paul
2,2,4,2,2,1,2,1,2,12,tüdimus; surmapatu; seitse; süü; rõõm; aplus; hommikupalvus; paul
2,2,3,2,2,1,2,1,2,12,tüdimus; seitse; surmapatu; süü; rõõm; aplus; hommikupalvus; paul
2,2,3,2,2,1,2,2,2,12,tüdimus; seitse; surmapatu; süü; rõõm; aplus; hommikupalvus; toomas; paul
2,2,2,1,2,1,2,4,2,12,tüdimus; seitse; surmapatu; süü; rõõm; aplus; hommikupalvus; toomas; paul
2,2,2,2,2,2,2,4,2,12,tüdimus; seitse; surmapatu; süü; rõõm; aplus; hommikupalvus; toomas; paul
1,2,4,2,2,2,2,4,2,12,tüdimus; seitse; surmapatu; süü; rõõm; aplus; hommikupalvus; toomas; paul; ahnus
1,2,3,1,1,3,3,4,2,12,tüdimus; seitse; surmapatu; süü; rõõm; aplus; hommikupalvus; toomas; paul; ahnus
1,2,3,1,1,3,3,4,3,12,tüdimus; seitse; surmapatu; darwin; süü; rõõm; aplus; hommikupalvus; toomas; paul; ahnus
