Model,Average Score
multi_e5,0.4280047289090703
est-roberta,0.4149854040512169
EstBERT,0.4077487903280661
bertMulti,0.3944171918248989
MiniLM_multi,0.37639262857546707
LaBSE,0.370322991374333
MiniLM-L12_multi,0.3550830174358413
xml_roberta,0.33183076661674565
distilbertMulti,0.2531778651740069
