Model,Average Score
multi_e5,0.3417951184748023
est-roberta,0.3323219436070665
EstBERT,0.32819008834224844
LaBSE,0.30657277777756947
MiniLM_multi,0.30539756608313695
bertMulti,0.3022735750058318
MiniLM-L12_multi,0.2957742920685622
xml_roberta,0.24913819090500766
distilbertMulti,0.19525194420458988
