Diversity,Model,Mean Score
7.0,multi_e5,0.329437375211584
6.0,multi_e5,0.3293766795035285
8.0,multi_e5,0.3215681750294323
5.0,multi_e5,0.31940279278557576
9.0,multi_e5,0.31903998498189245
7.0,LaBSE,0.3135288166712315
8.0,LaBSE,0.31151564830937895
6.0,EstBERT,0.3102378857207719
5.0,LaBSE,0.31017382838052776
6.0,LaBSE,0.3099839593877692
