word;upos;ner tag;count;stopword
meie;PRON;O;13;yes
Ann;PROPN;O;1;no
oli;AUX;O;23;yes
lage;ADJ;O;1;no
ja;CCONJ;O;92;yes
tühi;ADJ;O;3;no
,;PUNCT;O;214;no
pigem;ADV;O;1;yes
kahjas;VERB;O;1;no
kollane;ADJ;O;1;no
kui;SCONJ;O;16;yes
roheline;ADJ;O;1;no
.;PUNCT;O;170;no
korraliste;ADJ;O;1;no
äärtega;NOUN;O;1;no
jäärakud;NOUN;O;1;no
lõhestasid;VERB;O;1;no
seda;PRON;O;3;yes
nagu;SCONJ;O;23;yes
korpetanud;ADJ;O;1;no
haavad;NOUN;O;1;no
siis;ADV;O;5;yes
ilmus;VERB;O;2;no
vaateväljale;NOUN;O;1;no
loogiline;ADJ;O;1;no
jõgi;NOUN;O;2;no
armsalt;ADV;O;1;no
sinav;ADJ;O;1;no
sätendav;ADJ;O;1;no
stepi;NOUN;O;2;no
üksinduses;NOUN;O;1;no
läks;VERB;O;1;yes
pikk;ADJ;O;2;no
puust;NOUN;O;1;no
sild;NOUN;O;3;no
nähtavasti;ADV;O;1;no
üsna;ADV;O;1;yes
uus;ADJ;O;1;no
ka;ADV;O;5;yes
kaldad;NOUN;O;2;no
olid;AUX;O;11;yes
inimtühjad;ADJ;O;1;no
ei;AUX;O;8;yes
paistnud;VERB;O;1;no
sõidukeid;NOUN;O;1;no
ega;CCONJ;O;2;yes
maju;NOUN;O;1;no
mind;PRON;O;3;yes
hakkas;VERB;O;3;yes
vaevama;VERB;O;1;no
mingi;DET;O;5;yes
ähmane;ADJ;O;1;no
kuid;CCONJ;O;6;yes
visa;ADJ;O;1;no
mõttekäik;NOUN;O;1;no
eks;ADV;O;1;yes
hüperi;NOUN;O;1;no
räägib;VERB;O;1;no
oma;PRON;O;15;yes
inimeste;NOUN;O;1;no
pääs;NOUN;O;1;no
planeedi;NOUN;O;2;no
suhtelisest;ADJ;O;1;no
asustamatusest;NOUN;O;1;no
sellest;PRON;O;1;yes
et;SCONJ;O;15;yes
lasksime;VERB;O;1;no
end;PRON;O;2;yes
kaua;ADV;O;2;no
petta;VERB;O;1;no
teedest;NOUN;O;1;no
mis;PRON;O;14;yes
käivad;VERB;O;2;no
ometi;ADV;O;2;yes
üksnes;ADV;O;1;no
kaevusid;NOUN;O;1;no
aitu;NOUN;O;1;no
elamuid;NOUN;O;1;no
kaudu;ADP;O;1;yes
alles;ADV;O;1;yes
nii;ADV;O;8;yes
kõrgelt;ADV;O;1;no
sirgjooneliselt;ADV;O;1;no
lennuteelt;NOUN;O;1;no
avastame;VERB;O;1;no
tõelise;ADJ;O;1;no
alusmüüri;NOUN;O;1;no
kaljudest;NOUN;O;1;no
liivast;NOUN;O;1;no
soolast;ADJ;O;1;no
aluse;NOUN;O;1;no
kus;ADV;O;7;yes
nõmmel;NOUN;O;1;no
varemete;NOUN;O;1;no
vahel;ADP;O;4;yes
