word;upos;ner tag;count;stopword
lepime;VERB;O;1;no
nii;ADV;O;17;yes
kokku;ADV;O;3;yes
,;PUNCT;O;216;no
et;SCONJ;O;31;yes
me;PRON;O;8;yes
täna;ADV;O;1;no
ja;CCONJ;O;83;yes
pealegi;ADV;O;1;no
hilisel;ADJ;O;1;no
ajal;NOUN;O;2;no
väga;ADV;O;13;yes
tõsiteaduslikku;ADJ;O;1;no
juttu;NOUN;O;1;no
ei;AUX;O;24;yes
aja;VERB;O;1;no
.;PUNCT;O;297;no
on;AUX;O;75;yes
maailmas;NOUN;O;1;no
kolm;NUM;O;4;no
ilusat;ADJ;O;1;no
eestikeelset;ADJ;O;1;no
häälikut;NOUN;O;3;no
Ahhaa;PROPN;O;1;no
jäi;VERB;O;2;no
nad;PRON;O;7;yes
said;VERB;O;1;yes
oligi;AUX;O;1;no
koos;ADV;O;3;yes
ilus;ADJ;O;2;no
sõnaahi;NOUN;O;1;no
ainult;ADV;O;6;yes
aga;CCONJ;O;22;yes
sõna;NOUN;O;21;no
mis;PRON;O;19;yes
siis;ADV;O;27;yes
tuli;VERB;O;3;yes
üks;DET;O;15;yes
mees;NOUN;O;7;no
hakkas;VERB;O;1;yes
ära;ADV;O;17;yes
seletama;VERB;O;1;no
mida;PRON;O;4;yes
see;DET;O;8;yes
tähendab;VERB;O;2;no
oli;AUX;O;33;yes
Karl;PROPN;O;1;no
August;PROPN;O;1;no
Hermann;PROPN;O;1;no
oma;PRON;O;18;yes
1900.;ADJ;O;1;no
aastal;NOUN;O;1;no
ilmunud;ADJ;O;1;no
entsüklopeedias;NOUN;O;1;no
teeb;VERB;O;2;yes
ta;PRON;O;36;yes
seda;PRON;O;10;yes
niimoodi;ADV;O;1;yes
ahi;NOUN;O;2;no
tun;NOUN;O;1;no
tud;NOUN;O;1;no
soojendav;ADJ;O;1;no
kivihunnik;NOUN;O;1;no
toas;NOUN;O;1;no
teda;PRON;O;4;yes
tehtakse;VERB;O;2;no
kõige;ADV;O;3;yes
rohkem;ADV;O;4;yes
kivis;NOUN;O;1;no
telliskivist;NOUN;O;1;no
pottidest;NOUN;O;1;no
