word;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
,;PUNCT;O;701;no
head;ADJ;O;4;no
raadiokuulajad;NOUN;O;1;no
.;PUNCT;O;236;no
mina;PRON;O;6;yes
olen;AUX;O;9;yes
toimetaja;NOUN;O;1;no
Nele-Eva;PROPN;O;1;no
Steinfeld;PROPN;O;1;no
ja;CCONJ;O;238;yes
selle;DET;O;13;yes
nädala;NOUN;O;2;no
helikaja;NOUN;O;1;no
saate;NOUN;O;2;yes
teemad;NOUN;O;1;no
on;AUX;O;232;yes
järgmised;ADJ;O;1;yes
diskussiooni;NOUN;O;3;no
keskmes;NOUN;O;2;no
festival;NOUN;O;4;no
Eesti;PROPN;O;41;no
muusika;NOUN;O;34;no
päevad;NOUN;O;14;no
sel;DET;O;1;yes
teemal;NOUN;O;3;no
räägivad;VERB;O;1;no
stuudios;NOUN;O;4;no
heliloojad;NOUN;O;9;no
Helena;PROPN;O;6;no
Tulve;PROPN;O;6;no
Rene;PROPN;O;3;no
eespere;NOUN;O;3;no
helilooja;NOUN;O;12;no
muusikateadlane;NOUN;O;2;no
Kerri;PROPN;O;5;no
Kotta;PROPN;O;5;no
saate;VERB;O;1;yes
lõpus;NOUN;O;1;no
muusikauudiseid;NOUN;O;2;no
maailmast;NOUN;O;3;no
kuulamist;NOUN;O;1;no
sülgaja;NOUN;O;2;no
tänase;ADJ;O;1;no
heliga;NOUN;O;3;no
teema;NOUN;O;2;no
keskendub;VERB;O;1;no
festivalile;NOUN;O;3;no
tänavusel;ADJ;O;1;no
festivalil;NOUN;O;7;no
saab;AUX;O;3;yes
kuulata;VERB;O;6;no
ta;PRON;O;34;yes
üle;ADP;O;8;yes
70;NUM;O;1;no
muusikat;NOUN;O;13;no
nende;PRON;O;9;yes
hulgas;ADP;O;1;yes
väga;ADV;O;79;yes
tuntud;ADJ;O;3;no
nimesid;NOUN;O;1;no
nagu;SCONJ;O;69;yes
Arvo;PROPN;O;3;no
Pärt;PROPN;O;4;no
Ester;PROPN;O;1;no
Mägi;PROPN;O;1;no
Tõnu;PROPN;O;1;no
Kõrvits;PROPN;O;1;no
aga;ADV;O;9;yes
samuti;ADV;O;8;yes
kavas;NOUN;O;5;no
ka;ADV;O;78;yes
palju;ADV;O;36;yes
noorte;ADJ;O;1;no
autorite;NOUN;O;1;no
loomingut;NOUN;O;1;no
üldse;ADV;O;7;no
kaasatud;ADJ;O;1;no
tänavusele;ADJ;O;2;no
noori;ADJ;O;5;no
interpreet;NOUN;O;2;no
toimusid;VERB;O;2;no
esimest;ADJ;O;1;no
korda;NOUN;O;3;no
1979.;ADJ;O;1;no
aastal;NOUN;O;7;no
see;PRON;O;95;yes
olnud;AUX;O;17;yes
üks;DET;O;17;yes
olulisemaid;ADJ;O;1;no
siinsete;ADJ;O;1;no
