word;upos;ner tag;count;stopword
pala;NOUN;O;1;no
pealkirjaga;NOUN;O;1;no
kas;ADV;O;18;yes
tead;VERB;O;4;no
,;PUNCT;O;473;no
mida;PRON;O;7;yes
tähendab;VERB;O;4;no
tõi;VERB;O;1;no
Birgit;PROPN;O;8;no
Õigemeelele;PROPN;O;1;no
aastahitti;NOUN;O;1;no
auhindade;NOUN;O;1;no
jagamisel;NOUN;O;1;no
teise;DET;O;2;yes
koha;NOUN;O;1;no
minule;PRON;O;1;yes
natukese;NOUN;O;1;no
üllatuslikult;ADV;O;1;no
aga;CCONJ;O;61;yes
teisest;DET;O;1;yes
küljest;NOUN;O;1;yes
jälle;ADV;O;2;no
kui;SCONJ;O;29;yes
järgi;ADV;O;1;yes
mõelda;VERB;O;4;no
siis;ADV;O;34;yes
võib-olla;ADV;O;19;yes
.;PUNCT;O;154;no
mis;PRON;O;20;yes
siin;ADV;O;11;yes
imestada;VERB;O;1;no
kuidas;ADV;O;8;yes
su;PRON;O;2;yes
enda;PRON;O;7;yes
reaktsioon;NOUN;O;1;no
oli;AUX;O;29;yes
sa;PRON;O;32;yes
esimest;ADJ;O;2;no
korda;NOUN;O;2;no
kuulsid;VERB;O;1;no
et;SCONJ;O;146;yes
sul;PRON;O;10;yes
tuleb;VERB;O;8;yes
võtta;VERB;O;2;no
vastu;ADV;O;1;yes
auhind;NOUN;O;1;no
oma;PRON;O;10;yes
esimese;ADJ;O;2;no
loo;NOUN;O;3;no
eest;ADP;O;2;yes
kohe;ADV;O;5;yes
väärt;ADJ;O;3;yes
teist;ADJ;O;1;yes
kohta;NOUN;O;2;yes
?;PUNCT;O;32;no
mina;PRON;O;5;yes
olin;AUX;O;1;yes
väga;ADV;O;33;yes
üllatunud;VERB;O;1;no
ma;PRON;O;126;yes
üldse;ADV;O;13;no
poleks;AUX;O;1;yes
arvanud;VERB;O;1;no
seal;ADV;O;17;yes
10;NUM;O;1;no
20;X;O;1;no
30;X;O;1;no
hulka;NOUN;O;1;yes
kes;PRON;O;21;yes
on;AUX;O;102;yes
või;ADV;O;2;yes
või;CCONJ;O;17;yes
isegi;ADV;O;2;yes
ei;AUX;O;75;yes
mõelnudki;VERB;O;1;no
selle;PRON;O;11;yes
peale;ADP;O;5;yes
teadsin;VERB;O;1;no
saastasid;VERB;O;1;no
toimub;VERB;O;1;no
iga;DET;O;4;yes
aasta;NOUN;O;7;no
käisin;VERB;O;1;no
näiteks;ADV;O;5;no
eelmine;ADJ;O;2;yes
seda;PRON;O;27;yes
lihtsalt;ADV;O;11;no
vaatamas;VERB;O;1;no
kujutanud;VERB;O;1;no
ette;ADV;O;8;yes
tõesti;ADV;O;20;yes
minul;PRON;O;2;yes
võiks;AUX;O;1;yes
nii;ADV;O;17;yes
kaugele;ADV;O;2;no
jõuda;VERB;O;1;no
ja;CCONJ;O;107;yes
see;PRON;O;49;yes
eelmisel;ADJ;O;1;yes
aastal;NOUN;O;5;no
veel;ADV;O;15;yes
VIP-looži;NOUN;O;1;no
vist;ADV;O;5;yes
pääsenud;VERB;O;2;no
tegelikult;ADV;O;15;no
pääsesime;VERB;O;1;no
ütle;VERB;O;1;no
sõbrad;NOUN;O;1;no
tuttavad;ADJ;O;1;no
käsi;NOUN;O;1;no
sees;ADV;O;1;yes
vähemalt;ADV;O;4;yes
olid;AUX;O;5;yes
õigel;ADJ;O;1;no
ajal;NOUN;O;2;no
õiges;ADJ;O;1;no
kohas;NOUN;O;1;no
tere;INTJ;O;2;yes
tulemast;VERB;O;1;yes
ka;ADV;O;43;yes
ütlemata;VERB;O;1;no
meil;PRON;O;10;yes
rõõm;NOUN;O;1;no
näha;VERB;O;6;no
sind;PRON;O;11;yes
raadio;NOUN;O;4;no
kahes;NUM;O;3;no
stuudios;NOUN;O;6;no
sellest;PRON;O;7;yes
nüüd;ADV;O;16;yes
meie;PRON;O;9;yes
saates;NOUN;O;5;no
käisid;VERB;O;2;no
möödas;ADV;O;1;no
üle;ADP;O;2;yes
poole;NUM;O;3;yes
aastaga;NOUN;O;1;no
kuskil;ADV;O;3;yes
kevade;NOUN;O;2;no
lõpus;NOUN;O;2;no
suve;NOUN;O;1;no
alguses;NOUN;O;4;no
selgus;VERB;O;1;no
sinust;PRON;O;2;yes
saanud;VERB;O;7;yes
Eestimaa;PROPN;O;1;no
esimene;ADJ;O;5;no
superstaar;NOUN;O;2;no
mäletan;VERB;O;4;no
me;PRON;O;21;yes
olime;AUX;O;2;yes
teises;DET;O;1;yes
stuudiosse;NOUN;O;1;no
just;ADV;O;8;yes
mäletad;VERB;O;1;no
tõime;VERB;O;1;no
sulle;PRON;O;9;yes
kinkisime;VERB;O;1;no
ühe;DET;O;4;yes
sihuke;DET;O;2;yes
pika;ADJ;O;1;no
lille;NOUN;O;2;no
vaata;VERB;O;1;no
selle;DET;O;10;yes
illegaali;NOUN;O;1;no
kaasas;ADP;O;1;yes
mingisugune;DET;O;2;yes
väike;ADJ;O;2;no
kotike;NOUN;O;1;no
mingi;DET;O;6;yes
väetisi;NOUN;O;1;no
asjaga;NOUN;O;1;no
kaua;ADV;O;1;no
see;DET;O;15;yes
lill;NOUN;O;2;no
püsis;VERB;O;1;no
sest;SCONJ;O;11;yes
lillemüüja;NOUN;O;1;no
all;ADP;O;1;yes
ütles;VERB;O;1;no
seda;DET;O;12;yes
kotikest;NOUN;O;1;no
sinna;ADV;O;2;yes
panda;VERB;O;1;no
vajub;VERB;O;1;no
ära;ADV;O;5;yes
taha;VERB;O;2;yes
rääkida;VERB;O;4;no
jätsin;VERB;O;1;no
kuskile;ADV;O;1;no
elan;VERB;O;1;no
hästi;ADV;O;12;no
mul;PRON;O;9;yes
kiire;ADJ;O;3;no
saame;VERB;O;1;yes
aru;NOUN;O;1;no
ilmselt;ADV;O;2;no
muidugi;ADV;O;10;yes
pärast;ADV;O;1;yes
eks;ADV;O;20;yes
ole;AUX;O;40;yes
suurt;ADJ;O;4;no
võitu;NOUN;O;1;no
saalis;NOUN;O;1;no
äsja;ADV;O;1;no
ärganud;VERB;O;1;no
kõik;DET;O;7;yes
intervjuud;NOUN;O;1;no
ootused;NOUN;O;1;no
siinkohal;ADV;O;1;yes
küll;ADV;O;19;yes
talupojamõistus;NOUN;O;1;no
võtnud;VERB;O;1;no
kinni;ADV;O;1;no
olukorda;NOUN;O;1;no
nii-öelda;ADV;O;6;no
tuubeldada;VERB;O;1;no
ehk;ADV;O;1;yes
täna;ADV;O;2;no
kellega;PRON;O;2;yes
esineda;VERB;O;2;no
teha;VERB;O;8;yes
teeme;VERB;O;1;yes
spirit;NOUN;O;1;no
luban;VERB;O;1;no
tuled;VERB;O;1;yes
Eurovisioonilt;PROPN;O;1;no
võitjana;NOUN;O;1;no
tagasi;ADV;O;2;yes
siia;ADV;O;1;yes
muidu;ADV;O;1;yes
läbisaamine;NOUN;O;1;no
nendesamade;DET;O;1;yes
lilledega;NOUN;O;1;no
kui;ADV;O;5;yes
palju;ADV;O;26;yes
sellist;DET;O;11;yes
klassikalist;ADJ;O;1;no
naiselikkust;NOUN;O;1;no
oled;AUX;O;11;yes
niimodi;ADV;O;1;no
asjadele;NOUN;O;1;no
mõelnud;VERB;O;2;no
kunagi;ADV;O;6;yes
arvan;VERB;O;22;no
päris;ADV;O;11;yes
mulle;PRON;O;10;yes
meeldivad;VERB;O;1;no
lilled;NOUN;O;1;no
ilusad;ADJ;O;1;no
asjad;NOUN;O;1;no
meeldib;VERB;O;3;no
süüa;VERB;O;1;no
vaika;NOUN;O;1;no
koristan;VERB;O;1;no
tihti;ADV;O;1;no
usun;VERB;O;7;no
olen;AUX;O;12;yes
selline;DET;O;6;yes
korralik;ADJ;O;2;no
naine;NOUN;O;1;no
oleks;AUX;O;5;yes
hea;ADJ;O;8;no
mees;NOUN;O;3;no
suudab;VERB;O;1;no
suure;ADJ;O;1;no
meelitada;VERB;O;1;no
jah;ADV;O;20;yes
