word;upos;ner tag;count;stopword
selle;DET;O;14;yes
tähtpäeva;NOUN;O;1;no
puhul;ADP;O;2;yes
olen;AUX;O;7;yes
stuudiosse;NOUN;O;1;no
palunud;VERB;O;1;no
ajaloodoktor;NOUN;O;1;no
Ants;PROPN;O;2;no
viires;NOUN;O;1;no
,;PUNCT;O;233;no
kes;PRON;O;10;yes
on;AUX;O;78;yes
Ilmar;PROPN;O;9;no
talve;PROPN;O;8;no
kolleegiaga;NOUN;O;1;no
hea;ADJ;O;2;no
sõber;NOUN;O;1;no
.;PUNCT;O;186;no
nende;DET;O;3;yes
kahe;NUM;O;2;no
mehe;NOUN;O;2;no
eluteed;NOUN;O;1;no
ristusid;VERB;O;1;no
sõja;NOUN;O;2;no
ajal;ADP;O;4;no
Tartus;PROPN;O;1;no
tolleaegses;ADJ;O;1;no
Eesti;PROPN;O;13;no
Rahva;PROPN;O;2;no
Muuseumis;PROPN;O;1;no
ja;CCONJ;O;106;yes
siit;ADV;O;3;yes
jätkab;VERB;O;1;no
juba;ADV;O;13;yes
Viires;PROPN;O;1;no
tol;DET;O;1;yes
ajal;NOUN;O;7;no
tema;PRON;O;19;yes
kirjutas;VERB;O;1;no
ka;ADV;O;40;yes
oma;PRON;O;15;yes
magistritööd;NOUN;O;1;no
see;PRON;O;39;yes
oli;AUX;O;55;yes
tõrva;ADJ;O;1;no
söe;NOUN;O;1;no
põletamine;NOUN;O;1;no
Eestis;PROPN;O;4;no
niisugune;DET;O;5;yes
teema;NOUN;O;1;no
tal;PRON;O;11;yes
käsil;ADV;O;1;no
minul;PRON;O;1;yes
jäi;VERB;O;2;no
kohe;ADV;O;4;yes
temast;PRON;O;4;yes
mulje;NOUN;O;1;no
et;SCONJ;O;55;yes
ta;PRON;O;57;yes
üks;DET;O;7;yes
väga;ADV;O;16;yes
tõsine;ADJ;O;1;no
töömurdja;NOUN;O;1;no
teeb;VERB;O;2;yes
tööd;NOUN;O;6;no
nagu;SCONJ;O;17;yes
härg;NOUN;O;1;no
umbes;ADV;O;3;yes
tunne;NOUN;O;1;no
temalt;PRON;O;3;yes
võrreldes;VERB;O;1;no
teiste;DET;O;1;yes
kolleegidega;NOUN;O;1;no
seal;ADV;O;15;yes
näha;VERB;O;3;no
murdis;VERB;O;1;no
hoopis;ADV;O;2;yes
järjekindlamalt;ADV;O;1;no
teha;VERB;O;3;yes
või;CCONJ;O;4;yes
teised;PRON;O;2;yes
siis;ADV;O;34;yes
selgus;VERB;O;1;no
olid;AUX;O;2;yes
kirjanikkude;NOUN;O;1;no
alget;NOUN;O;1;no
südamelähedased;ADJ;O;1;no
ma;PRON;O;20;yes
sain;AUX;O;2;yes
lugeda;VERB;O;2;no
esimest;ADJ;O;1;no
käsikirja;NOUN;O;2;no
jäänud;ADJ;O;1;no
romaani;NOUN;O;2;no
mille;PRON;O;4;yes
pealkiri;NOUN;O;1;no
nisu;NOUN;O;1;no
umbrohi;NOUN;O;1;no
te;PRON;O;4;yes
olete;AUX;O;1;yes
väheseid;ADJ;O;1;no
seda;PRON;O;12;yes
ilmselt;ADV;O;1;no
küllap;ADV;O;2;no
üsna;ADV;O;11;yes
väheste;ADJ;O;1;no
lugejate;NOUN;O;1;no
hulka;ADP;O;3;yes
kuuluv;ADJ;O;1;no
lähtus;VERB;O;1;no
koolipõlve;NOUN;O;1;no
kogemustest;NOUN;O;1;no
kooliõpilaste;NOUN;O;1;no
elust;NOUN;O;4;no
veel;ADV;O;16;yes
algajalik;ADJ;O;1;no
selgesti;ADV;O;2;no
oluline;ADJ;O;4;no
sügissuvel;NOUN;O;1;no
1942;NUM;O;1;no
sai;AUX;O;1;yes
osa;NOUN;O;5;no
võtta;VERB;O;2;no
noore;ADJ;O;2;no
teadlasena;NOUN;O;1;no
Vadja;PROPN;O;1;no
ekspeditsioonist;NOUN;O;2;no
saksa;ADJ;O;3;no
Leningradi;PROPN;O;2;no
tolleaegse;ADJ;O;2;no
linde;NOUN;O;1;no
lähedases;ADJ;O;1;no
tagalas;NOUN;O;1;no
organiseeris;VERB;O;1;no
tolleaegne;ADJ;O;1;no
muuseumi;NOUN;O;2;no
direktor;NOUN;O;1;no
Eerik;PROPN;O;1;no
Laid;PROPN;O;1;no
sellest;PRON;O;4;yes
võttis;VERB;O;2;no
professor;NOUN;O;3;no
Gustav;PROPN;O;1;no
ränk;PROPN;O;1;no
Paul;PROPN;O;2;no
Ariste;PROPN;O;2;no
raske;ADJ;O;1;no
ette;ADV;O;2;yes
kujutada;VERB;O;1;no
niisugustes;DET;O;1;yes
tingimustes;NOUN;O;1;no
toimub;VERB;O;2;no
ekspeditsioon;NOUN;O;1;no
rindevahetusse;NOUN;O;1;no
tagalasse;NOUN;O;1;no
oligi;AUX;O;1;no
küllalt;ADV;O;3;no
keeruline;ADJ;O;1;no
organiseerida;VERB;O;1;no
laid;NOUN;O;1;no
kui;SCONJ;O;28;yes
organisaator;NOUN;O;1;no
tuli;VERB;O;3;yes
sellega;PRON;O;2;yes
toime;NOUN;O;1;no
kõik;DET;O;2;yes
osalejad;NOUN;O;1;no
pidid;AUX;O;1;yes
kandma;VERB;O;1;no
mingit;DET;O;3;yes
mundrit;NOUN;O;1;no
kus;ADV;O;10;yes
pangal;NOUN;O;1;no
näiteks;ADV;O;5;no
minu;PRON;O;4;yes
mäletamise;NOUN;O;1;no
järgi;ADP;O;1;yes
vana;ADJ;O;5;no
kaitseliidu;NOUN;O;1;no
munder;NOUN;O;2;no
seljas;NOUN;O;1;no
talvel;NOUN;O;1;no
vist;ADV;O;4;yes
sõjaväe;NOUN;O;1;no
need;PRON;O;5;yes
angiti;VERB;O;1;no
ei;AUX;O;25;yes
tea;VERB;O;1;no
igal;DET;O;1;yes
juhul;NOUN;O;1;yes
tegid;VERB;O;1;yes
nad;PRON;O;5;yes
tõhusat;ADJ;O;1;no
joonistaja;NOUN;O;1;no
niimoodi;ADV;O;2;yes
kaasas;ADV;O;1;yes
tuntud;ADJ;O;3;no
kunstnik;NOUN;O;1;no
lennat;NOUN;O;1;no
töö;NOUN;O;3;no
tulemusi;NOUN;O;1;no
hiljem;ADV;O;2;no
avaldatudki;VERB;O;1;no
talve;NOUN;O;10;no
avaldas;VERB;O;3;no
alles;ADV;O;1;yes
kaheksakümnendatel;ADJ;O;1;no
aastatel;NOUN;O;3;no
kogutud;ADJ;O;1;no
materjalid;NOUN;O;1;no
Soomes;PROPN;O;5;no
soome-ugri;ADJ;O;3;no
seltsi;NOUN;O;1;yes
väljaannete;NOUN;O;1;no
sarjas;NOUN;O;1;no
millal;ADV;O;1;yes
hakkas;VERB;O;2;yes
teil;PRON;O;2;yes
uuesti;ADV;O;1;no
tulema;VERB;O;1;yes
informatsiooni;NOUN;O;1;no
selle;PRON;O;7;yes
kohta;ADP;O;2;yes
edukas;ADJ;O;1;no
etnoloog;NOUN;O;2;no
?;PUNCT;O;10;no
ikka;ADV;O;6;yes
Hruštšovi;PROPN;O;1;no
sula;NOUN;O;1;no
päevil;NOUN;O;1;no
jälgime;VERB;O;1;no
nüüd;ADV;O;7;yes
elukäiku;NOUN;O;1;no
kõige;ADV;O;4;yes
põgusamalt;ADV;O;1;no
teatavasti;ADV;O;1;no
põgenes;VERB;O;2;no
Saksa;PROPN;O;2;no
mobilisatsiooni;NOUN;O;1;no
eest;ADP;O;2;yes
Soome;PROPN;O;9;no
kuulus;VERB;O;2;no
soomepoiste;NOUN;O;1;no
tuliselt;ADV;O;1;no
tagasi;ADV;O;3;yes
Eestist;PROPN;O;2;no
laevaga;NOUN;O;1;no
Saksamaale;PROPN;O;3;no
vahepeal;ADV;O;1;yes
dramaatiline;ADJ;O;1;no
episood;NOUN;O;1;no
laevlast;NOUN;O;1;no
jalt;NOUN;O;1;no
ära;ADV;O;4;yes
pääses;VERB;O;2;no
suure;ADJ;O;4;no
vaevaga;NOUN;O;1;no
altkajutist;NOUN;O;1;no
lõpuks;ADV;O;2;no
laevalaele;NOUN;O;1;no
kusjuures;ADV;O;5;yes
talle;PRON;O;5;yes
treppide;NOUN;O;1;no
pealt;ADP;O;1;yes
isegi;ADV;O;1;yes
inimesi;NOUN;O;1;no
Stu;PROPN;O;1;no
jõudis;VERB;O;2;no
niivõrd;ADV;O;3;yes
õigel;ADJ;O;2;no
laevalael;NOUN;O;1;no
suutis;VERB;O;1;no
vette;NOUN;O;1;no
hüpata;VERB;O;1;no
ühena;PRON;O;1;yes
vähestest;ADJ;O;1;no
põhjaminevalt;ADV;O;1;no
laevalt;NOUN;O;2;no
pikemat;ADJ;O;1;no
aega;NOUN;O;5;no
mingisuguse;DET;O;1;yes
luugi;NOUN;O;1;no
najal;ADP;O;3;yes
ennast;PRON;O;2;yes
vee;NOUN;O;1;no
peal;ADP;O;2;yes
hoida;VERB;O;1;no
kuni;SCONJ;O;1;yes
mäleta;VERB;O;1;no
missugune;ADJ;O;2;yes
mingisugune;DET;O;1;yes
laev;NOUN;O;1;no
nates;NOUN;O;1;no
vähesed;ADJ;O;1;no
pääsenud;ADJ;O;1;no
veest;NOUN;O;1;no
välja;ADV;O;8;yes
noppis;VERB;O;1;no
nii;ADV;O;21;yes
sattus;VERB;O;1;no
õnnestus;VERB;O;1;no
mõne;DET;O;3;yes
pärast;ADP;O;4;yes
põgeneda;VERB;O;1;no
Taani;PROPN;O;2;no
sealtkaudu;ADV;O;1;no
Rootsi;PROPN;O;5;no
muide;ADV;O;6;yes
põgenenud;ADJ;O;1;no
rahvateadlasi;NOUN;O;1;no
etnoloogia;NOUN;O;3;no
hästi;ADV;O;2;no
vastu;ADV;O;2;yes
sealne;ADJ;O;1;no
Sigvard;PROPN;O;1;no
Erikson;PROPN;O;1;no
kõik;PRON;O;2;yes
rakendas;VERB;O;1;no
rahvateaduse;NOUN;O;2;no
instituudis;NOUN;O;1;no
tööle;NOUN;O;3;no
sinna;ADV;O;5;yes
peab;AUX;O;1;yes
kõigepealt;ADV;O;3;yes
rääkima;VERB;O;1;no
rahvateadus;NOUN;O;1;no
etnograafia;NOUN;O;1;no
kas;ADV;O;9;yes
need;DET;O;4;yes
terminit;NOUN;O;2;no
kuidas;ADV;O;4;yes
piiritleda;VERB;O;1;no
enam-vähem;ADV;O;2;no
kattuvad;ADJ;O;1;no
meie;PRON;O;9;yes
siin;ADV;O;3;yes
Ida-Euroopas;PROPN;O;1;no
oleme;AUX;O;2;yes
vanast;ADJ;O;1;no
ajast;NOUN;O;1;no
peale;ADV;O;2;yes
rääkinud;VERB;O;3;no
rohkem;ADV;O;3;yes
etnograafiast;NOUN;O;1;no
Lääne-Euroopas;NOUN;O;1;no
räägitakse;VERB;O;1;no
etnoloogiast;NOUN;O;1;no
