word;upos;ner tag;count;stopword
selle;DET;O;1;yes
säutsu;NOUN;O;1;no
pealkiri;NOUN;O;1;no
on;VERB;O;1;yes
määrus;NOUN;O;1;no
saamas;VERB;O;1;yes
käändes;NOUN;O;4;no
kellele;PRON;O;1;yes
on;AUX;O;8;yes
lauseliikmete;NOUN;O;1;no
ja;CCONJ;O;2;yes
käändenimetused;NOUN;O;1;no
võõraks;ADJ;O;1;no
jäänud;VERB;O;1;no
,;PUNCT;O;16;no
ütleb;VERB;O;1;no
see;PRON;O;3;yes
vist;ADV;O;1;yes
küll;ADV;O;1;yes
üsna;ADV;O;1;yes
vähe;ADV;O;1;no
seda;DET;O;1;yes
määrust;NOUN;O;1;no
.;PUNCT;O;14;no
saabas;NOUN;O;2;no
märgib;VERB;O;2;no
öeldistäitelauset;NOUN;O;1;no
kus;ADV;O;2;yes
öeldistäide;NOUN;O;1;no
saavas;ADJ;O;1;no
olles;AUX;O;1;yes
lauseliikmena;NOUN;O;1;no
määruse;NOUN;O;2;no
rollis;NOUN;O;1;no
näiteks;ADV;O;2;no
kitsam;ADJ;O;2;no
Kärneriks;PROPN;O;2;no
selline;DET;O;1;yes
lausemall;ADJ;O;1;no
mõningatel;DET;O;1;yes
juhtudel;NOUN;O;1;no
vajalik;ADJ;O;1;no
nimelt;ADV;O;1;no
omaduste;NOUN;O;1;no
või;CCONJ;O;3;yes
seisundite;NOUN;O;1;no
juhuslikust;ADJ;O;1;no
ajutist;ADJ;O;2;no
iseloomulauses;NOUN;O;1;no
sobib;VERB;O;2;no
päris;ADV;O;1;yes
hästi;ADV;O;1;no
veel;ADV;O;1;yes
üks;DET;O;1;yes
lihtne;ADJ;O;1;no
näide;NOUN;O;1;no
täppi;NOUN;O;1;no
koer;NOUN;O;3;no
täpi;NOUN;O;1;no
koeraks;NOUN;O;1;no
esimene;ADJ;O;1;no
lause;NOUN;O;2;no
tähendab;VERB;O;1;no
räppi;NOUN;O;1;no
teine;PRON;O;1;yes
aga;ADV;O;2;yes
seda;PRON;O;1;yes
et;SCONJ;O;1;yes
ta;PRON;O;2;yes
täidab;VERB;O;2;no
rolli;NOUN;O;3;no
kuid;CCONJ;O;1;yes
pole;AUX;O;1;yes
vaid;CCONJ;O;1;yes
hoopis;ADV;O;1;yes
kass;NOUN;O;1;no
jänes;NOUN;O;1;no
kes;PRON;O;1;yes
koera;NOUN;O;1;no
paljudes;PRON;O;1;no
asjalikes;ADJ;O;1;no
tekstides;NOUN;O;1;no
sellist;DET;O;1;yes
täitmist;NOUN;O;1;no
silmas;NOUN;O;1;no
ei;AUX;O;1;yes
sobi;VERB;O;1;no
mõelgem;VERB;O;1;no
kas;ADV;O;2;yes
gümnaasiumi;NOUN;O;2;no
eesmärgiks;NOUN;O;1;no
anda;VERB;O;3;no
õpilastele;NOUN;O;2;no
üldhariduskoolid;NOUN;O;1;no
ongi;AUX;O;1;no
haridusasutused;NOUN;O;1;no
haridust;NOUN;O;1;no
nende;PRON;O;1;yes
peamine;ADJ;O;1;no
eesmärk;NOUN;O;2;no
kui;SCONJ;O;1;yes
ühed;DET;O;1;yes
õpilased;NOUN;O;1;no
lõpetavad;VERB;O;1;no
tulevad;VERB;O;1;yes
keskmised;ADJ;O;1;no
ring;NOUN;O;1;no
algab;VERB;O;1;no
otsast;NOUN;O;1;yes
peale;ADV;O;1;yes
niisiis;ADV;O;1;yes
üldharidus;NOUN;O;1;no
iga;DET;O;1;yes
keelekasutaja;NOUN;O;1;no
aga;CCONJ;O;1;yes
ka;ADV;O;1;yes
teksti;NOUN;O;1;no
toimetaja;NOUN;O;1;no
võiks;AUX;O;1;yes
mõelda;VERB;O;1;no
soovib;VERB;O;1;no
eesmärke;NOUN;O;1;no
millest;PRON;O;1;yes
kõneleb;VERB;O;1;no
esitada;VERB;O;1;no
juhuslikke;ADJ;O;1;no
ajutistena;ADJ;O;1;no
mitte;ADV;O;1;yes
vahest;ADV;O;1;no
tasuks;VERB;O;1;no
pidevast;ADJ;O;1;no
ajutisusest;NOUN;O;1;no
loobuda;VERB;O;1;no
?;PUNCT;O;1;no
