word;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
,;PUNCT;O;628;no
mina;PRON;O;38;yes
olen;AUX;O;16;yes
Kristi;PROPN;O;1;no
Aule;PROPN;O;1;no
ja;CCONJ;O;161;yes
tänane;ADJ;O;1;no
karikakramängusaade;NOUN;O;1;no
räägib;VERB;O;2;no
armastusest;NOUN;O;1;no
ühe;DET;O;1;yes
eriala;NOUN;O;11;no
vastu;ADP;O;1;yes
head;ADJ;O;3;no
kuulamist;NOUN;O;1;no
.;PUNCT;O;179;no
teie;PRON;O;18;yes
õpite;VERB;O;2;no
ühes;DET;O;2;yes
Tallinna;PROPN;O;1;no
koolis;NOUN;O;16;no
üheteistkümnendas;ADJ;O;1;no
klassis;NOUN;O;6;no
teil;PRON;O;6;yes
on;AUX;O;154;yes
ka;ADV;O;44;yes
üks;DET;O;6;yes
huvitav;ADJ;O;5;no
mida;PRON;O;14;yes
te;PRON;O;19;yes
mujal;ADV;O;1;yes
võib-olla;ADV;O;13;yes
vähem;ADV;O;2;no
õpitakse;VERB;O;2;no
mis;PRON;O;30;yes
erialas;NOUN;O;1;no
kas;ADV;O;33;yes
tulite;VERB;O;1;yes
sellepärast;ADV;O;12;yes
sellesse;DET;O;1;yes
keskkooli;NOUN;O;3;no
see;DET;O;8;yes
ametliku;ADJ;O;1;no
nimega;NOUN;O;1;no
tele;NOUN;O;3;no
raadio;NOUN;O;1;no
žurnalistikat;NOUN;O;1;no
näiteks;ADV;O;26;no
tulin;VERB;O;1;yes
küll;ADV;O;16;yes
jah;ADV;O;16;yes
just;ADV;O;17;yes
nimelt;ADV;O;3;no
selle;DET;O;6;yes
pärast;ADP;O;5;yes
mind;PRON;O;14;yes
huvitas;VERB;O;1;no
väga;ADV;O;45;yes
tahan;VERB;O;11;no
saada;VERB;O;15;yes
kui;SCONJ;O;56;yes
nägi;VERB;O;1;no
eriti;ADV;O;15;no
heaks;ADJ;O;1;yes
osavaks;ADJ;O;1;no
reporteriks;NOUN;O;1;no
või;CCONJ;O;18;yes
kelleks;PRON;O;1;yes
kellekski;PRON;O;1;yes
selliseks;PRON;O;1;yes
nagu;SCONJ;O;89;yes
selles;DET;O;9;yes
algusest;NOUN;O;2;no
peale;ADV;O;5;yes
käinud;VERB;O;6;no
siis;ADV;O;85;yes
üldse;ADV;O;12;no
kooli;NOUN;O;13;no
pidin;AUX;O;1;yes
minema;VERB;O;1;yes
ma;PRON;O;101;yes
sinna;ADV;O;13;yes
läksin;VERB;O;2;yes
jäin;VERB;O;1;no
vihkan;VERB;O;1;no
koolide;NOUN;O;1;no
vahetust;NOUN;O;1;no
põhjus;NOUN;O;1;no
selles;PRON;O;3;yes
et;SCONJ;O;205;yes
jäid;VERB;O;1;no
