word;upos;ner tag;count;stopword
härra;NOUN;O;1;no
peaminister;NOUN;O;3;no
,;PUNCT;O;31;no
ministrid;NOUN;O;1;no
lugupeetud;ADJ;O;1;no
laureaadid;NOUN;O;1;no
keda;PRON;O;1;yes
me;PRON;O;5;yes
täna;ADV;O;3;no
austame;VERB;O;1;no
daamid;NOUN;O;1;no
ja;CCONJ;O;20;yes
härrad;NOUN;O;1;no
.;PUNCT;O;25;no
lubage;VERB;O;1;no
teid;PRON;O;1;yes
kõiki;PRON;O;1;yes
tervitada;VERB;O;1;no
akadeemia;NOUN;O;1;no
saalis;NOUN;O;2;no
teadlastele;NOUN;O;2;no
on;AUX;O;11;yes
see;DET;O;2;yes
saal;NOUN;O;1;no
kodune;ADJ;O;1;no
loodan;VERB;O;1;no
et;SCONJ;O;2;yes
ta;PRON;O;1;yes
kunsti;NOUN;O;1;no
spordiinimesed;NOUN;O;1;no
end;PRON;O;1;yes
siin;ADV;O;1;yes
hästi;ADV;O;1;no
tunnevad;VERB;O;1;no
viimasena;ADJ;O;1;no
all;ADP;O;1;yes
selles;DET;O;1;yes
olnud;AUX;O;3;yes
meil;PRON;O;2;yes
ka;ADV;O;10;yes
kohtumisi;NOUN;O;1;no
nii;ADV;O;7;yes
riigikogu;NOUN;O;1;no
kui;CCONJ;O;1;yes
valitsuse;NOUN;O;1;no
liikmetega;NOUN;O;1;no
tundmatu;ADJ;O;1;no
pole;AUX;O;2;yes
see;PRON;O;2;yes
kellelegi;PRON;O;1;yes
tere;INTJ;O;1;yes
tulemast;VERB;O;1;yes
kõigile;DET;O;1;yes
head;ADJ;O;1;no
iseseisvuspäeva;NOUN;O;1;no
tänasest;ADJ;O;1;no
teadust;NOUN;O;1;no
vennad;PROPN;O;1;no
peegeldavad;VERB;O;1;no
möödunud;ADJ;O;1;no
sajandi;NOUN;O;1;no
lõputeadusmõtteid;NOUN;O;1;no
kogu;DET;O;1;yes
maailmas;NOUN;O;1;no
pööratakse;VERB;O;1;no
ikka;ADV;O;3;yes
rohkem;ADV;O;3;yes
tähelepanuteadusele;NOUN;O;1;no
teadusrakendustele;NOUN;O;1;no
eriti;ADV;O;2;no
tuntav;ADJ;O;1;no
arvutit;NOUN;O;1;no
või;CCONJ;O;4;yes
geeniuuringute;NOUN;O;1;no
võidukäiguna;NOUN;O;1;no
need;PRON;O;2;yes
kui;SCONJ;O;3;yes
paljud;PRON;O;1;no
muud;PRON;O;1;yes
tulemused;NOUN;O;2;no
lubavad;VERB;O;1;no
inimkond;NOUN;O;1;no
tulevikus;NOUN;O;3;no
elu;NOUN;O;3;no
kindlasti;ADV;O;5;no
paremaks;ADJ;O;1;no
muuta;VERB;O;1;yes
seda;PRON;O;3;yes
Eestis;PROPN;O;1;no
hoolimata;ADP;O;1;yes
meie;PRON;O;3;yes
väiksusest;NOUN;O;1;no
nappidest;NOUN;O;1;no
võimalustest;NOUN;O;1;no
ju;ADV;O;4;yes
teadusuuringutes;NOUN;O;1;no
kõige;ADV;O;1;yes
olulisem;ADJ;O;1;no
liikumapanev;ADJ;O;1;no
jõud;NOUN;O;1;no
ikkagi;ADV;O;1;yes
loov;ADJ;O;1;no
mõistus;NOUN;O;1;no
mida;PRON;O;1;yes
vormitakse;VERB;O;1;no
hariduse;NOUN;O;1;no
radadel;NOUN;O;1;no
räägime;VERB;O;1;no
elukestvast;ADJ;O;1;no
õppest;NOUN;O;1;no
siis;ADV;O;4;yes
mõttekäik;NOUN;O;1;no
päris;ADV;O;1;yes
loomulik;ADJ;O;1;no
ei;AUX;O;4;yes
saa;AUX;O;1;yes
avastada;VERB;O;1;no
mitte;ADV;O;1;yes
midagi;PRON;O;1;yes
uut;ADJ;O;1;no
teadmiste;NOUN;O;1;no
teadmatuse;NOUN;O;1;no
piiril;NOUN;O;1;no
ise;ADV;O;1;yes
pidevalt;ADV;O;1;no
õpi;VERB;O;1;no
riigi;NOUN;O;1;no
teaduspreemiate;NOUN;O;2;no
komisjon;NOUN;O;1;no
mõtleb;VERB;O;1;no
tulevikule;NOUN;O;1;no
nagu;SCONJ;O;3;yes
Eesti;PROPN;O;2;no
tervikuna;NOUN;O;1;no
ütles;VERB;O;1;no
teadmistepõhine;ADJ;O;1;no
sihte;NOUN;O;1;no
seab;VERB;O;1;no
arvame;VERB;O;1;no
koos;ADP;O;1;yes
muutustega;NOUN;O;1;no
algavas;ADJ;O;1;no
sajand;NOUN;O;1;no
peavad;AUX;O;1;yes
muutuma;VERB;O;1;no
mitmed;DET;O;1;yes
tavad;NOUN;O;1;no
oleme;AUX;O;1;yes
kokku;ADV;O;1;yes
leppinud;VERB;O;1;no
võtmevaldkondades;NOUN;O;1;no
teaduses;NOUN;O;1;no
arenduses;NOUN;O;1;no
peaksime;AUX;O;1;yes
seda;DET;O;1;yes
meelt;NOUN;O;1;no
seadma;VERB;O;1;no
põhimõtted;NOUN;O;1;no
kuid;CCONJ;O;3;yes
alati;ADV;O;1;yes
tavaks;NOUN;O;1;no
särav;ADJ;O;1;no
tulemus;NOUN;O;1;no
rahvusvahelises;ADJ;O;1;no
võrdluses;NOUN;O;1;no
otsustame;VERB;O;1;no
väljapaistvaid;ADJ;O;1;no
teadlasi;NOUN;O;1;no
teadlaskollektiive;NOUN;O;1;no
keerulised;ADJ;O;1;no
uuringud;NOUN;O;1;no
õnnestumine;NOUN;O;1;no
nende;PRON;O;1;yes
ebaõnnestumine;NOUN;O;1;no
Ki;NOUN;O;1;no
teinekord;ADV;O;2;no
kunagi;ADV;O;1;yes
laia;ADJ;O;1;no
publiku;NOUN;O;1;no
tähelepanu;NOUN;O;1;no
keskpunktis;NOUN;O;1;no
vajab;VERB;O;1;no
aru;NOUN;O;2;no
saada;VERB;O;1;yes
mina;PRON;O;1;yes
nendest;DET;O;1;yes
ettevalmistust;NOUN;O;1;no
süvenemist;NOUN;O;1;no
õppimist;NOUN;O;1;no
selles;PRON;O;1;yes
ongi;AUX;O;1;no
teaduse;NOUN;O;1;no
iseärasus;NOUN;O;1;no
ometi;ADV;O;2;yes
uutest;ADJ;O;1;no
teadmistest;NOUN;O;1;no
mõjutatud;VERB;O;1;no
minevikus;NOUN;O;1;no
praegu;ADV;O;1;yes
veel;ADV;O;3;yes
ruttagi;VERB;O;1;no
publik;NOUN;O;1;no
õnnestunud;VERB;O;2;no
teoreemi;NOUN;O;1;no
tõestuse;NOUN;O;1;no
ega;CCONJ;O;1;yes
eksperimendi;NOUN;O;1;no
peale;ADP;O;1;yes
võtab;VERB;O;1;no
tulemuseks;NOUN;O;1;no
veidi;ADV;O;1;no
umbusklikult;ADV;O;1;no
vastu;ADV;O;1;yes
tundmatud;ADJ;O;1;no
tegemist;NOUN;O;3;no
üsna;ADV;O;1;yes
ruttu;ADV;O;1;no
kujuta;VERB;O;1;no
enam;ADV;O;1;yes
teisiti;ADV;O;1;no
jätta;VERB;O;1;no
aga;ADV;O;1;yes
kus;ADV;O;1;yes
riik;NOUN;O;1;no
sünnipäeva;NOUN;O;1;no
peab;VERB;O;1;yes
annab;VERB;O;1;no
üle;ADV;O;1;yes
preemiad;NOUN;O;1;no
väärtustab;VERB;O;1;no
teadus;NOUN;O;1;no
tihti;ADV;O;1;no
kollektiivne;ADJ;O;1;no
töö;NOUN;O;1;no
näeme;VERB;O;1;no
tänagi;ADV;O;1;no
tahan;VERB;O;1;no
ma;PRON;O;1;yes
väärtustada;VERB;O;1;no
just;ADV;O;1;yes
teadusrühmade;NOUN;O;1;no
vaid;CCONJ;O;1;yes
töörühmade;NOUN;O;1;no
juhte;NOUN;O;1;no
sest;SCONJ;O;1;yes
ilma;ADP;O;1;yes
nendeta;PRON;O;1;yes
oleks;AUX;O;1;yes
neid;DET;O;1;yes
preemiaid;NOUN;O;1;no
premeeritavaid;ADJ;O;1;no
teadustulemusi;NOUN;O;1;no
iseloomustab;VERB;O;1;no
ühelt;PRON;O;1;yes
poolt;ADV;O;2;yes
süvauuringutele;NOUN;O;1;no
laane;NOUN;O;1;no
sisusse;NOUN;O;1;no
tungimine;NOUN;O;1;no
kas;ADV;O;2;yes
aine;NOUN;O;1;no
struktuuri;NOUN;O;1;no
üldistatud;ADJ;O;1;no
abstraktsete;ADJ;O;1;no
omaduste;NOUN;O;1;no
kaudu;ADP;O;1;yes
olgu;AUX;O;1;yes
elutu;ADJ;O;1;no
ainega;NOUN;O;1;no
tajumehhanismiga;NOUN;O;1;no
teiselt;PRON;O;1;yes
uuringute;NOUN;O;1;no
juba;ADV;O;1;yes
käegakatsutavate;ADJ;O;1;no
rakendustega;NOUN;O;1;no
ravimite;NOUN;O;1;no
joogivee;NOUN;O;1;no
põllumajandus;NOUN;O;1;no
maastike;NOUN;O;1;no
näol;ADP;O;1;no
lisaks;NOUN;O;1;yes
seletus;NOUN;O;1;no
kuidas;ADV;O;1;yes
inimene;NOUN;O;1;no
sellest;PRON;O;1;yes
kõigest;ADV;O;1;yes
saab;VERB;O;1;yes
