word;upos;ner tag;count;stopword
tere;INTJ;O;1;yes
õhtust;NOUN;O;1;no
,;PUNCT;O;196;no
kell;NOUN;O;1;no
sai;VERB;O;2;yes
kuus;NOUN;O;1;no
uudistetoimetus;NOUN;O;1;no
teeb;VERB;O;1;yes
kokkuvõtte;NOUN;O;1;no
teisipäevast;ADJ;O;1;no
11.-st;ADJ;O;1;no
aprillist;NOUN;O;1;no
stuudios;NOUN;O;1;no
on;AUX;O;74;yes
Kai;PROPN;O;1;no
Vare;PROPN;O;1;no
.;PUNCT;O;169;no
Eesti;PROPN;O;23;no
seadused;NOUN;O;1;no
piiravad;VERB;O;1;no
mitmel;DET;O;1;yes
moel;NOUN;O;1;no
ettevõtluse;NOUN;O;1;no
arengut;NOUN;O;3;no
nentis;VERB;O;1;no
justiitsminister;NOUN;O;3;no
Rein;PROPN;O;2;no
Lang;PROPN;O;2;no
täna;ADV;O;21;no
riigikogus;NOUN;O;1;no
peetud;ADJ;O;1;yes
kõnes;NOUN;O;1;no
tegi;VERB;O;2;yes
mitu;DET;O;2;yes
ettepanekut;NOUN;O;1;no
kuidas;ADV;O;4;yes
seaduse;NOUN;O;2;no
ettevõtjasõbralikumaks;ADJ;O;1;no
muuta;VERB;O;2;yes
ja;CCONJ;O;71;yes
konkurentsivõimet;NOUN;O;1;no
parandada;VERB;O;1;no
majandusel;NOUN;O;2;no
läheb;VERB;O;5;yes
siiski;ADV;O;5;yes
hästi;ADV;O;4;no
lähema;ADJ;O;3;no
poolaasta;NOUN;O;2;no
prognoos;NOUN;O;2;no
näitab;VERB;O;3;no
et;SCONJ;O;43;yes
majandusolukord;NOUN;O;1;no
paraneb;VERB;O;2;no
veelgi;ADV;O;2;yes
inflatsioon;NOUN;O;2;no
pisut;ADV;O;3;yes
alaneb;VERB;O;2;no
kuid;CCONJ;O;3;yes
eurole;NOUN;O;3;no
üleminekukriteeriumi;NOUN;O;1;no
täidab;VERB;O;2;no
laenuintressid;NOUN;O;1;no
tõusevad;VERB;O;1;no
kõik;PRON;O;1;yes
kontrolli;NOUN;O;3;no
alt;ADP;O;2;yes
ei;AUX;O;28;yes
välju;VERB;O;1;no
nii;ADV;O;17;yes
konjunktuuriinstituudi;NOUN;O;5;no
majandusprognoos;NOUN;O;1;no
Riigikogu;PROPN;O;3;no
põhiseaduskomisjon;NOUN;O;2;no
arutas;VERB;O;4;no
poliitilise;ADJ;O;2;no
välireklaami;NOUN;O;3;no
piiramist;NOUN;O;2;no
saatis;VERB;O;2;no
õiguskantsler;NOUN;O;3;no
seisukoha;NOUN;O;5;no
võtmiseks;NOUN;O;1;no
variandi;NOUN;O;1;no
kus;ADV;O;2;yes
lubatakse;VERB;O;1;no
plakateid;NOUN;O;2;no
suurusega;NOUN;O;1;no
üks;DET;O;7;yes
ruutmeeter;NOUN;O;1;no
ühtlasi;ADV;O;1;yes
nõuab;VERB;O;2;no
komisjon;NOUN;O;2;no
valitsuselt;NOUN;O;1;no
selle;DET;O;6;yes
nädala;NOUN;O;2;no
jooksul;ADP;O;5;yes
seisukohta;NOUN;O;4;no
Res;PROPN;O;3;no
Publica;PROPN;O;3;no
eelnõu;NOUN;O;1;no
suhtes;ADP;O;1;yes
mis;PRON;O;17;yes
puudutab;VERB;O;3;no
niinimetatud;ADJ;O;2;no
järelümberasujate;NOUN;O;2;no
vara;NOUN;O;1;no
probleeme;NOUN;O;1;no
ostab;VERB;O;1;no
Suurbritanniat;PROPN;O;1;no
kolm;NUM;O;5;no
miinitõrjele;NOUN;O;1;no
vaja;ADV;O;2;no
Suurbritannia;PROPN;O;2;no
