word;upos;ner tag;count;stopword
head;ADJ;O;4;no
kuulajad;NOUN;O;1;no
alanud;ADJ;O;1;no
saates;NOUN;O;2;no
vestlusi;NOUN;O;1;no
kultuurist;NOUN;O;1;no
kuulame;VERB;O;1;no
viimast;ADJ;O;2;no
osa;NOUN;O;6;no
eetika;NOUN;O;10;no
ja;CCONJ;O;220;yes
kultuuriteemalisest;ADJ;O;1;no
tuuri;NOUN;O;1;yes
foorumist;NOUN;O;1;no
,;PUNCT;O;915;no
mis;PRON;O;55;yes
toimus;VERB;O;1;no
Eesti;PROPN;O;7;no
muusika;NOUN;O;3;no
päevade;NOUN;O;2;no
raames;ADP;O;2;no
teisel;ADJ;O;3;yes
aprillil;NOUN;O;2;no
Mustpeade;PROPN;O;1;no
maja;NOUN;O;15;no
kambris;NOUN;O;1;no
.;PUNCT;O;250;no
kultuurifoorumi;NOUN;O;2;no
eetikast;NOUN;O;2;no
kultuuris;NOUN;O;1;no
on;AUX;O;246;yes
kutsunud;VERB;O;1;no
ellu;NOUN;O;2;no
helilooja;NOUN;O;2;no
laia;ADJ;O;1;no
silmaringiga;NOUN;O;1;no
humanitaarMärt-Matis;PROPN;O;1;no
Lill;PROPN;O;4;no
kes;PRON;O;26;yes
selleteemalist;ADJ;O;1;no
arutelu;NOUN;O;2;no
korraldas;VERB;O;2;no
juba;ADV;O;20;yes
2012.;ADJ;O;1;no
aasta;NOUN;O;4;no
päevadel;NOUN;O;1;no
sel;DET;O;4;yes
aastal;NOUN;O;1;no
osalesid;VERB;O;1;no
foorumil;NOUN;O;1;no
eri;ADJ;O;1;no
valdkondade;NOUN;O;2;no
kirjandusel;NOUN;O;1;no
kunsti;NOUN;O;18;no
arhitektuuri;NOUN;O;9;no
teatri;NOUN;O;2;no
filmialal;NOUN;O;1;no
tegutsevad;ADJ;O;1;no
kultuuriinimesed;NOUN;O;1;no
Mihkel;PROPN;O;2;no
Kunnus;PROPN;O;2;no
Mari;PROPN;O;2;no
Kartau;PROPN;O;1;no
Margit;PROPN;O;7;no
Mutso;PROPN;O;6;no
Jaanika;PROPN;O;3;no
Juhanson;PROPN;O;2;no
Liivo;PROPN;O;3;no
Niglas;PROPN;O;2;no
vestlusringi;NOUN;O;1;no
moderaator;NOUN;O;3;no
oli;AUX;O;41;yes
Märt-Matis;PROPN;O;4;no
viimasena;ADJ;O;1;no
astub;VERB;O;1;no
kultuurifoorumil;NOUN;O;2;no
oma;PRON;O;17;yes
ettekandega;NOUN;O;1;no
ülesse;NOUN;O;1;yes
arhitekt;NOUN;O;14;no
kuulub;VERB;O;1;no
arhitektide;NOUN;O;7;no
liidu;NOUN;O;1;no
eestseisusesse;NOUN;O;1;no
sirbi;NOUN;O;1;no
arhitektuuritoimetaja;NOUN;O;1;no
tegutseb;VERB;O;1;no
arhitektina;NOUN;O;1;no
alates;ADP;O;4;yes
1996.-st;ADJ;O;1;no
aastast;NOUN;O;1;no
lõpetanud;VERB;O;1;no
riikliku;ADJ;O;1;no
kunstiinstituudi;NOUN;O;1;no
Tuudin;PROPN;O;1;no
arhitektuuriteaduskonna;NOUN;O;1;no
olnud;AUX;O;16;yes
aastail;NOUN;O;1;no
2004;NUM;O;1;no
kuni;CCONJ;O;1;yes
2006;NUM;O;1;no
Arhitektide;PROPN;O;4;no
Liidu;PROPN;O;3;no
esimees;NOUN;O;3;no
Tallinna;PROPN;O;7;no
arhitektuurikomisjoni;NOUN;O;2;no
liige;NOUN;O;1;no
ning;CCONJ;O;2;yes
Kultuuriministeeriumi;PROPN;O;1;no
juures;ADP;O;4;yes
töötava;ADJ;O;1;no
peale;ADP;O;16;yes
selle;PRON;O;26;yes
ta;PRON;O;52;yes
toimetanud;VERB;O;1;no
mitmeid;DET;O;2;yes
arhitektuuriteemalisi;ADJ;O;1;no
telesaateid;NOUN;O;1;no
filme;NOUN;O;2;no
kirjutanud;VERB;O;1;no
hulganisti;ADV;O;1;no
artikleid;NOUN;O;1;no
välkloengute;NOUN;O;1;no
sarja;NOUN;O;1;no
niisiis;ADV;O;1;yes
kuulamegi;VERB;O;1;no
ettekannet;NOUN;O;1;no
misjärel;ADV;O;1;no
saavad;AUX;O;4;yes
sõna;NOUN;O;2;no
veel;ADV;O;16;yes
kõik;PRON;O;14;yes
osalenud;VERB;O;2;no
nüüd;ADV;O;31;yes
