EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
6,4,3,6,2,6,5,6,0,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
6,5,3,6,2,6,5,4,0,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
6,5,5,6,2,6,6,4,0,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
6,5,3,6,2,6,8,4,0,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
7,5,5,7,2,4,8,4,0,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
4,7,2,7,3,4,8,4,0,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
3,7,4,6,4,5,7,4,0,16,üro; hindpere; ukraina; hans; julgeolekunõukogu; karjatse; restoranide; tõnu
4,7,3,6,5,3,6,4,0,16,üro; hindpere; ukraina; hans; julgeolekunõukogu; karjatse; restoranide; tõnu
3,5,4,5,6,3,6,3,0,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
5,5,3,5,6,3,5,3,0,16,üro; hindpere; ukraina; hans; julgeolekunõukogu; karjatse; restoranide; tõnu
5,3,4,5,5,3,5,4,0,16,üro; hindpere; ukraina; hans; julgeolekunõukogu; restoranide; tõnu
