EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
5,5,5,0,3,6,6,3,0,13,napoleon; kuningas; pariis; françois; luksuslik; loss; esimene; renessanss
5,5,4,0,3,7,6,3,0,13,napoleon; kuningas; pariis; françois; luksuslik; loss; esimene; renessanss
4,5,5,1,3,6,6,3,0,13,napoleon; kuningas; pariis; françois; luksuslik; loss; esimene; renessanss
4,5,3,1,4,7,6,3,0,13,napoleon; pariis; kuningas; françois; luksuslik; loss; esimene; renessanss
5,4,3,1,5,5,6,4,0,13,napoleon; kuningas; pariis; françois; luksuslik; loss; esimene; renessanss
4,5,3,4,5,3,6,4,0,13,napoleon; kuningas; pariis; françois; luksuslik; loss; esimene; renessanss
4,5,2,5,6,7,5,3,0,13,napoleon; kuningas; pariis; mürk; françois; luksuslik; loss; esimene; renessanss
3,4,2,6,6,5,3,5,0,13,napoleon; kuningas; pariis; mürk; françois; esimene; loss; renessanss
1,5,2,6,6,4,4,5,0,13,napoleon; kuningas; pariis; mürk; françois; esimene; loss; renessanss
1,6,3,6,6,3,4,4,0,13,napoleon; kuningas; pariis; françois; esimene; loss; renessanss
1,5,2,6,6,4,4,4,0,13,napoleon; kuningas; pariis; mürk; françois; esimene; loss; renessanss
