Model,Average Score
MiniLM-L12_multi,0.15564250397500468
LaBSE,0.11234765423818102
MiniLM_multi,0.10303935674522738
est-roberta,0.09931235979302168
EstBERT,0.09578328113582359
bertMulti,0.06575195773421451
multi_e5,0.050155145248610866
distilbertMulti,0.03801995865791719
xml_roberta,0.0
