Model,Average Score
MiniLM-L12_multi,0.12081901549793708
LaBSE,0.09094265561380208
MiniLM_multi,0.07952690731407074
est-roberta,0.07032425576355589
EstBERT,0.06838159717359221
bertMulti,0.04025850718334769
multi_e5,0.03485300797413801
distilbertMulti,0.02802929632096299
xml_roberta,0.0
