model,total_f1,count,average_f1
EstBERT,98.99988121118326,1980,0.049999940005648114
est-roberta,101.7464191101594,1980,0.05138708035866636
LaBSE,181.55019682580738,1980,0.09169201859889262
bertMulti,55.45615190200039,1980,0.028008157526262824
distilbertMulti,49.17143336275631,1980,0.024834057253917328
MiniLM_multi,169.51371719781565,1980,0.08561298848374528
MiniLM-L12_multi,197.96037312987752,1980,0.09997998642923107
multi_e5,162.599015091777,1980,0.08212071469281666
xml_roberta,55.82948221042755,1980,0.02819670818708462
