lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;150469;391;932062935;15.751043548439872
hommik;NOUN;O;1;no;258753;391;932062935;9.183141720269738
.;PUNCT;O;30;no;1;391;932062935;76645.11102025838
mina;PRON;O;15;yes;11780658;391;932062935;3.0350591016524615
olema;AUX;O;17;yes;44175173;391;932062935;0.9173603566901957
Heino;PROPN;O;1;no;11325;391;932062935;194.55923072400142
Nurk;PROPN;O;1;no;1698;391;932062935;906.7177457368605
,;PUNCT;O;21;no;1;391;932062935;53651.877392659146
Eesti;PROPN;O;1;no;2594139;391;932062935;0.9189439047084016
Evangeelse;PROPN;O;1;no;1;391;932062935;2555.8026646608473
Luterlik;PROPN;O;1;no;1385;391;932062935;1029.2015376652992
kirikuõpetaja;NOUN;O;1;no;6468;391;932062935;322.2573586895138
teenima;VERB;O;2;no;173198;391;932062935;27.384802645959844
kogudus;NOUN;O;1;no;96672;391;932062935;24.43263798513585
Baltimore;PROPN;O;1;no;1171;391;932062935;1133.9293255954183
Washington;PROPN;O;1;no;21411;391;932062935;106.73222120471422
ja;CCONJ;O;12;yes;29978049;391;932062935;0.9542166918379456
siibruck;NOUN;O;1;no;1;391;932062935;2555.8026646608473
laulev;ADJ;O;1;no;5026;391;932062935;400.2516860908706
revolutsioon;NOUN;O;1;no;19161;391;932062935;118.68398278966876
aegu;ADP;O;1;yes;9900;391;932062935;220.1542540769286
palju;ADV;O;2;yes;2032422;391;932062935;2.345148587315153
jutt;NOUN;O;1;no;337829;391;932062935;7.03954791884344
seadusriik;NOUN;O;1;no;22;391;932062935;2499.5465687693563
too;DET;O;1;yes;163922;391;932062935;14.4656715953039
aeg;NOUN;O;1;no;2435622;391;932062935;0.978728431207762
ihkama;VERB;O;1;no;9483;391;932062935;228.96882625215468
saama;VERB;O;2;yes;7285093;391;932062935;0.6544744722965117
välja;ADV;O;1;yes;1817185;391;932062935;1.3116453193171138
võimukandja;NOUN;O;1;no;1578;391;932062935;950.0657144157508
oma;PRON;O;2;yes;4535142;391;932062935;1.0512432870459225
kool;NOUN;O;1;no;581408;391;932062935;4.095072428213566
see;PRON;O;11;yes;18818291;391;932062935;1.3933971330388366
tulev;ADJ;O;1;yes;50772;391;932062935;46.12257915915116
seadusetus;NOUN;O;1;no;375;391;932062935;1824.4911332974727
ning;CCONJ;O;3;yes;5766748;391;932062935;1.2400670638444213
inimene;NOUN;O;10;no;2519709;391;932062935;9.457458715490445
kaitsetus;NOUN;O;1;no;346;391;932062935;1865.8899106320387
alt;ADP;O;1;yes;125988;391;932062935;18.789186519632974
praegu;ADV;O;1;yes;542400;391;932062935;4.389074192837689
eriti;ADV;O;2;no;605323;391;932062935;7.865530037997887
pärast;ADP;O;2;yes;1109488;391;932062935;4.294336501449429
ühinemine;NOUN;O;1;no;21221;391;932062935;107.64763060378455
Euroopa;PROPN;O;1;no;842639;391;932062935;2.8269399465555423
Liit;PROPN;O;1;no;231191;391;932062935;10.273536396670119
hakkama;VERB;O;1;yes;1534193;391;932062935;1.5534400376539514
kurtma;VERB;O;1;no;36862;391;932062935;63.0978664471886
elu;NOUN;O;5;no;946740;391;932062935;12.57808042709383
liigne;ADJ;O;1;no;45963;391;932062935;50.85236240912342
reglementeeritud;ADJ;O;1;no;1;391;932062935;2555.8026646608473
igasugune;DET;O;1;yes;145235;391;932062935;16.3150622834212
ettekirjutus;NOUN;O;1;no;11402;391;932062935;193.3446219738517
