lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tervist;NOUN;O;1;no;13331;3508;932062935;18.693632204444157
,;PUNCT;O;318;no;1;3508;932062935;90553.78883033978
kallis;ADJ;O;1;no;124411;3508;932062935;2.127189541825678
kunst;NOUN;O;7;no;102435;3508;932062935;18.001931542451135
vaatama;VERB;O;7;no;1204574;3508;932062935;1.543589740369843
kuulaja;NOUN;O;1;no;29642;3508;932062935;8.720739967814481
.;PUNCT;O;192;no;1;3508;932062935;54674.38151064816
tänane;ADJ;O;4;no;180017;3508;932062935;5.878547279573504
saade;NOUN;O;5;no;133711;3508;932062935;9.873616823322221
olema;AUX;O;150;yes;44175173;3508;932062935;0.9021934020272934
mina;PRON;O;105;yes;11780658;3508;932062935;2.368021025207992
erakordne;ADJ;O;1;no;27975;3508;932062935;9.223643827644013
kuna;SCONJ;O;4;yes;974997;3508;932062935;1.0899538317456237
esimene;ADJ;O;4;no;1420248;3508;932062935;0.7484749113783269
kord;NOUN;O;3;no;1304710;3508;932062935;0.6112098059887013
ajalugu;NOUN;O;3;no;210344;3508;932062935;3.777149294109593
kunstnik;NOUN;O;9;no;93493;3508;932062935;25.334370936117903
monoloog;NOUN;O;1;no;4009;3508;932062935;53.96176007536115
ehk;CCONJ;O;9;yes;977379;3508;932062935;2.4452340985338603
siis;ADV;O;53;yes;4824773;3508;932062935;2.9182970223730322
Marco;PROPN;O;3;no;7828;3508;932062935;91.09765967419837
Laimre;PROPN;O;7;no;381;3508;932062935;1417.1497352486829
lon;NOUN;O;1;no;89;3508;932062935;261.1283237068338
hobusepea;NOUN;O;2;no;277;3508;932062935;440.2788530577687
galerii;NOUN;O;3;no;51263;3508;932062935;15.289209114873332
veel;ADV;O;8;yes;1875606;3508;932062935;1.1332054608340212
üks;DET;O;17;yes;3226979;3508;932062935;1.3995957755414712
päev;NOUN;O;3;no;1360298;3508;932062935;0.5862500790325958
avatud;ADJ;O;2;no;208407;3508;932062935;2.5428834677727923
näitus;NOUN;O;9;no;136680;3508;932062935;17.38364732742583
halb;ADJ;O;3;no;177187;3508;932062935;4.480268528407915
nali;NOUN;O;3;no;85603;3508;932062935;9.221940851613125
ja;CCONJ;O;84;yes;29978049;3508;932062935;0.7445025816341465
seal;ADV;O;12;yes;911658;3508;932062935;3.4947660166785277
toimuma;VERB;O;4;no;894727;3508;932062935;1.1876367534005687
eelmine;ADJ;O;1;yes;441685;3508;932062935;0.602390813512052
neljapäev;NOUN;O;1;no;87207;3508;932062935;3.025088351714841
artist;NOUN;O;1;no;27606;3508;932062935;9.342906462257748
tooma;VERB;O;2;no;815211;3508;932062935;0.6522445224028761
mis;PRON;O;64;yes;9028438;3508;932062935;1.8833540860517195
viima;VERB;O;4;no;561985;3508;932062935;1.8896524758226176
läbi;ADP;O;4;yes;954312;3508;932062935;1.1135558575361701
küsimus;NOUN;O;10;no;622168;3508;932062935;4.265600531675057
esitama;VERB;O;5;no;354189;3508;932062935;3.743551566193582
tema;PRON;O;22;yes;9154483;3508;932062935;0.6385568099014062
vastama;VERB;O;2;no;364411;3508;932062935;1.4570547419732125
Marko;PROPN;O;5;no;35936;3508;932062935;36.05868888968926
isikuliselt;ADV;O;1;no;232;3508;932062935;229.0498602772966
see;DET;O;64;yes;18818291;3508;932062935;0.9036239671336129
ettekanne;NOUN;O;1;no;45748;3508;932062935;5.711827188129513
pikem;ADJ;O;1;no;144795;3508;932062935;1.8296426706593034
jupp;NOUN;O;1;no;35212;3508;932062935;7.376825707038621
sina;PRON;O;12;yes;3743020;3508;932062935;0.8518508478454114
kuulamine;NOUN;O;2;no;24756;3508;932062935;20.72265408425042
puudutama;VERB;O;3;no;117116;3508;932062935;6.760138304146492
eelkõige;ADV;O;1;yes;185700;3508;932062935;1.4286315460628587
tsensuur;NOUN;O;14;no;4983;3508;932062935;629.0180779733694
osa;NOUN;O;2;no;998668;3508;932062935;0.532537823910756
tulenevalt;ADV;O;1;no;40921;3508;932062935;6.370583988794745
saateformaat;NOUN;O;1;no;194;3508;932062935;236.77935249305563
kõik;PRON;O;4;yes;3138760;3508;932062935;0.3387967992834146
ei;AUX;O;43;yes;10355923;3508;932062935;1.1032187618514797
saama;AUX;O;9;yes;7285093;3508;932062935;0.3283271124376187
ette;ADV;O;3;yes;724550;3508;932062935;1.0999875431085449
kandma;VERB;O;1;no;395681;3508;932062935;0.6722634162441263
vahepeale;ADV;O;1;yes;1;3508;932062935;285.7561292108659
Monaloog;PROPN;O;1;no;1;3508;932062935;285.7561292108659
kuulama;VERB;O;2;no;202795;3508;932062935;2.6129314123882508
ka;ADV;O;10;yes;7941300;3508;932062935;0.33465352544232885
Facio;PROPN;O;1;no;441;3508;932062935;194.1851650199339
aim;NOUN;O;1;no;43557;3508;932062935;5.9931235909662295
robot;NOUN;O;1;no;29659;3508;932062935;8.715893696870321
kaver;NOUN;O;1;no;1289;3508;932062935;120.04542888638578
Eha;PROPN;O;1;no;5963;3508;932062935;38.669473379611695
Urbsalu;PROPN;O;1;no;133;3508;932062935;250.34056096950718
euroloos;NOUN;O;1;no;1;3508;932062935;285.7561292108659
sissejuhatama;VERB;O;1;no;13;3508;932062935;282.1277215953134
välja;ADV;O;10;yes;1817185;3508;932062935;1.4618948438070518
juhatama;VERB;O;2;no;33040;3508;932062935;15.6694882885086
tavapärane;ADJ;O;1;no;81236;3508;932062935;3.244915884492121
saatejuht;NOUN;O;1;no;33298;3508;932062935;7.7893065263138626
Aleksander;PROPN;O;2;no;25121;3508;932062935;20.432332414217903
saabas;NOUN;O;1;no;23842;3508;932062935;10.762403135702286
Karen;PROPN;O;2;no;2947;3508;932062935;137.2302670042809
Jagodin;PROPN;O;2;no;133;3508;932062935;499.80599718875726
hea;ADJ;O;5;no;1639322;3508;932062935;0.8104927409598076
nüüd;ADV;O;8;yes;1119277;3508;932062935;1.8983092091839542
taaskord;ADV;O;1;no;34857;3508;932062935;7.449998148875248
väga;ADV;O;18;yes;2222237;3508;932062935;2.1516434161210674
siin;ADV;O;9;yes;842300;3508;932062935;2.836940950436759
nägema;VERB;O;5;no;1467770;3508;932062935;0.9051624865849217
täna;ADV;O;5;no;614088;3508;932062935;2.1615782824944225
ringintervju;NOUN;O;1;no;1;3508;932062935;285.7561292108659
markalaim;NOUN;O;1;no;1;3508;932062935;285.7561292108659
kes;PRON;O;13;yes;3572036;3508;932062935;0.9669790123862466
modereerima;VERB;O;1;no;2663;3508;932062935;74.16516968867188
olukord;NOUN;O;2;no;489352;3508;932062935;1.0857477991631825
käesolev;ADJ;O;1;no;185432;3508;932062935;1.4306859832129994
näitama;VERB;O;5;no;578982;3508;932062935;2.2924327866966334
autoril;NOUN;O;1;no;1;3508;932062935;285.7561292108659
Marcolaiendia;PROPN;O;1;no;1;3508;932062935;285.7561292108659
mõningas;DET;O;1;yes;50594;3508;932062935;5.174632747549156
asjakohane;ADJ;O;1;no;65593;3508;932062935;4.007939877881
lootma;VERB;O;1;no;292518;3508;932062935;0.9085990643484331
et;SCONJ;O;102;yes;12213661;3508;932062935;2.2188183978564084
mõni;DET;O;5;yes;1272983;3508;932062935;1.0435656583538495
asi;NOUN;O;17;no;1422865;3508;932062935;3.1730439717262247
iga;DET;O;2;yes;1374684;3508;932062935;0.3869719587024136
kui;SCONJ;O;26;yes;8878634;3508;932062935;0.7780828641473388
moderaator;NOUN;O;1;no;9892;3508;932062935;24.63293628435742
ära;ADV;O;6;yes;1430862;3508;932062935;1.1140641257790944
unustama;VERB;O;1;no;131919;3508;932062935;2.006972670938907
või;CCONJ;O;31;yes;4113697;3508;932062935;2.0020079616026747
taipama;VERB;O;1;no;23261;3508;932062935;11.020863845643932
küsima;VERB;O;1;no;448244;3508;932062935;0.593594526995784
juures;ADP;O;1;yes;402814;3508;932062935;0.6603865079884504
parandama;VERB;O;2;no;164409;3508;932062935;3.2195561879611887
korrigeerimine;NOUN;O;1;no;6962;3508;932062935;33.77582048827811
saamatus;NOUN;O;2;no;2357;3508;932062935;161.8469615256722
võima;AUX;O;8;yes;3045900;3508;932062935;0.6979390844181897
alustama;VERB;O;2;no;424959;3508;932062935;1.2499084592852883
selline;ADJ;O;3;yes;1661084;3508;932062935;0.48015253869925995
miks;ADV;O;17;yes;580050;3508;932062935;7.776093232008873
selline;DET;O;10;yes;1661084;3508;932062935;1.5991999229229144
tegema;VERB;O;11;yes;3824200;3508;932062935;0.7643114803152111
?;PUNCT;O;22;no;1;3508;932062935;6265.65734915947
aitäh;INTJ;O;3;yes;86411;3508;932062935;9.136629803915511
kusagil;ADV;O;5;yes;62453;3508;932062935;20.973616650060503
2007.;ADJ;O;1;no;1;3508;932062935;285.7561292108659
aasta;NOUN;O;12;no;4045959;3508;932062935;0.7880836645972702
algus;NOUN;O;1;no;553351;3508;932062935;0.4810330144383231
kujunema;VERB;O;1;no;109268;3508;932062935;2.4194945584831196
küllaltki;ADV;O;1;no;27166;3508;932062935;9.489211168489746
sügav;ADJ;O;2;no;59228;3508;932062935;8.84847548899027
depressioon;NOUN;O;1;no;24171;3508;932062935;10.621351398676632
nimetama;VERB;O;3;no;197986;3508;932062935;4.011808782985971
see;PRON;O;83;yes;18818291;3508;932062935;1.1718726289966257
identiteedikriis;NOUN;O;1;no;639;3508;932062935;169.71213989955774
aga;CCONJ;O;23;yes;4543343;3508;932062935;1.344977788744213
miski;PRON;O;22;yes;1421694;3508;932062935;4.109479495862555
sinnapoole;ADV;O;1;yes;5100;3508;932062935;44.20186849654111
hetk;NOUN;O;9;no;667812;3508;932062935;3.5771526098678543
Kunstiakadeemia;PROPN;O;1;no;2131;3508;932062935;87.04635140502909
töötama;VERB;O;4;no;495634;3508;932062935;2.142147240934503
peaaegu;ADV;O;2;yes;177844;3508;932062935;2.977606920955654
poolteist;NUM;O;1;no;32572;3508;932062935;7.958093116438022
suutma;VERB;O;2;no;607518;3508;932062935;0.8748866582882205
seeläbi;ADV;O;1;no;42735;3508;932062935;6.105939687599687
lahendama;VERB;O;1;no;122261;3508;932062935;2.1643138522857424
päris;ADV;O;2;yes;459040;3508;932062935;1.1572982039382769
palju;PRON;O;3;yes;2032422;3508;932062935;0.39246545720881637
idee;NOUN;O;2;no;240114;3508;932062935;2.2083946769958454
lahendus;NOUN;O;1;no;310591;3508;932062935;0.8558867202437671
ootav;ADJ;O;1;no;6196;3508;932062935;37.405457141313775
probleem;NOUN;O;5;no;549960;3508;932062935;2.413202332696354
üliõpilane;NOUN;O;1;no;55258;3508;932062935;4.7451175294849275
tegevus;NOUN;O;3;no;515904;3508;932062935;1.5440509848430461
tekkima;VERB;O;3;no;521616;3508;932062935;1.5271728833802136
tugev;ADJ;O;2;no;251196;3508;932062935;2.111327220380445
surve;NOUN;O;1;no;49087;3508;932062935;5.330536738807256
järgi;ADP;O;1;yes;472793;3508;932062935;0.5628337478363773
kurat;NOUN;O;1;no;47464;3508;932062935;5.509300477062242
