lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
Türgi;PROPN;O;49;no;67819;3809;932062935;174.41534312106137
ja;CCONJ;O;209;yes;29978049;3809;932062935;1.7059708199570913
Nobel;PROPN;O;11;no;8269;3809;932062935;292.643786459401
kirjanduspreemia;NOUN;O;1;no;1559;3809;932062935;98.60538896638622
mikrofon;NOUN;O;1;no;14830;3809;932062935;15.583761507511241
ees;ADP;O;8;yes;377493;3809;932062935;5.1754854222083795
olema;AUX;O;192;yes;44175173;3809;932062935;1.0635470013574495
kirjanik;NOUN;O;10;no;67765;3809;932062935;35.63374655995731
Liis;PROPN;O;1;no;32977;3809;932062935;7.243851890459877
Seppel;PROPN;O;1;no;916;3809;932062935;132.91334672291487
Andres;PROPN;O;3;no;69897;3809;932062935;10.377555943960592
Ehin;PROPN;O;1;no;2621;3809;932062935;69.13252991546649
.;PUNCT;O;156;no;1;3809;932062935;40912.7365773681
mina;PRON;O;68;yes;11780658;3809;932062935;1.4124191480397081
siin;ADV;O;5;yes;842300;3809;932062935;1.4520710849458034
täna;ADV;O;1;no;614088;3809;932062935;0.39938897029345033
see;PRON;O;92;yes;18818291;3809;932062935;1.1962952628280692
,;PUNCT;O;313;no;1;3809;932062935;82086.7289549952
et;SCONJ;O;95;yes;12213661;3809;932062935;1.903251936486463
püüdma;VERB;O;8;no;287450;3809;932062935;6.7914535900238215
rääkima;VERB;O;12;no;1111753;3809;932062935;2.639861144277501
läbi;ADP;O;3;yes;954312;3809;932062935;0.7694709567813182
preemia;NOUN;O;9;no;35257;3809;932062935;60.88119958469447
prisma;NOUN;O;1;no;5441;3809;932062935;38.54225702000269
läinud;ADJ;O;1;yes;1139;3809;932062935;118.60201131233256
aasta;NOUN;O;7;no;4045959;3809;932062935;0.42349378899885787
detsembrikuu;NOUN;O;1;no;4354;3809;932062935;46.46789731144634
seitsmes;ADJ;O;1;no;32230;3809;932062935;7.407025013096419
kuupäev;NOUN;O;1;no;96234;3809;932062935;2.5279631820601836
saama;VERB;O;13;yes;7285093;3809;932062935;0.4367311672255885
Orhan;PROPN;O;9;no;142;3809;932062935;2051.3076948594303
Pamuk;PROPN;O;14;no;115;3809;932062935;3272.7110112831165
Rootsi;PROPN;O;1;no;146579;3809;932062935;1.6651783585456181
Akadeemia;PROPN;O;1;no;14530;3809;932062935;15.88612274300141
kuum;ADJ;O;1;no;80225;3809;932062935;3.0266278837881737
teema;NOUN;O;8;no;630317;3809;932062935;3.102631768690724
üha;ADV;O;1;no;109560;3809;932062935;2.223075785904392
enam;ADV;O;5;yes;916792;3809;932062935;1.3342059404775974
klass;NOUN;O;1;no;252821;3809;932062935;0.9679971023969175
kes;PRON;O;15;yes;3572036;3809;932062935;1.0275587407785154
sõitma;VERB;O;1;no;521363;3809;932062935;0.47029399103470326
rand;NOUN;O;2;no;101812;3809;932062935;4.772367203991624
türgi;ADJ;O;17;no;6407;3809;932062935;566.9436185332543
turg;NOUN;O;2;no;193038;3809;932062935;2.527876667855479
ei;AUX;O;39;yes;10355923;3809;932062935;0.9215382958093428
keegi;PRON;O;4;yes;909915;3809;932062935;1.0756281374171883
kuidagi;ADV;O;6;yes;230399;3809;932062935;6.350781622485075
nõu;NOUN;O;1;no;104206;3809;932062935;2.3362826248499653
andma;VERB;O;10;no;1683851;3809;932062935;1.4529667254458087
mis;PRON;O;41;yes;9028438;3809;932062935;1.1112224693558403
veel;ADV;O;8;yes;1875606;3809;932062935;1.0436950016111777
peale;ADP;O;6;yes;1209468;3809;932062935;1.2137582508341545
aga;CCONJ;O;39;yes;4543343;3809;932062935;2.1002774771466344
proovima;VERB;O;1;no;314028;3809;932062935;0.7798837330563878
täit;NOUN;O;1;no;1;3809;932062935;263.2536567808501
mõlgutama;VERB;O;1;no;3943;3809;932062935;50.38544792559127
poolest;ADP;O;1;yes;112711;3809;932062935;2.161436195941991
