lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
Katariina;PROPN;O;5;no;9104;1270;932062935;365.7281945002299
ja;CCONJ;O;39;yes;29978049;1270;932062935;0.9547801872717785
hernes;NOUN;O;3;no;10133;1270;932062935;199.06398584247518
autor;NOUN;O;1;no;214976;1270;932062935;3.403485149097337
Kadri;PROPN;O;2;no;31149;1270;932062935;45.78238918018854
Hinrik;PROPN;O;2;no;248;1270;932062935;1244.6350656749435
esitama;VERB;O;1;no;354189;1270;932062935;2.069265843305239
Eva;PROPN;O;2;no;15763;1270;932062935;87.9749728601003
Koldits;PROPN;O;2;no;652;1270;932062935;927.2028756889583
.;PUNCT;O;122;no;1;1270;932062935;95961.03659263001
kuulma;VERB;O;2;no;283532;1270;932062935;5.16321004998055
teine;ADJ;O;1;yes;2482902;1270;932062935;0.29584902499538507
osa;NOUN;O;1;no;998668;1270;932062935;0.7351338930612187
järjelugu;NOUN;O;1;no;403;1270;932062935;550.4159141154238
olema;AUX;O;59;yes;44175173;1270;932062935;0.9802017074273548
üheksaaastane;ADJ;O;1;no;108;1270;932062935;706.5340577391557
tüdruk;NOUN;O;2;no;178930;1270;932062935;8.16596721196887
,;PUNCT;O;84;no;1;1270;932062935;66071.84453323636
kes;PRON;O;2;yes;3572036;1270;932062935;0.41107216262039425
isa;NOUN;O;1;no;220245;1270;932062935;3.3224054792046953
kolima;VERB;O;1;no;79697;1270;932062935;9.113833883472575
kevad;NOUN;O;1;no;161236;1270;932062935;4.531347741781829
kodu;NOUN;O;5;no;689127;1270;932062935;5.319068141061381
ära;ADV;O;2;yes;1430862;1270;932062935;1.0258093301445468
tema;PRON;O;25;yes;9154483;1270;932062935;2.00412843193578
ema;NOUN;O;12;no;311624;1270;932062935;28.179987469263864
töö;NOUN;O;3;no;1225560;1270;932062935;1.795898724503748
nii;ADV;O;4;yes;3430987;1270;932062935;0.8556621821268169
hõivama;VERB;O;1;no;9640;1270;932062935;69.50771011179624
et;SCONJ;O;11;yes;12213661;1270;932062935;0.6610059027358256
tütar;NOUN;O;1;no;104042;1270;932062935;7.000204290698542
jaoks;ADP;O;1;yes;839645;1270;932062935;0.8742088241188057
aeg;NOUN;O;7;no;2435622;1270;932062935;2.1088334960185917
kurb;ADJ;O;1;no;67298;1270;932062935;10.770030894881303
arvama;VERB;O;2;no;778296;1270;932062935;1.8848752739630328
tulema;VERB;O;6;yes;3338518;1270;932062935;1.3188935054989028
väga;ADV;O;2;yes;2222237;1270;932062935;0.6606549781082636
igav;ADJ;O;1;no;46767;1270;932062935;15.405750984479916
