lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;150469;704;932062935;8.750830872133696
eeter;NOUN;O;1;no;25968;704;932062935;49.252118807559754
portaal;NOUN;O;1;no;49692;704;932062935;26.17105421401228
tehnolooga;NOUN;O;1;no;1;704;932062935;1419.931117085317
kommentaar;NOUN;O;1;no;207560;704;932062935;6.354606870663005
esitama;VERB;O;1;no;354189;704;932062935;3.730798406198611
Kristjan;PROPN;O;1;no;45695;704;932062935;28.414508918402124
Port;PROPN;O;1;no;7690;704;932062935;153.6621926322618
.;PUNCT;O;45;no;1;704;932062935;63852.94742535824
Euroopa;PROPN;O;3;no;842639;704;932062935;4.709491986512677
Liit;PROPN;O;2;no;231191;704;932062935;11.411352645375212
ühinema;VERB;O;1;no;27288;704;932062935;46.9483395078564
pidama;AUX;O;4;yes;3575612;704;932062935;1.4809671292767967
Eesti;PROPN;O;1;no;2594139;704;932062935;0.5105390424673082
ettevõtja;NOUN;O;1;no;135263;704;932062935;9.72784965221364
võitlema;VERB;O;1;no;91700;704;932062935;14.302662098059152
kiusatus;NOUN;O;1;no;9682;704;932062935;124.82355754992088
koguma;VERB;O;1;no;170697;704;932062935;7.719468212136192
voodi;NOUN;O;1;no;95332;704;932062935;13.76302905997279
alla;ADP;O;1;yes;632630;704;932062935;2.0911686054368137
teatud;ADJ;O;1;no;159599;704;932062935;8.253138497823992
kaup;NOUN;O;2;no;165373;704;932062935;15.927585616026628
varu;NOUN;O;1;no;35192;704;932062935;36.67597130448456
,;PUNCT;O;33;no;1;704;932062935;46825.76115946563
mis;PRON;O;7;yes;9028438;704;932062935;1.0264950076279649
olemasolu;NOUN;O;2;no;68706;704;932062935;38.03721724351133
olema;AUX;O;22;yes;44175173;704;932062935;0.6593586904094026
rohkesti;ADV;O;1;no;11582;704;932062935;105.87169830350982
rõõm;NOUN;O;1;no;141032;704;932062935;9.332538589093984
sisenema;VERB;O;1;no;41430;704;932062935;31.27527329437066
suur;ADJ;O;3;no;1616990;704;932062935;2.4554898236195015
ja;CCONJ;O;14;yes;29978049;704;932062935;0.6183090239594229
rikas;ADJ;O;1;no;43131;704;932062935;30.067930083749967
majandusliit;NOUN;O;1;no;332;704;932062935;1048.1164022149376
mitu;DET;O;2;yes;814408;704;932062935;3.2487525741600636
põllumajandussaadus;NOUN;O;1;no;1709;704;932062935;501.64843784968514
eriti;ADV;O;1;no;605323;704;932062935;2.185359226843278
suhkur;NOUN;O;2;no;63276;704;932062935;41.253979752627295
avalikkus;NOUN;O;1;no;52100;704;932062935;24.982718421294138
tundma;VERB;O;1;no;633300;704;932062935;2.0889595039934727
juhtum;NOUN;O;5;no;113474;704;932062935;57.870160518056046
magusaine;NOUN;O;1;no;2449;704;932062935;391.854609356881
kaudu;ADP;O;1;yes;273892;704;932062935;4.820848223609916
kui;SCONJ;O;7;yes;8878634;704;932062935;1.0438126397096248
rehepapp;NOUN;O;1;no;1221;704;932062935;615.3489868169853
tegija;NOUN;O;2;no;66766;704;932062935;39.12723663628573
jääma;VERB;O;3;no;1700272;704;932062935;2.3352819614669333
inspektor;NOUN;O;1;no;8666;704;932062935;138.03671684357994
vahele;ADV;O;1;yes;149134;704;932062935;8.828678981065284
komisjon;NOUN;O;1;no;276161;704;932062935;4.781372299876896
määrama;VERB;O;1;no;153466;704;932062935;8.580969672937009
riik;NOUN;O;4;no;937782;704;932062935;5.642553363966791
trahv;NOUN;O;13;no;30884;704;932062935;540.9947020414048
45,7;NUM;O;1;no;1;704;932062935;1419.931117085317
miljon;NUM;O;4;no;326060;704;932062935;16.19838764915133
euro;NOUN;O;3;no;559773;704;932062935;7.085349185453871
maksma;VERB;O;1;no;520682;704;932062935;2.53997196346785
kolmveerand;NUM;O;1;no;6960;704;932062935;167.8756373989122
kuna;SCONJ;O;1;yes;974997;704;932062935;1.357562906899204
veerand;NUM;O;1;no;35140;704;932062935;36.72884187391304
lubama;VERB;O;1;no;305810;704;932062935;4.3192155745728416
jätma;VERB;O;2;no;517566;704;932062935;5.108675070610578
kulu;NOUN;O;1;yes;138370;704;932062935;9.510879219524995
kate;NOUN;O;1;no;56634;704;932062935;23.015037472710823
võib-olla;ADV;O;1;yes;138681;704;932062935;9.489692925240703
see;PRON;O;6;yes;18818291;704;932062935;0.42215612368211647
Brüssel;PROPN;O;1;no;27344;704;932062935;46.855359554512695
poolt;ADP;O;1;yes;608317;704;932062935;2.1746198331811057
vaatama;VERB;O;1;no;1204574;704;932062935;1.0990281478799095
vigane;ADJ;O;1;no;16486;704;932062935;76.06385971560704
mina;PRON;O;5;yes;11780658;704;932062935;0.5619527747036499
oma;PRON;O;3;yes;4535142;704;932062935;0.8758214936146406
kasutama;VERB;O;1;no;1455497;704;932062935;0.9096804844964728
ilmselt;ADV;O;5;no;335183;704;932062935;19.69771056516924
osa;NOUN;O;2;no;998668;704;932062935;2.649897920672853
vaba;ADJ;O;1;no;244447;704;932062935;5.399340431731992
antud;ADJ;O;2;no;296495;704;932062935;8.905840988836946
vahend;NOUN;O;1;no;181655;704;932062935;7.256182745417766
advokaat;NOUN;O;1;no;28337;704;932062935;45.265716177785606
kes;PRON;O;2;yes;3572036;704;932062935;0.7413551091469963
püüdma;VERB;O;2;no;287450;704;932062935;9.185169498121475
kõrgem;ADJ;O;1;no;140688;704;932062935;9.355207646063137
kohus;NOUN;O;1;no;176902;704;932062935;7.450119924942121
kogu;NOUN;O;1;yes;810088;704;932062935;1.6336033547811735
tagasi;ADV;O;2;yes;880780;704;932062935;3.0041985809500966
nõudma;VERB;O;3;no;245266;704;932062935;16.136565469222393
pikk;ADJ;O;2;no;395543;704;932062935;6.680970320471763
protsessimine;NOUN;O;1;no;258;704;932062935;1113.289941767201
erinev;ADJ;O;1;no;934036;704;932062935;1.4170378092343054
kohtuinstants;NOUN;O;1;no;213;704;932062935;1157.0412901413622
lõppema;VERB;O;1;no;160244;704;932062935;8.22011079982616
eelmine;ADJ;O;1;yes;441685;704;932062935;2.9932987373331765
aasta;NOUN;O;3;no;4045959;704;932062935;0.9816896721863088
jaoks;ADP;O;2;yes;839645;704;932062935;3.15121390420421
kaotus;NOUN;O;1;no;101051;704;932062935;12.991226753504003
see;DET;O;1;yes;18818291;704;932062935;0.07040062659201132
suu;NOUN;O;1;no;113824;704;932062935;11.545229608965363
mõru;ADJ;O;1;no;5117;704;932062935;219.02319579775616
maitse;NOUN;O;1;no;133720;704;932062935;9.839322671536125
lugu;NOUN;O;1;no;453200;704;932062935;2.9174004738685135
saama;VERB;O;2;yes;7285093;704;932062935;0.3635505101061083
järgnev;ADJ;O;1;no;125183;704;932062935;10.505367596639138
võrdluspunkt;NOUN;O;1;no;225;704;932062935;1145.0415146220673
kui;ADV;O;1;yes;8878634;704;932062935;0.14920606324849336
tähtis;ADJ;O;1;no;159720;704;932062935;8.246922394899496
34,3;NUM;O;2;no;1;704;932062935;2838.8633059097015
Eesti-suurus;NOUN;O;1;no;26;704;932062935;1382.8789813327396
ühtlasi;ADV;O;1;yes;102141;704;932062935;12.8538442332014
ergutama;VERB;O;1;no;13447;704;932062935;92.13987737549704
juht;NOUN;O;2;no;823361;704;932062935;3.213466481016333
meenutama;VERB;O;3;no;149617;704;932062935;26.388680762906027
üks;DET;O;2;yes;3226979;704;932062935;0.8206044332173871
karistus;NOUN;O;11;no;56745;704;932062935;252.5165929257455
soovima;VERB;O;1;no;580290;704;932062935;2.2794817679755233
saavutama;VERB;O;1;no;218470;704;932062935;6.038617312353917
eesmärk;NOUN;O;2;no;595517;704;932062935;4.441013144092365
mitu;PRON;O;1;yes;814408;704;932062935;1.6249478663371852
alates;ADP;O;1;yes;308107;704;932062935;4.287112066101873
kuri;ADJ;O;2;no;50360;704;932062935;51.64226152558255
teinu;NOUN;O;1;no;1131;704;932062935;642.1932521440285
isoleerimine;NOUN;O;1;no;2157;704;932062935;428.8954687824949
näiteks;ADV;O;3;no;259375;704;932062935;15.261941478469947
vangimaja;NOUN;O;1;no;733;704;932062935;795.6967077676585
alati;ADV;O;1;yes;548446;704;932062935;2.411609026628006
peagi;ADV;O;1;yes;67573;704;932062935;19.339958812424594
halb;ADJ;O;3;no;177187;704;932062935;22.30413239034461
füüsiliselt;ADV;O;1;no;25691;704;932062935;49.76456310981765
isoleerima;VERB;O;1;no;9266;704;932062935;129.91536765854002
sest;SCONJ;O;2;yes;1380142;704;932062935;1.9179551621197712
stigma;ADJ;O;1;no;758;704;932062935;783.9264847290758
märk;NOUN;O;1;no;143324;704;932062935;9.184259355549107
siin-seal;ADV;O;1;no;5410;704;932062935;208.90443837978953
kontrollima;VERB;O;1;no;163669;704;932062935;8.049067679038282
et;SCONJ;O;8;yes;12213661;704;932062935;0.867205012047564
siis;ADV;O;3;yes;4824773;704;932062935;0.8232561064413884
muu;PRON;O;2;yes;838288;704;932062935;3.1563093463377663
sotsiaalne;ADJ;O;1;no;108388;704;932062935;12.119322474166617
isolatsioon;NOUN;O;1;no;14527;704;932062935;85.70280754895279
meede;NOUN;O;1;no;156243;704;932062935;8.42935940896275
kõrval;ADP;O;1;yes;166126;704;932062935;7.930686327429458
keelduma;VERB;O;1;no;53053;704;932062935;24.54169771369286
koostöö;NOUN;O;1;no;329823;704;932062935;4.005638141556796
juurdepääs;NOUN;O;1;no;57837;704;932062935;22.54392072017227
ressurss;NOUN;O;1;no;51437;704;932062935;25.299003292266082
või;CCONJ;O;1;yes;4113697;704;932062935;0.32199381167555424
taoline;ADJ;O;2;yes;62692;704;932062935;41.63264661331093
hulka;ADP;O;1;yes;102012;704;932062935;12.869951484642698
