lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
jääma;VERB;O;1;no;1700272;69;932062935;7.940899528472398
üksi;ADV;O;1;yes;85513;69;932062935;156.2737082088038
kaardilaut;NOUN;O;1;no;1;69;932062935;14478.220101193783
,;PUNCT;O;8;no;1;69;932062935;115818.76831172375
jääkjadu;NOUN;O;1;no;1;69;932062935;14478.220101193783
.;PUNCT;O;6;no;1;69;932062935;86864.32596585804
kui;SCONJ;O;1;yes;8878634;69;932062935;1.5213683242456395
vaikselt;ADV;O;1;no;73642;69;932062935;181.1499871338728
mängusõber;NOUN;O;1;no;455;69;932062935;9739.349383736413
sina;PRON;O;5;yes;3743020;69;932062935;18.04022148758264
ümbert;ADP;O;1;yes;5965;69;932062935;1958.6729407154335
kaduma;VERB;O;1;no;240644;69;932062935;55.92065032051919
käima;VERB;O;1;no;1068258;69;932062935;12.634882243585851
välja;ADV;O;1;yes;1817185;69;932062935;7.430264429391606
viimne;ADJ;O;1;no;15932;69;932062935;801.0578822709945
kaart;NOUN;O;1;no;208966;69;932062935;64.36024397890363
ja;CCONJ;O;2;yes;29978049;69;932062935;0.9012063806551435
tegema;VERB;O;1;yes;3824200;69;932062935;3.5316664415582104
nüüd;ADV;O;1;yes;1119277;69;932062935;12.059436928497455
elu;NOUN;O;3;no;946740;69;932062935;42.76311298257318
suvasta;NOUN;O;1;no;1;69;932062935;14478.220101193783
istuma;VERB;O;1;no;226540;69;932062935;59.38791061588993
saatus;NOUN;O;2;no;45402;69;932062935;583.096912035494
mängima;VERB;O;1;no;537718;69;932062935;25.07953023821709
sublaan;NOUN;O;1;no;1;69;932062935;14478.220101193783
võib-olla;ADV;O;1;yes;138681;69;932062935;96.76093523917122
õige;ADJ;O;1;no;397744;69;932062935;33.88487997434245
mõte;NOUN;O;1;no;596277;69;932062935;22.620370954863077
arukas;ADJ;O;1;no;14469;69;932062935;877.1531288594056
kuid;CCONJ;O;1;yes;1732128;69;932062935;7.794934999723977
teadma;VERB;O;1;no;1482699;69;932062935;9.105424440542144
et;SCONJ;O;1;yes;12213661;69;932062935;1.1059795829129178
varu;NOUN;O;1;no;35192;69;932062935;373.9637638629828
üks;DET;O;1;yes;3226979;69;932062935;4.185087593123658
trump;NOUN;O;1;no;8365;69;932062935;1453.0492732644784
olema;AUX;O;4;yes;44175173;69;932062935;1.2231401093192837
varrukas;ADJ;O;1;no;13203;69;932062935;955.7149199347282
ikka;ADV;O;1;yes;1123255;69;932062935;12.016763923547266
kõik;DET;O;1;yes;3138760;69;932062935;4.302680094227936
leht;NOUN;O;1;no;283346;69;932062935;47.52069295014408
märkima;VERB;O;1;no;271560;69;932062935;49.57608818286321
ahne;ADJ;O;1;no;3393;69;932062935;3123.44369185367
laul;NOUN;O;1;no;158659;69;932062935;84.64816445704106
laulma;VERB;O;1;no;85836;69;932062935;155.69196872950647
mäng;NOUN;O;1;no;728386;69;932062935;18.522906846474
mängitud;VERB;O;1;no;17712;69;932062935;724.5786816046203
