lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
kunstiministeerium;NOUN;O;6;no;108;9349;932062935;576.0336913934188
.;PUNCT;O;194;no;1;9349;932062935;20729.641844174843
tere;INTJ;O;5;yes;150469;9349;932062935;3.2986211847899196
tulema;VERB;O;20;yes;3338518;9349;932062935;0.5973626758862662
sina;PRON;O;85;yes;3743020;9349;932062935;2.2636875851307843
kuulama;VERB;O;2;no;202795;9349;932062935;0.9833015619714489
,;PUNCT;O;957;no;1;9349;932062935;102255.1807351146
mina;PRON;O;317;yes;11780658;9349;932062935;2.6825525656626885
olema;AUX;O;414;yes;44175173;9349;932062935;0.9343354012526619
Indrek;PROPN;O;6;no;48019;9349;932062935;12.238984320423388
Grigor;PROPN;O;4;no;692;9349;932062935;246.12236807478297
11.;ADJ;O;1;no;1;9349;932062935;107.84760308523087
veebruar;NOUN;O;1;no;167663;9349;932062935;0.5968656455036103
avama;VERB;O;8;no;239192;9349;932062935;3.3253825469816176
Eesti;PROPN;O;16;no;2594139;9349;932062935;0.6150416055460856
kunstiväli;NOUN;O;4;no;798;9349;932062935;231.04258658930365
leviv;ADJ;O;1;no;9164;9349;932062935;9.967113093022789
kontsertturism;NOUN;O;4;no;1;9349;932062935;428.3936275581264
seotud;ADJ;O;5;no;464937;9349;932062935;1.072006693148421
küsimus;NOUN;O;24;no;622168;9349;932062935;3.841516187365227
ringi;ADV;O;4;yes;164794;9349;932062935;2.4119212656458098
Pandora;PROPN;O;1;no;1619;9349;932062935;39.445754037197275
laeg;NOUN;O;1;no;1;9349;932062935;107.84760308523087
saama;AUX;O;20;yes;7285093;9349;932062935;0.2737930227184573
see;PRON;O;299;yes;18818291;9349;932062935;1.5840290996518762
ja;CCONJ;O;246;yes;29978049;9349;932062935;0.8181158789894273
võima;AUX;O;20;yes;3045900;9349;932062935;0.6547334360338092
kallis;ADJ;O;1;no;124411;9349;932062935;0.8028254512944545
kuulaja;NOUN;O;1;no;29642;9349;932062935;3.2913061401540085
lubama;VERB;O;1;no;305810;9349;932062935;0.32805608759547344
et;SCONJ;O;412;yes;12213661;9349;932062935;3.362855034289804
tänane;ADJ;O;3;no;180017;9349;932062935;1.6580449352204418
ei;AUX;O;86;yes;10355923;9349;932062935;0.8279380458852507
jääma;VERB;O;2;no;1700272;9349;932062935;0.11775491463042385
viimane;ADJ;O;7;no;960645;9349;932062935;0.7267309681129339
teema;NOUN;O;5;no;630317;9349;932062935;0.7911532593411991
arendus;NOUN;O;1;no;27911;9349;932062935;3.4888320042221124
see;DET;O;220;yes;18818291;9349;932062935;1.1655194467229364
hiljuti;ADV;O;2;no;112419;9349;932062935;1.7672982856342119
paralleelselt;ADV;O;2;no;16014;9349;932062935;11.82133808709599
kaks;NUM;O;11;no;1334057;9349;932062935;0.8221745127848046
näitus;NOUN;O;63;no;136680;9349;932062935;45.6487158995986
mis;PRON;O;137;yes;9028438;9349;932062935;1.5127697382951917
kese;NOUN;O;4;no;25035;9349;932062935;15.393277879182769
seisma;VERB;O;3;no;266132;9349;932062935;1.1234071482140342
sittuitsionism;NOUN;O;1;no;1;9349;932062935;107.84760308523087
Red;PROPN;O;2;no;17295;9349;932062935;10.990533138236577
Meidesteetika;PROPN;O;1;no;1;9349;932062935;107.84760308523087
põhinema;VERB;O;1;no;73932;9349;932062935;1.344150946693748
võttestik;NOUN;O;1;no;238;9349;932062935;86.00272520163249
kõnelus;NOUN;O;1;no;11258;9349;932062935;8.254969773658562
Anneli;PROPN;O;4;no;16213;9349;932062935;23.31389607492755
porr;NOUN;O;4;no;768;9349;932062935;235.1196577700121
kureeritud;ADJ;O;4;no;1;9349;932062935;428.3936275581264
roomio;NOUN;O;1;no;1;9349;932062935;107.84760308523087
Juulia;PROPN;O;3;no;148;9349;932062935;277.7816621697714
Tartu;PROPN;O;8;no;584074;9349;932062935;1.3649505852780988
Y;PROPN;O;1;yes;9168;9349;932062935;9.96316574609746
galerii;NOUN;O;14;no;51263;9349;932062935;26.75892159624787
Tallinn;PROPN;O;5;no;819246;9349;932062935;0.6089101576430265
hobusepea;NOUN;O;8;no;277;9349;932062935;660.4324265339956
eksponeeritud;ADJ;O;1;no;1;9349;932062935;107.84760308523087
mattay;NOUN;O;1;no;1;9349;932062935;107.84760308523087
Mang;PROPN;O;1;no;1458;9349;932062935;42.10290850245773
rahvusvaheline;ADJ;O;3;no;268321;9349;932062935;1.1142739624272708
grupinäitus;NOUN;O;2;no;891;9349;932062935;109.88383086173663
lätter;NOUN;O;2;no;1;9349;932062935;214.69627790952939
padi;NOUN;O;2;no;30743;9349;932062935;6.324380147591999
juus;NOUN;O;2;no;159472;9349;932062935;1.2488782112770938
spekteidur;NOUN;O;1;no;1;9349;932062935;107.84760308523087
ehk;CCONJ;O;2;yes;977379;9349;932062935;0.204766302651073
kasutu;ADJ;O;4;no;9185;9349;932062935;39.50931392171697
vaatleja;NOUN;O;3;no;12654;9349;932062935;22.08304780918945
kiri;NOUN;O;3;no;319565;9349;932062935;0.9361136560340622
paluma;VERB;O;1;no;368602;9349;932062935;0.27231211182044907
Laura;PROPN;O;11;no;26905;9349;932062935;39.42923091256166
kuus;NOUN;O;3;no;172599;9349;932062935;1.7289220284707278
kes;PRON;O;25;yes;3572036;9349;932062935;0.697835937049313
osalema;VERB;O;4;no;356230;9349;932062935;1.1191508196026607
kunstnik;NOUN;O;29;no;93493;9349;932062935;30.628856141362306
mõlema;DET;O;3;yes;332283;9349;932062935;0.9003844984966562
kommenteerima;VERB;O;3;no;95392;9349;932062935;3.1147116119335414
milline;DET;O;3;yes;639709;9349;932062935;0.4683147782593858
viis;NOUN;O;5;no;476277;9349;932062935;1.0465324160558274
tema;PRON;O;76;yes;9154483;9349;932062935;0.8276925632435158
ise;PRON;O;57;yes;3509459;9349;932062935;1.6190887666318714
situtsionism;NOUN;O;1;no;1;9349;932062935;107.84760308523087
regi;NOUN;O;2;no;5252;9349;932062935;32.393774336619224
Meidi;PROPN;O;1;no;40;9349;932062935;103.52066460328577
kui;SCONJ;O;95;yes;8878634;9349;932062935;1.0667304143446061
võte;NOUN;O;4;no;43496;9349;932062935;8.996975989015901
nii;ADV;O;35;yes;3430987;9349;932062935;1.0170143390808242
ajalooline;ADJ;O;4;no;72645;9349;932062935;5.4326470712456185
kui;CCONJ;O;3;yes;8878634;9349;932062935;0.033787876029731836
aktuaalne;ADJ;O;1;no;33852;9349;932062935;2.892951328183324
meetod;NOUN;O;7;no;100495;9349;932062935;6.8897571283295305
jaoks;ADP;O;17;yes;839645;9349;932062935;2.017391725233502
mõtestama;VERB;O;11;no;15976;9349;932062935;64.91541855569905
saade;NOUN;O;3;no;133711;9349;932062935;2.228274303868886
teine;ADJ;O;3;yes;2482902;9349;932062935;0.12078974268423706
pool;NOUN;O;1;yes;616839;9349;932062935;0.162889793816724
pöörduma;VERB;O;5;no;132658;9349;932062935;3.738412443447233
sarnane;ADJ;O;2;no;171830;9349;932062935;1.1595435699052257
kuraator;NOUN;O;10;no;12050;9349;932062935;76.8674015259044
Margit;PROPN;O;3;no;13383;9349;932062935;20.958460238321106
Säde;PROPN;O;3;no;2084;9349;932062935;99.4746077247429
poole;ADP;O;5;yes;344142;9349;932062935;1.4472683033589093
kureerima;VERB;O;4;no;3299;9349;932062935;94.47229256699352
