lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
Aeva;PROPN;O;1;no;1;376;932062935;2657.723026485312
element;NOUN;O;1;no;73584;376;932062935;33.27903742945471
kallis;ADJ;O;1;no;124411;376;932062935;19.784284741752693
ilus;ADJ;O;1;no;314556;376;932062935;7.860274726211704
kuulaja;NOUN;O;3;no;29642;376;932062935;243.26516343184875
eeter;NOUN;O;1;no;25968;376;932062935;92.18650727701235
olema;AUX;O;23;yes;44175173;376;932062935;1.290639363224109
kaks;NUM;O;2;no;1334057;376;932062935;3.714422664394048
sõrmur;NOUN;O;1;no;1;376;932062935;2657.723026485312
.;PUNCT;O;20;no;1;376;932062935;53135.48089274853
Eerik;PROPN;O;1;no;4858;376;932062935;428.2894461335364
ja;CCONJ;O;13;yes;29978049;376;932062935;1.0749702331360038
Mart;PROPN;O;1;no;62459;376;932062935;39.11943943978714
kuues;ADJ;O;1;no;40859;376;932062935;59.33859235326167
detsember;NOUN;O;1;no;178215;376;932062935;13.84238628801424
aasta;NOUN;O;1;no;4045959;376;932062935;0.6127723254578987
2007;NUM;O;1;no;1;376;932062935;2657.723026485312
ning;CCONJ;O;1;yes;5766748;376;932062935;0.4299515265150751
rahvusringhääling;NOUN;O;1;no;9168;376;932062935;245.52548468941472
noorteraadio;NOUN;O;1;no;63;376;932062935;2492.1266387130254
Raadio;PROPN;O;1;no;10981;376;932062935;208.15997204412216
hommikuprogramm;NOUN;O;1;no;4670;376;932062935;442.6624399408801
hakkama;VERB;O;2;yes;1534193;376;932062935;3.2301691580771856
tänane;ADJ;O;1;no;180017;376;932062935;13.704535449295268
läbi;ADV;O;2;yes;954312;376;932062935;5.191043655218566
saama;VERB;O;2;yes;7285093;376;932062935;0.6805787228635248
seeläbi;ADV;O;1;no;42735;376;932062935;56.78932084809033
oma;PRON;O;1;yes;4535142;376;932062935;0.5466892323854463
tavapärane;ADJ;O;1;no;81236;376;932062935;30.179886916296915
keemiline;ADJ;O;1;no;26486;376;932062935;90.4448594121468
vorm;NOUN;O;1;no;194387;376;932062935;12.696266356421777
nimelt;ADV;O;1;no;163533;376;932062935;15.078113267676462
Mendelejev;PROPN;O;1;no;472;376;932062935;1766.1764196556248
tabel;NOUN;O;2;no;80205;376;932062935;61.11527152586764
lammutama;VERB;O;1;no;22221;376;932062935;107.10560647942488
miks;ADV;O;1;yes;580050;376;932062935;4.268329447181073
mina;PRON;O;7;yes;11780658;376;932062935;1.4729053941156478
see;DET;O;5;yes;18818291;376;932062935;0.6586555642788681
rubriik;NOUN;O;1;no;19110;376;932062935;123.73091809720275
tegema;VERB;O;5;yes;3824200;376;932062935;3.240511904390678
?;PUNCT;O;2;no;1;376;932062935;5314.447124709692
seepärast;ADV;O;1;yes;94198;376;932062935;26.06770952315956
,;PUNCT;O;29;no;1;376;932062935;77045.99777676794
et;SCONJ;O;7;yes;12213661;376;932062935;1.4206914193166373
harima;VERB;O;1;no;10579;376;932062935;215.42952736097328
ise;PRON;O;1;yes;3509459;376;932062935;0.7064235303277336
nii;ADV;O;2;yes;3430987;376;932062935;1.4448807041047207
seest;ADV;O;1;yes;40556;376;932062935;59.771960223706884
kui;SCONJ;O;4;yes;8878634;376;932062935;1.1167770058748943
väli;NOUN;O;1;no;30398;376;932062935;79.15154376339169
püüdma;VERB;O;1;no;287450;376;932062935;8.599088383899968
pugema;VERB;O;1;no;19552;376;932062935;121.06108321276098
ka;ADV;O;3;yes;7941300;376;932062935;0.9364627421765219
hing;NOUN;O;1;no;125012;376;932062935;19.689874931137563
aus;ADJ;O;1;no;73218;376;932062935;33.443300644036974
lant;NOUN;O;1;no;4488;376;932062935;457.5265780579848
noid;NOUN;O;1;yes;1;376;932062935;2657.723026485312
ei;AUX;O;2;yes;10355923;376;932062935;0.4787856547138644
teadma;VERB;O;2;no;1482699;376;932062935;3.342282158931303
enne;ADV;O;1;yes;841805;376;932062935;2.9425819233261086
mitte;ADV;O;1;yes;1397004;376;932062935;1.77391721499982
tuhk;NOUN;O;1;no;12542;376;932062935;184.04417876570264
just;ADV;O;3;yes;809252;376;932062935;9.180141596114208
jaa;INTJ;O;1;no;28232;376;932062935;85.03008833290559
saade;NOUN;O;1;no;133711;376;932062935;18.417754271578193
parim;ADJ;O;1;no;577297;376;932062935;4.28865134333144
väljund;NOUN;O;1;no;23739;376;932062935;100.51544410725114
võima;AUX;O;1;yes;3045900;376;932062935;0.8139020452347037
siis;ADV;O;7;yes;4824773;376;932062935;3.5959859395969915
emotsionaalne;ADJ;O;1;no;39515;376;932062935;61.31033176610721
tihe;ADJ;O;1;no;62226;376;932062935;39.26375718744908
kontakt;NOUN;O;1;no;90315;376;932062935;27.177015541595832
tugev;ADJ;O;3;no;251196;376;932062935;29.49931209591635
tunne;NOUN;O;1;no;249502;376;932062935;9.902098853673529
lantano;NOUN;O;2;no;1;376;932062935;5314.447124709692
ide;NOUN;O;1;no;4201;376;932062935;483.1078205959047
suhtes;ADP;O;1;yes;247536;376;932062935;9.980449069457258
eile;ADV;O;1;no;200664;376;932062935;12.30094879535931
kõne;NOUN;O;1;no;98605;376;932062935;24.913562590538255
braseodüüm;NOUN;O;1;no;1;376;932062935;2657.723026485312
täna;ADV;O;1;no;614088;376;932062935;4.032100734527671
tema;PRON;O;8;yes;9154483;376;932062935;2.166156116702925
malbe;ADJ;O;1;no;2157;376;932062935;802.775113259215
kaksikvend;NOUN;O;1;no;1653;376;932062935;959.2891584705144
neodüüm;NOUN;O;5;no;151;376;932062935;11444.75134845912
joo;VERB;O;1;no;78;376;932062935;2455.1171630800095
tüüm;NOUN;O;1;no;1;376;932062935;2657.723026485312
kas;ADV;O;1;yes;1985401;376;932062935;1.2484426170932728
kohal;ADV;O;1;yes;92634;376;932062935;26.503443339624024
number;NOUN;O;1;no;207888;376;932062935;11.875405134234487
