lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
kool;NOUN;O;4;no;581408;6180;932062935;1.0375536254062694
.;PUNCT;O;252;no;1;6180;932062935;40733.99597598851
täna;ADV;O;1;no;614088;6180;932062935;0.24674204505856798
olema;AUX;O;289;yes;44175173;6180;932062935;0.9866803297376636
väga;ADV;O;26;yes;2222237;6180;932062935;1.7642528866173255
eriline;ADJ;O;2;no;186814;6180;932062935;1.61159466407035
õhtu;NOUN;O;9;no;322860;6180;932062935;4.194992480462235
kõik;DET;O;16;yes;3138760;6180;932062935;0.7688779462685396
arvuti;NOUN;O;1;no;167999;6180;932062935;0.8983031625096728
välja;ADV;O;19;yes;1817185;6180;932062935;1.5766298986681206
lülitama;VERB;O;2;no;59276;6180;932062935;5.025415840946655
Powerpoint;PROPN;O;1;no;370;6180;932062935;116.54683041924626
,;PUNCT;O;634;no;1;6180;932062935;102480.04705627395
käsikiri;NOUN;O;1;no;12453;6180;932062935;11.337362313315943
panema;VERB;O;19;no;1364289;6180;932062935;2.0996582887019724
põlema;VERB;O;5;no;76465;6180;932062935;9.755257629055603
küla;NOUN;O;5;no;269054;6180;932062935;2.7965454233277613
professor;NOUN;O;1;no;52194;6180;932062935;2.8564380587791636
Ülo;PROPN;O;2;no;14013;6180;932062935;20.24551884071823
Voogla;PROPN;O;2;no;192;6180;932062935;269.1758119631105
kes;PRON;O;15;yes;3572036;6180;932062935;0.633428762937319
rääkima;VERB;O;10;no;1111753;6180;932062935;1.3562908002113347
see;PRON;O;155;yes;18818291;6180;932062935;1.2422359298429961
kuidas;ADV;O;30;yes;1317035;6180;932062935;3.4337044866857362
vanaisa;NOUN;O;16;no;28933;6180;932062935;80.83157201172318
tarkus;NOUN;O;1;no;34293;6180;932062935;4.308049310249758
aitama;VERB;O;5;no;740996;6180;932062935;1.0176570025890812
tema;PRON;O;59;yes;9154483;6180;932062935;0.9720222912181491
kasvama;VERB;O;5;no;318848;6180;932062935;2.3610861844649333
inimene;NOUN;O;16;no;2519709;6180;932062935;0.9577087435266257
mina;PRON;O;89;yes;11780658;6180;932062935;1.1393916109106288
täiesti;ADV;O;4;yes;326019;6180;932062935;1.8480106413896107
õnn;NOUN;O;3;no;253525;6180;932062935;1.7817929403976094
poolest;ADP;O;3;yes;112711;6180;932062935;3.989595023773839
eriti;ADV;O;2;no;605323;6180;932062935;0.49908128067658286
palju;ADV;O;11;yes;2032422;6180;932062935;0.816357460707523
et;SCONJ;O;102;yes;12213661;6180;932062935;1.2595176104944004
suurepärane;ADJ;O;1;no;186240;6180;932062935;0.8107583241914172
tali;NOUN;O;1;no;9650;6180;932062935;14.340427666397266
Saaremaa;PROPN;O;8;no;174995;6180;932062935;6.863560409384996
tuntud;ADJ;O;1;no;150304;6180;932062935;1.0034068934064524
sepp;NOUN;O;1;no;6960;6180;932062935;19.22834489923275
ja;CCONJ;O;337;yes;29978049;6180;932062935;1.6954217880291294
oma;PRON;O;13;yes;4535142;6180;932062935;0.4324405251352953
ala;NOUN;O;1;no;238521;6180;932062935;0.6337413529841723
hea;ADJ;O;6;no;1639322;6180;932062935;0.5522605029783629
meister;NOUN;O;1;no;81361;6180;932062935;1.8440352402546174
oskama;VERB;O;11;no;442667;6180;932062935;3.741991131708435
chipp;NOUN;O;1;no;1108;6180;932062935;74.38560128569321
pääst;NOUN;O;1;no;73;6180;932062935;150.98687136505643
lihtsalt;ADV;O;6;no;748671;6180;932062935;1.2084362759431984
kõik;PRON;O;36;yes;3138760;6180;932062935;1.729604298550645
kaasa;ADV;O;3;no;515534;6180;932062935;0.8778694882590082
arvatud;ADJ;O;1;no;1;6180;932062935;162.6378054344545
niukne;ADJ;O;11;no;130;6180;932062935;1562.9429338261782
vikat;NOUN;O;2;no;2774;6180;932062935;81.64204400545673
mis;PRON;O;75;yes;9028438;6180;932062935;1.2528421551015971
siis;ADV;O;134;yes;4824773;6180;932062935;4.188136375694163
ka;ADV;O;48;yes;7941300;6180;932062935;0.9116147416183281
tegema;VERB;O;48;yes;3824200;6180;932062935;1.892811989442761
seal;ADV;O;29;yes;911658;6180;932062935;4.793707875898592
muidugi;ADV;O;26;yes;424562;6180;932062935;9.218066192666436
vaatama;VERB;O;34;no;1204574;6180;932062935;4.254467526608364
enamasti;ADV;O;2;no;136704;6180;932062935;2.1983377522877423
pealt;ADV;O;2;yes;172269;6180;932062935;1.7469324269667603
aga;CCONJ;O;65;yes;4543343;6180;932062935;2.1574800956412212
kaik;NOUN;O;1;no;812;6180;932062935;87.01022482347007
toksima;VERB;O;2;no;5682;6180;932062935;45.746548861084
nii;ADV;O;29;yes;3430987;6180;932062935;1.2747066850746291
