lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
võima;AUX;O;7;yes;3045900;2913;932062935;0.7354192050706412
ju;ADV;O;2;yes;845501;2913;932062935;0.7571365632579934
mõtlema;VERB;O;1;no;868014;2913;932062935;0.36929650217055604
,;PUNCT;O;151;no;1;2913;932062935;51782.038200759176
et;SCONJ;O;21;yes;12213661;2913;932062935;0.5501806143378319
Vello;PROPN;O;1;no;11731;2913;932062935;25.341320916113045
Lääs;PROPN;O;2;no;35554;2913;932062935;17.564663565927784
kes;PRON;O;9;yes;3572036;2913;932062935;0.8062294765390818
laulma;VERB;O;1;no;85836;2913;932062935;3.6983508766026523
olema;AUX;O;99;yes;44175173;2913;932062935;0.7170761932791762
Heleene;PROPN;O;1;no;479;2913;932062935;227.41632116980762
bet;NOUN;O;1;no;3812;2913;932062935;67.64217633988268
Tillu;PROPN;O;1;no;171;2913;932062935;290.91607689344704
iis;X;O;1;no;359;2913;932062935;248.5539108260213
Kärol;PROPN;O;1;no;137;2913;932062935;300.16824184141353
Linevand;PROPN;O;1;no;1;2913;932062935;343.91971814502665
Ellen;PROPN;O;2;no;6690;2913;932062935;84.08031077200003
van;ADJ;O;2;no;13340;2913;932062935;44.9034889502148
niivelt;NOUN;O;4;no;1;2913;932062935;1372.6820877973096
vandeehaar;NOUN;O;1;no;1;2913;932062935;343.91971814502665
sündima;VERB;O;1;no;211876;2913;932062935;1.5079256734496311
Rothschild;PROPN;O;2;no;426;2913;932062935;471.89670212046747
.;PUNCT;O;160;no;1;2913;932062935;54868.32530971603
see;DET;O;16;yes;18818291;2913;932062935;0.27208343855215333
ehmatu;NOUN;O;1;no;1;2913;932062935;343.91971814502665
pikk;ADJ;O;3;no;395543;2913;932062935;2.4234363994232786
nimi;NOUN;O;3;no;536165;2913;932062935;1.788935679018217
paruness;NOUN;O;6;no;755;2913;932062935;1138.506510443624
väga;ADV;O;4;yes;2222237;2913;932062935;0.5761139802706641
tähtis;ADJ;O;3;no;159720;2913;932062935;5.980826398532261
roll;NOUN;O;2;no;209164;2913;932062935;3.0503447391911154
Holland;PROPN;O;5;no;47963;2913;932062935;32.7387952945654
suurim;ADJ;O;1;no;222206;2913;932062935;1.438117447986671
loss;NOUN;O;68;no;33419;2913;932062935;633.4204637122228
Steel;PROPN;O;1;no;1225;2913;932062935;148.76651784699612
tehaar;NOUN;O;24;no;1;2913;932062935;8231.097885479196
ajalugu;NOUN;O;1;no;210344;2913;932062935;1.5188599084956314
nii;ADV;O;17;yes;3430987;2913;932062935;1.5852254965105375
ilma;ADP;O;2;yes;447630;2913;932062935;1.4287107030524981
Helene;PROPN;O;1;no;2926;2913;932062935;83.17612932272485
abi;NOUN;O;1;no;355775;2913;932062935;0.8996142071771825
tema;PRON;O;32;yes;9154483;2913;932062935;1.1184491047497125
praegune;ADJ;O;4;yes;309258;2913;932062935;4.129077397074695
hiilgus;NOUN;O;1;no;5434;2913;932062935;50.4077237208104
vahest;ADV;O;1;no;48283;2913;932062935;6.520335898799788
ei;AUX;O;8;yes;10355923;2913;932062935;0.24724353839354693
mis;PRON;O;24;yes;9028438;2913;932062935;0.8505723320416312
siis;ADV;O;10;yes;4824773;2913;932062935;0.6632396319318581
muu;PRON;O;3;yes;838288;2913;932062935;1.1449107825425444
kui;SCONJ;O;17;yes;8878634;2913;932062935;0.6126837237276984
ilus;ADJ;O;1;no;314556;2913;932062935;1.0171501851177365
pühapäev;NOUN;O;1;no;128715;2913;932062935;2.4751717034859286
taas;ADV;O;2;no;242775;2913;932062935;2.629654686985704
kord;ADV;O;2;no;1304710;2913;932062935;0.4908431173379311
siin;ADV;O;7;yes;842300;2913;932062935;2.657274209792616
vikerraadio;NOUN;O;1;no;3596;2913;932062935;70.868878419591
Helgi;PROPN;O;1;no;3411;2913;932062935;73.88765634287806
Erilaid;PROPN;O;1;no;571;2913;932062935;213.4965437204207
ja;CCONJ;O;101;yes;29978049;2913;932062935;1.0780075060573107
muidugi;ADV;O;6;yes;424562;2913;932062935;4.514122057959352
Pajo;PROPN;O;1;no;839;2913;932062935;181.1899144153064
jalg;NOUN;O;3;no;240981;2913;932062935;3.9718074225635416
kunagine;ADJ;O;2;no;41064;2913;932062935;15.260130962525016
Rooma;PROPN;O;3;no;32042;2913;932062935;29.139026660874364
riik;NOUN;O;2;no;937782;2913;932062935;0.6827056774826634
kindlus;NOUN;O;1;no;31850;2913;932062935;9.788851368293896
Albio;PROPN;O;1;no;1;2913;932062935;343.91971814502665
Poola;PROPN;O;1;no;87397;2913;932062935;3.632991576655985
provints;NOUN;O;2;no;16281;2913;932062935;37.23134126207404
keskus;NOUN;O;1;no;232737;2913;932062935;1.3733043543981522
hütreht;NOUN;O;1;no;1;2913;932062935;343.91971814502665
seisma;VERB;O;8;no;266132;2913;932062935;9.588206905293747
Amsterdamine;PROPN;O;1;no;1;2913;932062935;343.91971814502665
oma;PRON;O;23;yes;4535142;2913;932062935;1.6225849865981805
poolsada;NUM;O;1;no;5876;2913;932062935;47.135102110622796
kilomeeter;NOUN;O;3;no;103296;2913;932062935;9.21855469557676
kagu;NOUN;O;1;no;5349;2913;932062935;51.089878407144376
pool;NUM;O;3;yes;616839;2913;932062935;1.5553206626666003
ütleht;NOUN;O;1;no;1;2913;932062935;343.91971814502665
ligi;ADV;O;2;yes;191809;2913;932062935;3.3250071912007053
kaheksa;NUM;O;1;no;101270;2913;932062935;3.1398460305137026
lääs;NOUN;O;3;no;48294;2913;932062935;19.51876793902925
asuma;VERB;O;2;no;540495;2913;932062935;1.1836597469371062
haardseilenc;NOUN;O;1;no;1;2913;932062935;343.91971814502665
küla;NOUN;O;3;no;269054;2913;932062935;3.5588211055606878
ning;CCONJ;O;19;yes;5766748;2913;932062935;1.0542018439896914
see;PRON;O;29;yes;18818291;2913;932062935;0.4931109915469108
lähedal;ADP;O;3;yes;113374;2913;932062935;8.405784210472634
kaste;NOUN;O;3;no;30100;2913;932062935;30.962559627211395
Thaar;PROPN;O;1;no;1;2913;932062935;343.91971814502665
paar;NUM;O;2;no;440117;2913;932062935;1.4530479127057818
vägev;ADJ;O;2;no;23307;2913;932062935;26.439364509143832
mitmeosaline;ADJ;O;1;no;736;2913;932062935;192.3780781189598
punane;ADJ;O;7;no;162642;2913;932062935;13.698374751489752
tellis;NOUN;O;4;no;7351;2913;932062935;154.62864253392098
kus;ADV;O;1;yes;1607926;2913;932062935;0.1994574593058655
olema;VERB;O;3;yes;44175173;2913;932062935;0.021750041059787308
kõik;PRON;O;5;yes;3138760;2913;932062935;0.509847916374147
üks;DET;O;12;yes;3226979;2913;932062935;1.1897887309274955
õige;ADJ;O;2;no;397744;2913;932062935;1.6074840701008657
juurde;ADP;O;2;yes;555179;2913;932062935;1.152405451019501
kuuluma;VERB;O;4;no;324317;2913;932062935;3.937901514932417
pidama;AUX;O;5;yes;3575612;2913;932062935;0.44757325176925944
torn;NOUN;O;13;no;31775;2913;932062935;127.20490659972577
tornike;NOUN;O;3;no;318;2913;932062935;768.6269803530446
nurgatorn;NOUN;O;3;no;237;2913;932062935;821.8822701622254
uhke;ADJ;O;4;no;63770;2913;932062935;19.79533139381942
värav;NOUN;O;4;no;174454;2913;932062935;7.30273977435005
rippsild;NOUN;O;1;no;1059;2913;932062935;161.16956223524465
vallikraav;NOUN;O;1;no;1706;2913;932062935;121.64180670571126
arvama;VERB;O;2;no;778296;2913;932062935;0.8224362683816755
12.;ADJ;O;1;no;1;2913;932062935;343.91971814502665
sajand;NOUN;O;11;no;175259;2913;932062935;19.981521592461725
üksainus;ADJ;O;2;no;9447;2913;932062935;61.745980760694046
kindlustatud;ADJ;O;1;no;114;2913;932062935;306.7681024533876
ümbervallikraav;NOUN;O;1;no;1;2913;932062935;343.91971814502665
aasta;NOUN;O;20;no;4045959;2913;932062935;1.5815265439659862
1391;NUM;O;1;no;1;2913;932062935;343.91971814502665
pärit;ADV;O;3;no;120553;2913;932062935;7.909055449017653
esimene;ADJ;O;7;no;1420248;2913;932062935;1.5766466700074175
kirjalik;ADJ;O;1;no;33298;2913;932062935;9.374763412679988
tõend;NOUN;O;1;no;54061;2913;932062935;5.835258566995317
asukoht;NOUN;O;2;no;135781;2913;932062935;4.687667780534191
ehitis;NOUN;O;2;no;40529;2913;932062935;15.457042703011508
kohta;ADP;O;2;yes;1118768;2913;932062935;0.5723545452151554
kohaselt;ADP;O;2;yes;204509;2913;932062935;3.119461178514773
tollane;ADJ;O;2;no;16364;2913;932062935;37.052676248170854
kindlustorn;NOUN;O;1;no;40;2913;932062935;330.1213636098277
saama;VERB;O;5;yes;7285093;2913;932062935;0.21970353416531166
just;ADV;O;2;yes;809252;2913;932062935;0.7910121287463026
perekond;NOUN;O;10;no;118283;2913;932062935;26.847268884954463
omand;NOUN;O;1;no;17070;2913;932062935;17.825664912706927
1434;NUM;O;1;no;1;2913;932062935;343.91971814502665
surema;VERB;O;1;no;131456;2913;932062935;2.423925046583139
pärija;NOUN;O;4;no;7426;2913;932062935;153.24110234904393
andnud;ADJ;O;1;no;28;2913;932062935;334.2476101494027
viimane;ADJ;O;5;no;960645;2913;932062935;1.664729243289016
meesliige;NOUN;O;1;no;160;2913;932062935;293.84638131388584
päris;ADV;O;6;yes;459040;2913;932062935;4.175758246641715
haar;NOUN;O;6;no;2633;2913;932062935;538.765281299481
suguvõsa;NOUN;O;2;no;14414;2913;932062935;41.76090134733589
liige;NOUN;O;2;no;420034;2913;932062935;1.5223683729524218
Josiinavan;PROPN;O;1;no;1;2913;932062935;343.91971814502665
abielluma;VERB;O;2;no;35809;2913;932062935;17.44275666254735
aar;NOUN;O;1;no;302;2913;932062935;260.0343406446863
naaber;NOUN;O;1;no;64043;2913;932062935;4.938798473158744
Dirkwançailen;PROPN;O;1;no;1;2913;932062935;343.91971814502665
pärast;ADP;O;4;yes;1109488;2913;932062935;1.1534362719246534
Joseina;PROPN;O;1;no;1;2913;932062935;343.91971814502665
surm;NOUN;O;1;no;147541;2913;932062935;2.161326339426685
kalo;NOUN;O;2;no;13;2913;932062935;678.1193046138696
omanik;NOUN;O;2;no;201530;2913;932062935;3.1653605174629242
ajal;ADP;O;2;no;317252;2913;932062935;2.014134254201982
ehitama;VERB;O;8;no;248416;2913;932062935;10.269442089296216
edasi;ADV;O;2;yes;598918;2913;932062935;1.0683760157711064
kuid;CCONJ;O;13;yes;1732128;2913;932062935;2.4006662981732276
lossihoone;NOUN;O;1;no;50;2913;932062935;326.7598543638869
õitseaeg;NOUN;O;1;no;1096;2913;932062935;158.22918316722325
saama;AUX;O;6;yes;7285093;2913;932062935;0.26361865604836493
15;NUM;O;1;no;1;2913;932062935;343.91971814502665
rajama;VERB;O;2;no;67903;2913;932062935;9.310159575269118
ka;ADV;O;19;yes;7941300;2913;932062935;0.7655655122776306
hoone;NOUN;O;4;no;218644;2913;932062935;5.833052840742635
viienurkne;ADJ;O;1;no;13;2913;932062935;339.5527744581067
põrandaplaan;NOUN;O;1;no;143;2913;932062935;298.4929822892381
tänane;ADJ;O;1;no;180017;2913;932062935;1.773420300784004
päev;NOUN;O;1;no;1360298;2913;932062935;0.235741738560247
alles;ADV;O;8;yes;354000;2913;932062935;7.214522889858262
seesama;DET;O;1;yes;50200;2913;932062935;6.275880987330858
15.;ADJ;O;3;no;1;2913;932062935;1029.7612979132155
lõpp;NOUN;O;3;no;547561;2913;932062935;1.7517670940793268
põlema;VERB;O;1;no;76465;2913;932062935;4.146135905522283
maan;NOUN;O;1;no;442;2913;932062935;233.540060970185
maha;ADV;O;4;no;411648;2913;932062935;3.10436420158254
nagu;SCONJ;O;4;yes;1699877;2913;932062935;0.753052653336569
tavaliselt;ADV;O;2;no;193209;2913;932062935;3.3010297286417436
kõik;DET;O;7;yes;3138760;2913;932062935;0.7136683371466637
ajalooline;ADJ;O;2;no;72645;2913;932062935;8.710125067980776
kirik;NOUN;O;6;no;225735;2913;932062935;8.47380342849559
ehk;CCONJ;O;1;yes;977379;2913;932062935;0.32801299481787843
uuesti;ADV;O;2;no;217699;2913;932062935;2.931264257216162
üles;ADV;O;5;yes;452851;2913;932062935;3.5276007129714113
1506;NUM;O;1;no;1;2913;932062935;343.91971814502665
säilinud;ADJ;O;2;no;189;2913;932062935;571.6587359107923
ürik;NOUN;O;1;no;1837;2913;932062935;115.887124687822
mainima;VERB;O;1;no;100863;2913;932062935;3.1523998548110073
Stephen;PROPN;O;1;no;6260;2913;932062935;44.61845572222754
säilen;NOUN;O;1;no;1;2913;932062935;343.91971814502665
1641;NUM;O;1;no;1;2913;932062935;343.91971814502665
juhtuma;VERB;O;1;no;321293;2913;932062935;0.9958838666795569
halvama;VERB;O;1;no;4106;2913;932062935;63.69486561738859
söilema;VERB;O;1;no;1;2913;932062935;343.91971814502665
vanne;NOUN;O;2;no;3607;2913;932062935;141.18892588091924
Haar;PROPN;O;1;no;225;2913;932062935;277.3390555603368
lahkuma;VERB;O;4;no;161484;2913;932062935;7.885911987502553
siit;ADV;O;2;yes;235682;2913;932062935;2.708484070427353
ilm;NOUN;O;2;no;207337;2913;932062935;3.0771032973752535
jätma;VERB;O;2;no;517566;2913;932062935;1.2360034995519027
eest;ADP;O;2;yes;1110901;2913;932062935;0.5764043557103761
hoolitsema;VERB;O;1;no;52403;2913;932062935;6.016656284963121
enam;ADV;O;1;yes;916792;2913;932062935;0.3496680043350893
mitte;ADV;O;4;yes;1397004;2913;932062935;0.9162069794329635
keegi;PRON;O;1;yes;909915;2913;932062935;0.35230803795178
lihtsalt;ADV;O;1;no;748671;2913;932062935;0.42809155603009763
lagunema;VERB;O;1;no;19633;2913;932062935;15.604072918766946
1862.-st;ADJ;O;1;no;1;2913;932062935;343.91971814502665
pilt;NOUN;O;1;no;671722;2913;932062935;0.47706355956074925
juba;ADV;O;3;yes;1850492;2913;932062935;0.5189692184604857
peaaegu;ADV;O;1;yes;177844;2913;932062935;1.794975995938812
vare;NOUN;O;1;no;13336;2913;932062935;22.490701301127345
rohkem;ADV;O;2;yes;1093000;2913;932062935;0.5858365816421107
kaks;NUM;O;3;no;1334057;2913;932062935;0.7197303151442348
hiljem;ADV;O;1;no;361314;2913;932062935;0.8858584659741414
õitseng;NOUN;O;1;no;3057;2913;932062935;80.44464247510582
leiduma;VERB;O;2;no;119243;2913;932062935;5.332765422766389
uus;ADJ;O;8;no;1922794;2913;932062935;1.3310967407087069
noorparun;NOUN;O;1;no;28;2913;932062935;334.2476101494027
CN;PROPN;O;1;no;393;2913;932062935;242.17622660826396
Gustav;PROPN;O;1;no;15744;2913;932062935;19.243075710830027
Frederik;PROPN;O;1;no;1156;2913;932062935;153.68250460169742
fanud;NOUN;O;1;no;1;2913;932062935;343.91971814502665
söilenwan;NOUN;O;1;no;1;2913;932062935;343.91971814502665
väärikalt;ADV;O;1;no;5700;2913;932062935;48.38596146656913
suursuguselt;ADV;O;1;no;265;2913;932062935;268.07173811356154
võimalus;NOUN;O;1;no;896364;2913;932062935;0.3576286076271542
andma;VERB;O;2;no;1683851;2913;932062935;0.38038453400766864
paru;NOUN;O;8;no;1;2913;932062935;2744.365247333687
abielu;NOUN;O;1;no;66188;2913;932062935;4.780966041815756
Helend;PROPN;O;1;no;109;2913;932062935;308.24144326756897
irootsilt;NOUN;O;1;no;1;2913;932062935;343.91971814502665
panuväärne;ADJ;O;1;no;16;2913;932062935;338.4783116922205
kuju;NOUN;O;3;no;139652;2913;932062935;6.834573414090056
19.;ADJ;O;2;no;1;2913;932062935;686.840508029121
20.;ADJ;O;2;no;1;2913;932062935;686.840508029121
algus;NOUN;O;5;no;553351;2913;932062935;2.8879927304067317
euro;NOUN;O;1;no;559773;2913;932062935;0.5723129017901729
pass;NOUN;O;1;no;31185;2913;932062935;9.991534477054177
eriti;ADV;O;2;no;605323;2913;932062935;1.0570887724978117
Pariis;PROPN;O;8;no;51463;2913;932062935;48.872266754710616
seltskond;NOUN;O;2;no;79415;2913;932062935;7.976214647908122
koorekiht;NOUN;O;2;no;1711;2913;932062935;242.47073795030263
marurikas;ADJ;O;1;no;1;2913;932062935;343.91971814502665
Radžaeld;PROPN;O;1;no;1;2913;932062935;343.91971814502665
pankur;NOUN;O;1;no;4011;2913;932062935;64.91900787760683
pere;NOUN;O;1;no;314465;2913;932062935;1.0174436585761903
kasvama;VERB;O;3;no;318848;2913;932062935;3.004665425860578
maja;NOUN;O;5;no;415392;2913;932062935;3.844998641343923
süda;NOUN;O;2;no;193495;2913;932062935;3.296173951425651
ise;PRON;O;6;yes;3509459;2913;932062935;0.547156171660181
lubama;VERB;O;1;no;305810;2913;932062935;1.0461517359123038
võimalik;ADJ;O;3;no;939996;2913;932062935;1.0211536214396968
ekstravagantsus;NOUN;O;2;no;369;2913;932062935;492.5706536237179
või;CCONJ;O;2;yes;4113697;2913;932062935;0.15575290275167794
vähemalt;ADV;O;1;yes;456892;2913;932062935;0.7009215277143073
asi;NOUN;O;2;no;1422865;2913;932062935;0.45011008730237834
too;PRON;O;1;yes;163922;2913;932062935;1.9465625287215271
aeg;NOUN;O;1;no;2435622;2913;932062935;0.13170187622688181
eks;ADV;O;1;yes;283895;2913;932062935;1.1266441408694483
