lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
olm;4;no;30;2740;932062935;1415.3002167714196
sööp;3;no;21;2740;932062935;1071.7434164761492
fööb;2;no;1;2740;932062935;730.1436442699592
pessimistlikult;2;no;259;2740;932062935;571.9848646739428
Rästa;3;no;1704;2740;932062935;387.4865476509141
derb;1;no;1;2740;932062935;365.57128626544574
siskima;1;no;1;2740;932062935;365.57128626544574
puutma;1;no;1;2740;932062935;365.57128626544574
vulistaja;1;no;1;2740;932062935;365.57128626544574
teatriluuk;1;no;1;2740;932062935;365.57128626544574
argielustseen;1;no;1;2740;932062935;365.57128626544574
haisma;1;no;1;2740;932062935;365.57128626544574
patar;1;no;1;2740;932062935;365.57128626544574
keldrihämarus;1;no;1;2740;932062935;365.57128626544574
Sist;1;no;1;2740;932062935;365.57128626544574
õudusfilmitegelane;1;no;1;2740;932062935;365.57128626544574
lahama;1;no;1;2740;932062935;365.57128626544574
plahvama;1;no;1;2740;932062935;365.57128626544574
ekviivalent;1;no;1;2740;932062935;365.57128626544574
soigamine;1;no;1;2740;932062935;365.57128626544574
vahtlik;1;no;1;2740;932062935;365.57128626544574
pähal;1;no;1;2740;932062935;365.57128626544574
reži;1;no;1;2740;932062935;365.57128626544574
nimelanud;1;no;1;2740;932062935;365.57128626544574
pöörlane;1;no;1;2740;932062935;365.57128626544574
küünarnukitunnetus;1;no;1;2740;932062935;365.57128626544574
Orazin;1;no;1;2740;932062935;365.57128626544574
16.;1;no;1;2740;932062935;365.57128626544574
tortuma;1;no;1;2740;932062935;365.57128626544574
iroonilisevõitu;1;no;11;2740;932062935;361.6948611330611
mõeldud;1;no;15;2740;932062935;360.1672124509466
vind;1;no;41;2740;932062935;350.5436339680969
jumme;1;no;46;2740;932062935;348.75160391857816
loomakene;1;no;58;2740;932062935;344.5245804647379
tart;1;no;60;2740;932062935;343.83001852051046
tänapäevaelu;1;no;70;2740;932062935;340.39879672284457
Gide;1;no;103;2740;932062935;329.5461616684806
