lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
Teaduste;4;no;17;4129;932062935;952.3868777560187
antiaine;4;no;168;4129;932062935;821.6576131243014
elustrateegia;3;no;62;4129;932062935;682.1895334300037
partisaniliikumine;3;no;88;4129;932062935;664.8014613213155
Laado;2;no;1;4129;932062935;484.85858480361424
memuaare;2;no;1;4129;932062935;484.85858480361424
Snaiper;2;no;68;4129;932062935;452.3751039696385
hend;2;no;73;4129;932062935;450.1246224912341
maakonnakomitee;2;no;91;4129;932062935;442.2050283708174
hurra;2;no;113;4129;932062935;432.896009460719
operatiivosakond;2;no;193;4129;932062935;402.114015245562
õpetlikum;2;no;231;4129;932062935;388.97600515212594
Vladivostok;3;no;1217;4129;932062935;315.5511729244496
Naan;3;no;1451;4129;932062935;284.5662696808761
partisan;3;no;1728;4129;932062935;254.9335660089223
hüpotees;10;no;7999;4129;932062935;252.85787768822092
Ani;2;no;905;4129;932062935;246.26460290365975
piirima;1;no;1;4129;932062935;242.92875653227333
Võrru;1;no;1;4129;932062935;242.92875653227333
hääldas;1;no;1;4129;932062935;242.92875653227333
partarg;1;no;1;4129;932062935;242.92875653227333
maandumiskohavalik;1;no;1;4129;932062935;242.92875653227333
konspiratiiv;1;no;1;4129;932062935;242.92875653227333
organiseerimisinsteeerimine;1;no;1;4129;932062935;242.92875653227333
entusiant;1;no;1;4129;932062935;242.92875653227333
mõtlemistehnoloogia;1;no;1;4129;932062935;242.92875653227333
põus;1;no;1;4129;932062935;242.92875653227333
külanimetus;1;no;1;4129;932062935;242.92875653227333
Hutar;1;no;1;4129;932062935;242.92875653227333
tutvaminaal;1;no;1;4129;932062935;242.92875653227333
50.-st;1;no;1;4129;932062935;242.92875653227333
51;1;no;1;4129;932062935;242.92875653227333
Logesiliseb;1;no;1;4129;932062935;242.92875653227333
korss;1;no;1;4129;932062935;242.92875653227333
nõmme;1;no;1;4129;932062935;242.92875653227333
dialektilisus;1;no;1;4129;932062935;242.92875653227333
40.;1;no;1;4129;932062935;242.92875653227333
veenb;1;no;1;4129;932062935;242.92875653227333
vaegoma;1;no;1;4129;932062935;242.92875653227333
seee;1;no;1;4129;932062935;242.92875653227333
Küle;1;no;1;4129;932062935;242.92875653227333
eeltask;1;no;1;4129;932062935;242.92875653227333
jagannel;1;no;1;4129;932062935;242.92875653227333
mete;1;no;1;4129;932062935;242.92875653227333
raadiolokatsioonialist;1;no;1;4129;932062935;242.92875653227333
44.;1;no;1;4129;932062935;242.92875653227333
ažeerimine;1;no;1;4129;932062935;242.92875653227333
69.;1;no;1;4129;932062935;242.92875653227333
alevis;1;no;1;4129;932062935;242.92875653227333
lähedvokaator;1;no;1;4129;932062935;242.92875653227333
näedsuma;1;no;1;4129;932062935;242.92875653227333
ettenähtama;1;no;1;4129;932062935;242.92875653227333
Parteis;1;no;1;4129;932062935;242.92875653227333
39.;1;no;1;4129;932062935;242.92875653227333
fašp;1;no;1;4129;932062935;242.92875653227333
39.-st;1;no;1;4129;932062935;242.92875653227333
fašis;1;no;1;4129;932062935;242.92875653227333
metskee;1;no;1;4129;932062935;242.92875653227333
malaton;1;no;1;4129;932062935;242.92875653227333
üliõpilasühiselamus;1;no;1;4129;932062935;242.92875653227333
101.;1;no;1;4129;932062935;242.92875653227333
Agannevitš;1;no;1;4129;932062935;242.92875653227333
üldühelt;1;no;1;4129;932062935;242.92875653227333
kuulne;1;no;1;4129;932062935;242.92875653227333
meki;1;no;1;4129;932062935;242.92875653227333
linkor;1;no;1;4129;932062935;242.92875653227333
hommiku-söök;1;no;1;4129;932062935;242.92875653227333
poodne;1;no;1;4129;932062935;242.92875653227333
laskespordiinstruktor;1;no;1;4129;932062935;242.92875653227333
vennashaus;1;no;1;4129;932062935;242.92875653227333
eisaas;1;no;1;4129;932062935;242.92875653227333
infarmatiivsem;1;no;1;4129;932062935;242.92875653227333
seisukohalt;1;no;1;4129;932062935;242.92875653227333
lõpulija;1;no;1;4129;932062935;242.92875653227333
oliiviküla;1;no;1;4129;932062935;242.92875653227333
isolil;1;no;1;4129;932062935;242.92875653227333
Allaime;1;no;1;4129;932062935;242.92875653227333
roodu;1;no;1;4129;932062935;242.92875653227333
41.;1;no;1;4129;932062935;242.92875653227333
formuleeritama;1;no;1;4129;932062935;242.92875653227333
pooktima;1;no;1;4129;932062935;242.92875653227333
ellolood;1;no;1;4129;932062935;242.92875653227333
tarkool;1;no;1;4129;932062935;242.92875653227333
vestoma;1;no;1;4129;932062935;242.92875653227333
teados;1;no;1;4129;932062935;242.92875653227333
baarsus;1;no;1;4129;932062935;242.92875653227333
tahes-tahtma;1;no;1;4129;932062935;242.92875653227333
kalassaarne;1;no;1;4129;932062935;242.92875653227333
1964.;1;no;1;4129;932062935;242.92875653227333
metagalaktika;1;no;1;4129;932062935;242.92875653227333
puhtprofessionaalselt;1;no;1;4129;932062935;242.92875653227333
kosmov;1;no;1;4129;932062935;242.92875653227333
64.;1;no;1;4129;932062935;242.92875653227333
65.;1;no;1;4129;932062935;242.92875653227333
vähe-haaval;1;no;1;4129;932062935;242.92875653227333
loek;1;no;1;4129;932062935;242.92875653227333
Kaagra;1;no;1;4129;932062935;242.92875653227333
Meskane;1;no;1;4129;932062935;242.92875653227333
Jutaja;1;no;1;4129;932062935;242.92875653227333
sedasam;1;no;1;4129;932062935;242.92875653227333
entusia;1;no;1;4129;932062935;242.92875653227333
10.;1;no;1;4129;932062935;242.92875653227333
hüpatees;1;no;1;4129;932062935;242.92875653227333
järelikultaly;1;no;1;4129;932062935;242.92875653227333
kees;1;no;1;4129;932062935;242.92875653227333
teado;1;no;1;4129;932062935;242.92875653227333
Ellosioon;1;no;1;4129;932062935;242.92875653227333
oa;1;no;1;4129;932062935;242.92875653227333
koogika;1;no;1;4129;932062935;242.92875653227333
sõjastatistika;1;no;1;4129;932062935;242.92875653227333
heegeli;1;no;1;4129;932062935;242.92875653227333
pestitatama;1;no;1;4129;932062935;242.92875653227333
Heegel;1;no;1;4129;932062935;242.92875653227333
vääras;1;no;1;4129;932062935;242.92875653227333
ühestainsane;1;no;1;4129;932062935;242.92875653227333
ahins;1;no;1;4129;932062935;242.92875653227333
häde;1;no;1;4129;932062935;242.92875653227333
komsomoli;1;no;1;4129;932062935;242.92875653227333
naiperlik;1;no;1;4129;932062935;242.92875653227333
õlul;1;no;1;4129;932062935;242.92875653227333
Köödes;1;no;1;4129;932062935;242.92875653227333
tilkutama;1;no;1;4129;932062935;242.92875653227333
algos;1;no;1;4129;932062935;242.92875653227333
kortsla;1;no;1;4129;932062935;242.92875653227333
menutegevus;1;no;1;4129;932062935;242.92875653227333
pravintsiaalne;1;no;1;4129;932062935;242.92875653227333
kurssos;1;no;1;4129;932062935;242.92875653227333
Kohken;1;no;1;4129;932062935;242.92875653227333
lakaalne;1;no;1;4129;932062935;242.92875653227333
60.;1;no;1;4129;932062935;242.92875653227333
komsomole;1;no;1;4129;932062935;242.92875653227333
piinaperiood;1;no;1;4129;932062935;242.92875653227333
kiires;1;no;10;4129;932062935;240.60793620534847
vana-ema;1;no;10;4129;932062935;240.60793620534847
kvalifitseeritult;1;no;12;4129;932062935;240.0982076114485
rõks;1;no;12;4129;932062935;240.0982076114485
partisanipataljon;1;no;13;4129;932062935;239.8441523536243
vaatamatu;1;no;14;4129;932062935;239.5906341747797
Joos;1;no;18;4129;932062935;238.5818983306652
armastuslik;1;no;21;4129;932062935;237.8309031248848
mõtlemistehnika;1;no;22;4129;932062935;237.58162092933983
rindepiirkond;1;no;23;4129;932062935;237.3328607563473
püstolipära;1;no;30;4129;932062935;235.60601943978165
ilune;1;no;32;4129;932062935;235.1172421807746
kuste;1;no;37;4129;932062935;233.9041257066584
memuaarkirjandus;1;no;39;4129;932062935;233.42237706344272
mituma;1;no;40;4129;932062935;233.18224613296604
heid;1;no;41;4129;932062935;232.94260875932284
roodukomandör;1;no;53;4129;932062935;230.1049105719356
Heta;1;no;59;4129;932062935;228.7118310664129
sellesam;1;no;59;4129;932062935;228.7118310664129
saka;1;no;62;4129;932062935;228.02159761233165
sont;1;no;66;4129;932062935;227.10774102226668
vastak;1;no;91;4129;932062935;221.5580398931209
määravalt;1;no;96;4129;932062935;220.4804889361208
