lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
kanakasvataja;5;no;88;1369;932062935;3338.133647137007
vand;3;no;1;1369;932062935;2190.030909851217
kanakasvatus;2;no;112;1369;932062935;1305.09546339688
Parkman;2;no;132;1369;932062935;1280.565044744587
Sotšis;1;no;1;1369;932062935;730.676255457694
heakorralagedus;1;no;1;1369;932062935;730.676255457694
sotsija;1;no;1;1369;932062935;730.676255457694
Linziin;1;no;1;1369;932062935;730.676255457694
julgeolekunoor;1;no;1;1369;932062935;730.676255457694
piatuma;1;no;1;1369;932062935;730.676255457694
grafitt;1;no;1;1369;932062935;730.676255457694
hormatsestama;1;no;1;1369;932062935;730.676255457694
rahuland;1;no;1;1369;932062935;730.676255457694
kivikivi;1;no;1;1369;932062935;730.676255457694
selk;1;no;1;1369;932062935;730.676255457694
memme;1;no;1;1369;932062935;730.676255457694
jäneseküttimine;1;no;1;1369;932062935;730.676255457694
küülikuküttimine;1;no;1;1369;932062935;730.676255457694
farmit;1;no;1;1369;932062935;730.676255457694
tubakafarm;1;no;1;1369;932062935;730.676255457694
sailistama;1;no;1;1369;932062935;730.676255457694
enamisteline;1;no;1;1369;932062935;730.676255457694
kutsetama;1;no;1;1369;932062935;730.676255457694
veebidu;1;no;1;1369;932062935;730.676255457694
härralait;1;no;1;1369;932062935;730.676255457694
62;1;no;1;1369;932062935;730.676255457694
Põhja-Queensla;1;no;1;1369;932062935;730.676255457694
100.;1;no;1;1369;932062935;730.676255457694
Žigulid;1;no;1;1369;932062935;730.676255457694
russalka;1;no;1;1369;932062935;730.676255457694
Rosiiniusam;1;no;1;1369;932062935;730.676255457694
järelood;1;no;1;1369;932062935;730.676255457694
savik;1;no;1;1369;932062935;730.676255457694
kase;1;no;1;1369;932062935;730.676255457694
kohann;1;no;1;1369;932062935;730.676255457694
Männad;1;no;1;1369;932062935;730.676255457694
niitütlema;1;no;1;1369;932062935;730.676255457694
päiksevann;1;no;17;1369;932062935;718.3579784960897
praegane;1;no;20;1369;932062935;716.0943950119913
Melbournei;1;no;36;1369;932062935;704.2588935110564
lõiga;1;no;45;1369;932062935;697.7717678464242
jaajaa;1;no;65;1369;932062935;683.7752237296494
Saavik;1;no;71;1369;932062935;679.6851001698769
Siidon;1;no;82;1369;932062935;672.3122480087153
lüpsifarm;1;no;98;1369;932062935;661.8692006932234
esin;1;no;102;1369;932062935;659.3089340854923
elektoraat;1;no;110;1369;932062935;654.2473669809259
ristipoeg;1;no;137;1369;932062935;637.7238506095675
ristitütar;1;no;196;1369;932062935;604.3695881667859
sooma;1;no;219;1369;932062935;592.2933583576521
läänemeremaa;1;no;228;1369;932062935;587.698228158773
meeleliigutus;1;no;306;1369;932062935;550.6722737420176
ligemalt;1;no;312;1369;932062935;548.0164325064196
astroloog;2;no;1769;1369;932062935;504.4687342575125
soot;1;no;459;1369;932062935;490.1050227840093
veda;1;no;662;1369;932062935;427.6913517546694
Hampshire;1;no;737;1369;932062935;408.4728725056528
härras;1;no;857;1369;932062935;381.07487339575664
käe-jalg;1;no;1220;1369;932062935;316.7969302218225
eestimaa;1;no;1338;1369;932062935;300.3295287283151
vennapoeg;1;no;1426;1369;932062935;289.12160118074445
ärasõit;1;no;1623;1369;932062935;266.82979981163
Sydney;3;no;6995;1369;932062935;257.7797962804363
seeder;1;no;1757;1369;932062935;253.53327457624775
paisatud;1;no;1961;1369;932062935;235.6557554293805
Kurtna;1;no;1995;1369;932062935;232.91843960716403
aimdus;1;no;2011;1369;932062935;231.6521754748564
Austraalia;18;no;52431;1369;932062935;229.67121866997428
metsatöö;1;no;2181;1369;932062935;219.00197512459408
Thompson;1;no;2340;1369;932062935;208.35996892344792
sünnikoht;1;no;2816;1369;932062935;181.8984748323512
tagasivõtmine;1;no;2817;1369;932062935;181.84995644842803
lehtpuu;1;no;2868;1369;932062935;179.40937903234115
kiitmine;1;no;3015;1369;932062935;172.72765666001874
väliseestlane;1;no;3261;1369;932062935;162.5940134981937
asundus;1;no;3377;1369;932062935;158.21698168169496
otsetee;1;no;3445;1369;932062935;155.7589967465628
Ludwig;1;no;3580;1369;932062935;151.09871942691902
oda;1;no;3624;1369;932062935;149.63948944049557
mustamägi;1;no;3929;1369;932062935;140.25058728275152
silp;1;no;3970;1369;932062935;139.07755581521636
mererand;1;no;4134;1369;932062935;134.57529845159056
XI;1;no;4338;1369;932062935;129.365994270079
austraallane;1;no;4410;1369;932062935;127.6224072512103
ühiselamu;1;no;5122;1369;932062935;112.61312258759428
austraalia;1;no;5261;1369;932062935;110.08558101342236
kips;1;no;6282;1369;932062935;94.50526528462645
jutuajamine;1;no;7184;1369;932062935;84.00217407286108
välis;1;no;7194;1369;932062935;83.898800305337
rändama;3;no;24684;1369;932062935;79.77169144499908
kuurort;1;no;7863;1369;932062935;77.51700431148373
harvem;1;no;7877;1369;932062935;77.39380868121427
pärnakas;1;no;8244;1369;932062935;74.29841493912615
pealmine;1;no;8631;1369;932062935;71.29169138445765
õpetlik;1;no;8665;1369;932062935;71.03912270553072
miil;1;no;8876;1369;932062935;69.51086427262672
hoolitsemine;1;no;9995;1369;932062935;62.39251439363708
kannatanud;1;no;10400;1369;932062935;60.162649586640846
igatsema;2;no;23866;1369;932062935;54.94791280838935
rahunema;1;no;12021;1369;932062935;52.63364617877276
kasvataja;1;no;12519;1369;932062935;50.68498562133638
sugulane;3;no;40776;1369;932062935;48.99380418772013
kusagile;1;no;13038;1369;932062935;48.80199428050506
küpsema;1;no;13248;1369;932062935;48.079259914241405
vestlema;2;no;28533;1369;932062935;46.24465941156258
Mustamäe;1;no;13845;1369;932062935;46.13683615283092
üheksas;1;no;14333;1369;932062935;44.66191422565306
farm;1;no;14856;1369;932062935;43.182430565359645
pikali;1;no;15173;1369;932062935;42.33245993534925
passima;1;no;15570;1369;932062935;41.31404262228174
sõjavägi;2;no;32824;1369;932062935;40.3661351915693
Toompea;1;no;16516;1369;932062935;39.07407567200902
rajoon;1;no;16700;1369;932062935;38.66631680963688
keiser;1;no;16856;1369;932062935;38.327216063010056
lähemal;1;no;16889;1369;932062935;38.25624397034125
napp;1;no;17830;1369;932062935;36.33752502665112
eriliselt;1;no;17840;1369;932062935;36.318167790766886
valutama;1;no;19405;1369;932062935;33.52337226034974
kodakondsus;1;no;20998;1369;932062935;31.08823415021202
kaugelt;1;no;21417;1369;932062935;30.50539225895136
nael;1;no;23648;1369;932062935;27.736582011813542
sagedamini;1;no;23661;1369;932062935;27.721920333961272
sedavõrd;1;no;24242;1369;932062935;27.082117543461436
kodumaa;2;no;50116;1369;932062935;26.692527034852347
häbi;1;no;24692;1369;932062935;26.606511745681747
mulje;4;no;101650;1369;932062935;26.55699699400536
Pirita;1;no;25097;1369;932062935;26.19252691326922
hoolitsema;2;no;52403;1369;932062935;25.547955228438536
tegelev;1;no;26043;1369;932062935;25.273970003146008
ravi;3;no;80837;1369;932062935;24.99033980749993
tarvitama;1;no;26476;1369;932062935;24.87468498116851
arm;1;no;26910;1369;932062935;24.486940247345064
paha;2;no;56755;1369;932062935;23.62057852563354
äri;2;no;57793;1369;932062935;23.203070918417424
kena;3;no;89163;1369;932062935;22.680895067033315
Inglismaa;2;no;59538;1369;932062935;22.53349399411092
ravima;1;no;29762;1369;932062935;22.211687416420745
toimetaja;1;no;30405;1369;932062935;21.75592948408411
vabanema;1;no;30455;1369;932062935;21.721272005094853
kaugel;3;no;97460;1369;932062935;20.768308007084247
ava;1;no;33524;1369;932062935;19.78655926935971
teaduslik;1;no;34223;1369;932062935;19.393136422845256
liiv;1;no;35292;1369;932062935;18.82083002879936
telekas;1;no;35814;1369;932062935;18.5534687799926
siga;1;no;36844;1369;932062935;18.047590947348304
ühesõnaga;1;no;36873;1369;932062935;18.033746766256133
põhjalikult;1;no;37347;1369;932062935;17.81043941984276
reisija;2;no;78214;1369;932062935;17.216292882292713
saabuma;3;no;119244;1369;932062935;17.003691239175787
tõsi;2;no;80213;1369;932062935;16.79217133716222
Kanada;1;no;40247;1369;932062935;16.55615458098976
maastik;1;no;41047;1369;932062935;16.240641972113753
aim;1;no;43557;1369;932062935;15.324371575284692
reisima;1;no;44647;1369;932062935;14.957897059543086
reis;3;no;135935;1369;932062935;14.930083430349878
elamine;1;no;44734;1369;932062935;14.929400251179455
igav;1;no;46767;1369;932062935;14.293088574532725
eksima;1;no;47446;1369;932062935;14.092480973621806
sissetulek;1;no;48227;1369;932062935;13.868590871099888
tuttav;3;no;147698;1369;932062935;13.748474757627926
härra;1;no;49058;1369;932062935;13.638049072645478
Eestimaa;1;no;50928;1369;932062935;13.146280449113108
näol;1;no;51198;1369;932062935;13.078191221488613
jällegi;1;no;51534;1369;932062935;12.994436657021591
no;6;no;315405;1369;932062935;12.916416546731238
laiali;1;no;52321;1369;932062935;12.802398470193566
tervis;4;no;213039;1369;932062935;12.731962442188928
sort;1;no;52774;1369;932062935;12.694412775654447
teisiti;1;no;53186;1369;932062935;12.597770401927002
peatama;1;no;53865;1369;932062935;12.441669223419408
päriselt;1;no;55847;1369;932062935;12.007364972413235
parandamine;1;no;56171;1369;932062935;11.939235767934482
säilima;1;no;58564;1369;932062935;11.459025989618883
rong;1;no;59157;1369;932062935;11.345940478214011
vastuvõtt;1;no;60050;1369;932062935;11.179794494306506
hool;1;no;60157;1369;932062935;11.160212625582089
kohtama;1;no;60546;1369;932062935;11.089596823715633
kõrv;1;no;62076;1369;932062935;10.820312507551392
puhkama;1;no;62843;1369;932062935;10.690180457321189
roheline;2;no;129901;1369;932062935;10.41481235248841
unustama;2;no;131919;1369;932062935;10.256611952258233
London;1;no;65725;1369;932062935;10.227977373035236
natukene;1;no;65888;1369;932062935;10.203027376902693
abielu;1;no;66188;1369;932062935;10.157423900397683
lasteaed;2;no;134427;1369;932062935;10.066572347827634
New;1;no;67528;1369;932062935;9.958608015003948
vihm;1;no;67674;1369;932062935;9.937415182942326
otsene;1;no;69710;1369;932062935;9.651005408484194
huvitav;4;no;292581;1369;932062935;9.281602357871776
Rootsi;2;no;146579;1369;932062935;9.237285481223568
tuttav;2;no;147698;1369;932062935;9.167740180297406
mäletama;2;no;147820;1369;932062935;9.160221196829692
selts;1;no;74754;1369;932062935;9.007826606566582
ümbrus;1;no;75409;1369;932062935;8.93054020000548
eestlane;3;no;232250;1369;932062935;8.763266963017262
avanema;1;no;77023;1369;932062935;8.74564019043423
kõvasti;1;no;78015;1369;932062935;8.635747881000835
ilus;4;no;314556;1369;932062935;8.635101790095128
park;1;no;78291;1369;932062935;8.60566236894342
arst;2;no;157720;1369;932062935;8.588616969497533
tore;3;no;248583;1369;932062935;8.189632499336618
kavatsema;1;no;82912;1369;932062935;8.131368013268926
puhkus;1;no;85096;1369;932062935;7.924936447392598
luba;1;no;87757;1369;932062935;7.687159035064234
jumal;1;no;91929;1369;932062935;7.341795472763246
lennuk;1;no;93521;1369;932062935;7.218050005655603
praktiline;1;no;93761;1369;932062935;7.199755824987411
elama;6;no;568247;1369;932062935;7.178657016947596
vähene;1;no;96002;1369;932062935;7.033306051654213
kasvatama;1;no;96310;1369;932062935;7.011029084274802
rand;1;no;101812;1369;932062935;6.635584694402039
kilomeeter;1;no;103296;1369;932062935;6.54110718604967
lai;1;no;107827;1369;932062935;6.268598800447782
külaline;1;no;110077;1369;932062935;6.141542982408257
külastama;1;no;110645;1369;932062935;6.110278524263844
lendama;1;no;110782;1369;932062935;6.102785213790379
vend;1;no;118275;1369;932062935;5.719182359386815
mõte;5;no;596277;1369;932062935;5.701699148345711
veetma;1;no;120701;1369;932062935;5.605111924349863
laev;1;no;120837;1369;932062935;5.598851752814186
täitsa;1;no;121392;1369;932062935;5.573449042601209
maa;3;no;369601;1369;932062935;5.514856494317656
täitmine;1;no;123292;1369;932062935;5.488203455468197
meri;1;no;131085;1369;932062935;5.164233442974269
küla;2;no;269054;1369;932062935;5.04693384968313
majandus;1;no;135278;1369;932062935;5.005261114793756
enamik;1;no;138427;1369;932062935;4.89216070410976
kujutama;1;no;141206;1369;932062935;4.796512048739112
kuulma;2;no;283532;1369;932062935;4.790066576109777
poeg;1;no;146285;1369;932062935;4.6310320139533205
jälle;2;no;307300;1369;932062935;4.420701036078382
tihti;1;no;167348;1369;932062935;4.051382674580444
kuus;1;no;172599;1369;932062935;3.928789001353245
sõitma;3;no;521363;1369;932062935;3.9124181205228137
halb;1;no;177187;1369;932062935;3.827591051840191
kuu;3;no;540164;1369;932062935;3.776476689559592
nägema;8;no;1467770;1369;932062935;3.709132810902452
suurepärane;1;no;186240;1369;932062935;3.642460956841224
asuv;1;no;187488;1369;932062935;3.618335122238854
ühiskond;1;no;190857;1369;932062935;3.554774818849947
hästi;3;no;574210;1369;932062935;3.5529250948168567
meel;2;no;390199;1369;932062935;3.4837473396884744
tavaline;1;no;197660;1369;932062935;3.4330019104303826
jõud;1;no;199755;1369;932062935;3.3971643287887545
kahjuks;1;no;202151;1369;932062935;3.357084148717888
nägu;1;no;203254;1369;932062935;3.3389493957244154
parem;3;no;620182;1369;932062935;3.289953956010081
ilm;1;no;207337;1369;932062935;3.2734911361508487
juuni;1;no;211790;1369;932062935;3.204965775743198
uuesti;1;no;217699;1369;932062935;3.1183443116445813
Pärnu;1;no;221951;1369;932062935;3.0588548204355543
tähendama;2;no;444609;1369;932062935;3.0583080064342387
kirik;1;no;225735;1369;932062935;3.007790027471579
eesti;2;no;457012;1369;932062935;2.97547650522273
meeldima;2;no;469613;1369;932062935;2.8957944887789804
hotell;1;no;236196;1369;932062935;2.8751001590184933
korraldama;1;no;238111;1369;932062935;2.8520674186539776
vaatama;5;no;1204574;1369;932062935;2.82462818746058
maksma;2;no;520682;1369;932062935;2.6122796465691334
raha;2;no;546273;1369;932062935;2.490111828755482
jõudma;3;no;869599;1369;932062935;2.3473449202341388
laps;5;no;1505088;1369;932062935;2.2609967086924483
