lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
20;3;no;1;3321;932062935;903.3731477120316
16.;3;no;1;3321;932062935;903.3731477120316
põhialune;3;no;1;3321;932062935;903.3731477120316
Tõniste;3;no;41;3321;932062935;866.237907422069
kultuuripoliitika;6;no;1566;3321;932062935;674.4729745064463
normaalmägi;3;no;334;3321;932062935;665.7678518993819
Karulin;3;no;454;3321;932062935;608.1282309193101
2014.;2;no;1;3321;932062935;602.5817412283318
Brexitist;2;no;1;3321;932062935;602.5817412283318
23.;2;no;1;3321;932062935;602.5817412283318
finantskuriteg;2;no;1;3321;932062935;602.5817412283318
homse;2;no;1;3321;932062935;602.5817412283318
miinuma;2;no;1;3321;932062935;602.5817412283318
frentsel;2;no;1;3321;932062935;602.5817412283318
Päevakada;2;no;1;3321;932062935;602.5817412283318
struktuuriraha;2;no;10;3321;932062935;596.8249754438305
spordisõnum;2;no;14;3321;932062935;594.3015704847562
lõhkiajamine;2;no;86;3321;932062935;552.2710519344442
tulistamisjuhtum;2;no;98;3321;932062935;545.837219206337
kammer;2;no;241;3321;932062935;479.2979739385575
rahvuskongress;2;no;322;3321;932062935;448.3400891263227
seitsmeteistkümnes;2;no;511;3321;932062935;389.6203515530788
debateerima;2;no;591;3321;932062935;369.15525624548
pangajuht;2;no;621;3321;932062935;362.0244069812391
kahevõistleja;3;no;1447;3321;932062935;354.30084181626614
dubleerima;3;no;1664;3321;932062935;324.6855032828304
Sotšis;1;no;1;3321;932062935;301.79033474463205
lastemaksuvabastus;1;no;1;3321;932062935;301.79033474463205
võitnud;1;no;1;3321;932062935;301.79033474463205
kapitalikomisjon;1;no;1;3321;932062935;301.79033474463205
jorintermors;1;no;1;3321;932062935;301.79033474463205
43.-na;1;no;1;3321;932062935;301.79033474463205
paberse;1;no;1;3321;932062935;301.79033474463205
klaperhüppevoor;1;no;1;3321;932062935;301.79033474463205
akitav;1;no;1;3321;932062935;301.79033474463205
Mihhotakaak;1;no;1;3321;932062935;301.79033474463205
taade;1;no;1;3321;932062935;301.79033474463205
näoko;1;no;1;3321;932062935;301.79033474463205
korruptsioonitõrge;1;no;1;3321;932062935;301.79033474463205
Guczynsk;1;no;1;3321;932062935;301.79033474463205
Karl-Augus;1;no;1;3321;932062935;301.79033474463205
Aabeeveeell;1;no;1;3321;932062935;301.79033474463205
Tairaja;1;no;1;3321;932062935;301.79033474463205
eeltäidetult;1;no;1;3321;932062935;301.79033474463205
autama;1;no;1;3321;932062935;301.79033474463205
saju;1;no;1;3321;932062935;301.79033474463205
sõitnud;1;no;1;3321;932062935;301.79033474463205
10.;1;no;1;3321;932062935;301.79033474463205
riigivõimupartei;1;no;1;3321;932062935;301.79033474463205
paljastanud;1;no;1;3321;932062935;301.79033474463205
riskiaktsiisilaekumine;1;no;1;3321;932062935;301.79033474463205
parteikorraldus;1;no;1;3321;932062935;301.79033474463205
korvpallikoond;1;no;1;3321;932062935;301.79033474463205
Suuma;1;no;1;3321;932062935;301.79033474463205
Saakašvil;1;no;1;3321;932062935;301.79033474463205
2005.;1;no;1;3321;932062935;301.79033474463205
Venemaaleht;1;no;1;3321;932062935;301.79033474463205
kinnipeetui;1;no;1;3321;932062935;301.79033474463205
sirb;1;no;1;3321;932062935;301.79033474463205
võistluspäab;1;no;1;3321;932062935;301.79033474463205
näitlikustatud;1;no;1;3321;932062935;301.79033474463205
21.;1;no;1;3321;932062935;301.79033474463205
Rütsekvel;1;no;1;3321;932062935;301.79033474463205
salakav;1;no;1;3321;932062935;301.79033474463205
sõnavõtlus;1;no;1;3321;932062935;301.79033474463205
20.;1;no;1;3321;932062935;301.79033474463205
nagunii-öel;1;no;1;3321;932062935;301.79033474463205
homoriik;1;no;1;3321;932062935;301.79033474463205
magustatud;1;no;1;3321;932062935;301.79033474463205
Isif;1;no;1;3321;932062935;301.79033474463205
episoo;1;no;1;3321;932062935;301.79033474463205
finantssandaal;1;no;1;3321;932062935;301.79033474463205
ohutune;1;no;1;3321;932062935;301.79033474463205
43.;1;no;1;3321;932062935;301.79033474463205
initseeritud;1;no;10;3321;932062935;298.90718022088294
lisaajavärav;1;no;13;3321;932062935;297.9583317289434
Reinfelds;1;no;14;3321;932062935;297.6433861574536
ostuturist;1;no;15;3321;932062935;297.3291056855254
ukk;1;no;15;3321;932062935;297.3291056855254
uuenenud;1;no;17;3321;932062935;296.7025316308016
käimasolevalt;1;no;18;3321;932062935;296.39023386535854
initseerima;1;no;21;3321;932062935;295.4572727051429
Berenson;1;no;21;3321;932062935;295.4572727051429
Pruuns;1;no;24;3321;932062935;294.5301665642533
riikis;1;no;28;3321;932062935;293.3030379841285
kiiruisutamine;2;no;993;3321;932062935;292.0666529003208
sõnastav;1;no;36;3321;932062935;290.8792035214724
Honga;1;no;55;3321;932062935;285.28006219933576
ühisdeklaratsioon;2;no;1044;3321;932062935;284.52873544127164
Väikenurm;1;no;62;3321;932062935;283.2711748692842
planeeritud;1;no;69;3321;932062935;281.29038209916234
tagaselg;1;no;75;3321;932062935;279.6144766180466
Silve;1;no;94;3321;932062935;274.4367483574084
kõrgrõhk;1;no;103;3321;932062935;272.0504869507851
murdmaadistants;1;no;142;3321;932062935;262.1721375120899
suunaliselt;1;no;150;3321;932062935;260.23382409957406
eelarvekõnelus;1;no;162;3321;932062935;257.3795039418449
Maryland;2;no;1262;3321;932062935;256.25823173933605
jäähokiturniir;1;no;175;3321;932062935;254.357152234944
saga;1;no;176;3321;932062935;254.12760105675665
väljakuulutamata;1;no;188;3321;932062935;251.40495832179187
alavaldkond;1;no;190;3321;932062935;250.956846276594
kagutuul;2;no;1327;3321;932062935;248.8849156599162
NSA;2;no;1332;3321;932062935;248.33527343970133
Ude;1;no;208;3321;932062935;246.99458849739636
ajakirjandusauhind;1;no;211;3321;932062935;246.3463444306843
Pyeongchang;3;no;2593;3321;932062935;239.1174331202052
Hirve;1;no;250;3321;932062935;238.21859831131485
Kaljulai;1;no;274;3321;932062935;233.4781770666544
toetusperiood;1;no;284;3321;932062935;231.55822563694767
piirikaubandus;2;no;1580;3321;932062935;223.81871099416452
una;1;no;337;3321;932062935;221.8876367163453
Grabbi;1;no;356;3321;932062935;218.614609457308
eelarveraamistik;1;no;357;3321;932062935;218.44501757507976
aastakõne;1;no;367;3321;932062935;216.76345918641647
kunstisündmus;1;no;377;3321;932062935;215.10759182212956
ansip;1;no;377;3321;932062935;215.10759182212956
menetlusprotsess;1;no;386;3321;932062935;213.6387937283578
olümpiadebüüt;1;no;389;3321;932062935;213.15364168585876
kond;1;no;406;3321;932062935;210.44553893980995
põhimõttelisem;1;no;406;3321;932062935;210.44553893980995
Mihheil;1;no;412;3321;932062935;209.50609391773676
Sõerd;2;no;1758;3321;932062935;209.0087487294857
murdmaarada;1;no;423;3321;932062935;207.80538543138508
Otsmaa;1;no;436;3321;932062935;205.83071749653016
kogeja;1;no;447;3321;932062935;204.18892303233343
Loonurm;1;no;448;3321;932062935;204.04096679218392
valdkonniti;1;no;507;3321;932062935;195.6755112252675
ekspresident;2;no;1984;3321;932062935;192.8102035451844
Zuma;1;no;537;3321;932062935;191.67958620605924
Tiirmaa;1;no;568;3321;932062935;187.71837429038197
oletuslik;1;no;572;3321;932062935;187.2191441852524
tuuleolu;1;no;581;3321;932062935;186.105527389354
Margitta;1;no;595;3321;932062935;184.3993256842809
sajandik;2;no;2125;3321;932062935;183.91727615771765
tuludeklaratsioon;3;no;3678;3321;932062935;182.840020296681
tavadistants;1;no;645;3321;932062935;178.55303630698725
haiglavõrk;1;no;652;3321;932062935;177.76400752124087
rahapesuskandaal;1;no;665;3321;932062935;176.3170187726252
direktriss;1;no;680;3321;932062935;174.6764157761985
aktsiisipoliitika;1;no;705;3321;932062935;172.0088882786042
maarjamägi;1;no;708;3321;932062935;171.69424994746248
Bonnier;1;no;723;3321;932062935;170.1381678826968
Kaiv;1;no;745;3321;932062935;167.9062661363146
umbusaldushääletus;1;no;759;3321;932062935;166.51620094284598
Remy;1;no;762;3321;932062935;166.22131898037122
päeviti;1;no;784;3321;932062935;164.09035458332937
kultuurileht;1;no;806;3321;932062935;162.01333669856947
fiskaalpoliitika;1;no;809;3321;932062935;161.73417389501714
õigustamine;2;no;2550;3321;932062935;161.46942158813044
Carolin;1;no;819;3321;932062935;160.8105396231569
Taisto;1;no;824;3321;932062935;160.35266725304405
korruptsioonisüüdistus;1;no;832;3321;932062935;159.62547021683153
Gazeta;1;no;835;3321;932062935;159.35446888396137
Kultuuriministeerium;3;no;4396;3321;932062935;158.2008341281683
Netanyahu;2;no;2627;3321;932062935;157.97604546937234
Null;1;no;854;3321;932062935;157.65926831209836
tihenema;2;no;2649;3321;932062935;157.00553110997413
sajupilv;1;no;867;3321;932062935;156.52002496036022
Novaja;1;no;892;3321;932062935;154.37481354855714
raketisüsteem;1;no;899;3321;932062935;153.7846515862432
Kond;1;no;920;3321;932062935;152.04093239491286
üldpõhimõte;2;no;2805;3321;932062935;150.45149033539568
altkäemaks;4;no;6613;3321;932062935;148.91344483673754
taliolümpiamängud;2;no;2879;3321;932062935;147.53015041666262
lääneserv;1;no;977;3321;932062935;147.50135803744934
tugevnev;1;no;983;3321;932062935;147.0392279778831
Karolin;2;no;2900;3321;932062935;146.7216738307347
elustuma;1;no;992;3321;932062935;146.3514370393809
mäesuusataja;1;no;1009;3321;932062935;145.06967827473295
töövõimereform;1;no;1072;3321;932062935;140.50924777542423
briifing;1;no;1087;3321;932062935;139.46537802768336
koolituskulu;1;no;1096;3321;932062935;138.84646804190962
CBS;1;no;1131;3321;932062935;136.49092847061348
kaheksane;1;no;1166;3321;932062935;134.21397937782018
Lotta;1;no;1179;3321;932062935;133.38748495977876
välisuudis;1;no;1184;3321;932062935;133.07230651505122
Erle;1;no;1199;3321;932062935;132.13564501860145
opositsioonijuht;1;no;1268;3321;932062935;127.991509248102
alampiir;1;no;1280;3321;932062935;127.29718085143853
sajune;1;no;1320;3321;932062935;125.0361928679666
opositsioonipoliitik;1;no;1414;3321;932062935;120.02635193222508
mõttemäng;1;no;1418;3321;932062935;119.82205722990942
terviseminister;1;no;1430;3321;932062935;119.21332464050492
tõukejõud;1;no;1448;3321;932062935;118.31173510185305
laenuintress;1;no;1455;3321;932062935;117.96478901443749
Metsoja;1;no;1491;3321;932062935;116.21215917425558
Mälberg;1;no;1524;3321;932062935;114.65071659145369
jaapanlanna;1;no;1531;3321;932062935;114.32488041214378
miinuspool;1;no;1532;3321;932062935;114.27848351262136
Kilumets;1;no;1560;3321;932062935;112.99448803505392
Hubert;1;no;1640;3321;932062935;109.47997098347008
piiriäärne;1;no;1703;3321;932062935;106.86248580679872
aktsiisitõus;1;no;1737;3321;932062935;105.5012123539376
ergutamine;1;no;1767;3321;932062935;104.32856968244754
Saakašvili;1;no;1769;3321;932062935;104.25131967221596
valeandmed;1;no;1769;3321;932062935;104.25131967221596
keskkriminaalpolitsei;1;no;1812;3321;932062935;102.61768121271568
Kelder;1;no;1931;3321;932062935;98.3524923776986
selgimine;1;no;1933;3321;932062935;98.28383595052124
sünoptik;1;no;1946;3321;932062935;97.83989504435868
sisekontroll;1;no;1946;3321;932062935;97.83989504435868
maksupettus;1;no;1968;3321;932062935;97.09767746521642
niiskem;1;no;1982;3321;932062935;96.63119217823582
kõrgrõhkkond;1;no;2048;3321;932062935;94.4910834547388
slaalom;1;no;2083;3321;932062935;93.39419493459393
tuuleiil;1;no;2114;3321;932062935;92.44371554373645
taluvus;1;no;2127;3321;932062935;92.05086050034431
õiguskaitseorgan;1;no;2144;3321;932062935;91.54213728447624
alkoholiaktsiis;1;no;2163;3321;932062935;90.98017759417834
tagasikutsumine;1;no;2165;3321;932062935;90.92142504086986
kultuuritöötaja;1;no;2176;3321;932062935;90.59963758148896
klassikaliselt;1;no;2205;3321;932062935;89.76210593347848
saja-aastane;1;no;2225;3321;932062935;89.19346281307467
talveilm;1;no;2263;3321;932062935;88.13265379120267
Pyongyang;1;no;2323;3321;932062935;86.50812015450599
selginema;1;no;2339;3321;932062935;86.08497637831566
optimaalselt;1;no;2404;3321;932062935;84.40769283372614
rahapesu;4;no;12711;3321;932062935;82.35403725056814
võitmatu;1;no;2515;3321;932062935;81.68965313406989
Ansip;4;no;12858;3321;932062935;81.47615558078202
Maarjamägi;1;no;2587;3321;932062935;80.01828347280151
tagandama;1;no;2626;3321;932062935;79.14120144461663
Reiljan;1;no;2634;3321;932062935;78.96365841660584
ajaloomuuseum;1;no;2637;3321;932062935;78.89728497921791
valikmäng;1;no;2643;3321;932062935;78.76487228649553
õhumass;1;no;2654;3321;932062935;78.5232664890358
asitõend;1;no;2665;3321;932062935;78.28313837702116
põhiprobleem;1;no;2788;3321;932062935;75.69478807526112
konkreetsemalt;1;no;2808;3321;932062935;75.29000992371239
vaidlemine;1;no;2816;3321;932062935;75.12930822530569
võimuesindaja;1;no;2844;3321;932062935;74.5722145892833
kriminaalne;2;no;6615;3321;932062935;74.49874115140365
deklareerimine;1;no;2872;3321;932062935;74.02332198572284
valitsusjuht;2;no;6677;3321;932062935;73.89171213996771
laskesuusataja;1;no;2922;3321;932062935;73.06299358379805
pangaarve;1;no;2970;3321;932062935;72.16423214646561
