lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
usutunne;19;no;56;8072;932062935;2221.3528276670327
üliintellekt;14;no;10;8072;932062935;1716.9693120415084
algenergia;5;no;63;8072;932062935;581.1444560574288
niukene;4;no;50;8072;932062935;471.2596744828649
sädemeki;3;no;1;8072;932062935;372.2557150296514
niukne;3;no;130;8072;932062935;327.0408923893857
samane;5;no;1069;8072;932062935;288.9840684113634
põrgutuli;3;no;289;8072;932062935;284.4554527700001
vaheaste;3;no;315;8072;932062935;278.5248444867702
Hiiob;3;no;354;8072;932062935;270.07854793365163
põrgus;2;no;1;8072;932062935;248.5034527734117
õndne;2;no;1;8072;932062935;248.5034527734117
sirb;2;no;1;8072;932062935;248.5034527734117
jumalast;2;no;1;8072;932062935;248.5034527734117
loodussfäär;2;no;1;8072;932062935;248.5034527734117
inimeseom;2;no;1;8072;932062935;248.5034527734117
iniminimkond;2;no;1;8072;932062935;248.5034527734117
üleloomulikkus;2;no;1;8072;932062935;248.5034527734117
rööb;2;no;1;8072;932062935;248.5034527734117
jõulupühi;2;no;1;8072;932062935;248.5034527734117
nisugune;2;no;13;8072;932062935;245.34806351536093
sekularistlik;2;no;19;8072;932062935;243.8002286382798
ortodoks;3;no;588;8072;932062935;228.50238765679143
arrak;2;no;128;8072;932062935;218.73169351251155
religioonifilosoofia;2;no;146;8072;932062935;215.07961499705343
religioon;44;no;23287;8072;932062935;209.8162358327286
jõululaps;2;no;236;8072;932062935;198.5075924033096
niisuke;2;no;281;8072;932062935;191.1437191858421
hädaohtlik;2;no;284;8072;932062935;190.6721719155049
niuke;2;no;331;8072;932062935;183.5770447989541
teoloogiadoktor;2;no;461;8072;932062935;166.44571840711092
ulm;2;no;511;8072;932062935;160.6786200231755
tunnetuslik;4;no;2138;8072;932062935;150.7482644064386
son;2;no;649;8072;932062935;146.65409951084172
Aarne;10;no;7779;8072;932062935;132.66102677651784
ilmalik;7;no;5334;8072;932062935;129.14211276923234
pigemini;2;no;877;8072;932062935;128.17097543507708
julvernilikult;1;no;1;8072;932062935;124.75119051717203
teatus;1;no;1;8072;932062935;124.75119051717203
liigtarkus;1;no;1;8072;932062935;124.75119051717203
bioloogiapõhine;1;no;1;8072;932062935;124.75119051717203
Eitš;1;no;1;8072;932062935;124.75119051717203
põgimine;1;no;1;8072;932062935;124.75119051717203
aasiamägi;1;no;1;8072;932062935;124.75119051717203
inimjum;1;no;1;8072;932062935;124.75119051717203
Aadeeiske;1;no;1;8072;932062935;124.75119051717203
kolleks;1;no;1;8072;932062935;124.75119051717203
Alpas;1;no;1;8072;932062935;124.75119051717203
tammima;1;no;1;8072;932062935;124.75119051717203
artikklikogu;1;no;1;8072;932062935;124.75119051717203
võrdubi;1;no;1;8072;932062935;124.75119051717203
mõlgutuma;1;no;1;8072;932062935;124.75119051717203
inimimik;1;no;1;8072;932062935;124.75119051717203
kinnike;1;no;1;8072;932062935;124.75119051717203
juutama;1;no;1;8072;932062935;124.75119051717203
hobus;1;no;1;8072;932062935;124.75119051717203
Yopp;1;no;1;8072;932062935;124.75119051717203
naljavilu;1;no;1;8072;932062935;124.75119051717203
Oroc;1;no;1;8072;932062935;124.75119051717203
jõulujõul;1;no;1;8072;932062935;124.75119051717203
disklustama;1;no;1;8072;932062935;124.75119051717203
naqkma;1;no;1;8072;932062935;124.75119051717203
eneseteaduslik;1;no;1;8072;932062935;124.75119051717203
tattma;1;no;1;8072;932062935;124.75119051717203
kombima;1;no;1;8072;932062935;124.75119051717203
liiguhkus;1;no;1;8072;932062935;124.75119051717203
kobadine;1;no;1;8072;932062935;124.75119051717203
maalivaatleja;1;no;1;8072;932062935;124.75119051717203
etepolisson;1;no;1;8072;932062935;124.75119051717203
küünivel;1;no;1;8072;932062935;124.75119051717203
Julvern;1;no;1;8072;932062935;124.75119051717203
mõistusekstaatiliselt;1;no;1;8072;932062935;124.75119051717203
22.;1;no;1;8072;932062935;124.75119051717203
16.-st;1;no;1;8072;932062935;124.75119051717203
tehniseerima;1;no;1;8072;932062935;124.75119051717203
manegeerima;1;no;1;8072;932062935;124.75119051717203
asjam;1;no;1;8072;932062935;124.75119051717203
Dondt;1;no;1;8072;932062935;124.75119051717203
lausma;1;no;1;8072;932062935;124.75119051717203
Masingut;1;no;1;8072;932062935;124.75119051717203
uskema;1;no;1;8072;932062935;124.75119051717203
universumine;1;no;1;8072;932062935;124.75119051717203
mikeo;1;no;1;8072;932062935;124.75119051717203
eelreligioosne;1;no;1;8072;932062935;124.75119051717203
Füüs;1;no;1;8072;932062935;124.75119051717203
energiapüha;1;no;1;8072;932062935;124.75119051717203
voolema;1;no;1;8072;932062935;124.75119051717203
jumala;1;no;1;8072;932062935;124.75119051717203
kõiku;1;no;1;8072;932062935;124.75119051717203
Fratzinger;1;no;1;8072;932062935;124.75119051717203
mõistmisulatus;1;no;1;8072;932062935;124.75119051717203
tooksima;1;no;1;8072;932062935;124.75119051717203
piiblilause;1;no;1;8072;932062935;124.75119051717203
jäämäe;1;no;1;8072;932062935;124.75119051717203
mõtlevastal;1;no;1;8072;932062935;124.75119051717203
laitama;1;no;1;8072;932062935;124.75119051717203
löima;1;no;1;8072;932062935;124.75119051717203
hiigel-suur;1;no;1;8072;932062935;124.75119051717203
tavema;1;no;1;8072;932062935;124.75119051717203
religiooniaste;1;no;1;8072;932062935;124.75119051717203
religioonitee;1;no;1;8072;932062935;124.75119051717203
vaimumasin;1;no;1;8072;932062935;124.75119051717203
dioloogiliselt;1;no;1;8072;932062935;124.75119051717203
19.;1;no;1;8072;932062935;124.75119051717203
Talga;1;no;1;8072;932062935;124.75119051717203
sigimene;1;no;1;8072;932062935;124.75119051717203
kasesamane;1;no;1;8072;932062935;124.75119051717203
Krootsijus;1;no;1;8072;932062935;124.75119051717203
Napolion;1;no;1;8072;932062935;124.75119051717203
napolion;1;no;1;8072;932062935;124.75119051717203
tohu;1;no;1;8072;932062935;124.75119051717203
ohupaarkümmend;1;no;1;8072;932062935;124.75119051717203
vanakura;1;no;1;8072;932062935;124.75119051717203
kastera;1;no;1;8072;932062935;124.75119051717203
eitanudma;1;no;1;8072;932062935;124.75119051717203
pühaduseia;1;no;1;8072;932062935;124.75119051717203
hübriit;1;no;1;8072;932062935;124.75119051717203
hübris;1;no;1;8072;932062935;124.75119051717203
genoon;1;no;1;8072;932062935;124.75119051717203
kvantifitseer;1;no;1;8072;932062935;124.75119051717203
sõstart;1;no;1;8072;932062935;124.75119051717203
tontu;1;no;1;8072;932062935;124.75119051717203
Tracitsionalism;1;no;1;8072;932062935;124.75119051717203
saaditsionalism;1;no;1;8072;932062935;124.75119051717203
Abrahamine;1;no;1;8072;932062935;124.75119051717203
Isakis;1;no;1;8072;932062935;124.75119051717203
Jaagupist;1;no;1;8072;932062935;124.75119051717203
eelia;1;no;1;8072;932062935;124.75119051717203
progressius;1;no;1;8072;932062935;124.75119051717203
vadis;1;no;1;8072;932062935;124.75119051717203
kakas;1;no;1;8072;932062935;124.75119051717203
visteeriv;1;no;1;8072;932062935;124.75119051717203
põrgujutt;1;no;1;8072;932062935;124.75119051717203
Yestertan;1;no;1;8072;932062935;124.75119051717203
religiooniilming;1;no;1;8072;932062935;124.75119051717203
hiigelraamat;1;no;1;8072;932062935;124.75119051717203
katoliitlane;1;no;1;8072;932062935;124.75119051717203
Plancki;1;no;1;8072;932062935;124.75119051717203
kaheldama;1;no;1;8072;932062935;124.75119051717203
müterdama;1;no;10;8072;932062935;123.55937978676204
traditsionaline;1;no;11;8072;932062935;123.42836055654836
kvantifitseeriv;1;no;11;8072;932062935;123.42836055654836
pühane;1;no;12;8072;932062935;123.29761889094472
küündimatu;2;no;950;8072;932062935;123.19957887189008
niuk;1;no;13;8072;932062935;123.16715390885234
rels;1;no;13;8072;932062935;123.16715390885234
liits;1;no;14;8072;932062935;123.03696473289774
isas;1;no;16;8072;932062935;122.77741030841662
õhtusööm;1;no;16;8072;932062935;122.77741030841662
religiooniteooria;1;no;17;8072;932062935;122.6480433235934
algas;1;no;18;8072;932062935;122.51894867227584
sekularist;1;no;19;8072;932062935;122.39012549542448
Riimann;1;no;19;8072;932062935;122.39012549542448
tagam;1;no;22;8072;932062935;122.00527627529806
esse;1;no;24;8072;932062935;121.75005191336771
veinikarikas;1;no;27;8072;932062935;121.36921125900535
kapasiteet;1;no;33;8072;932062935;120.61463325052134
liiguma;1;no;34;8072;932062935;120.48978151583545
faktilisus;1;no;35;8072;932062935;120.3651879892354
religioonifilosoof;1;no;36;8072;932062935;120.24085187054158
monorelss;1;no;38;8072;932062935;119.99294867265156
teadususk;1;no;40;8072;932062935;119.74606558648048
sapiens;2;no;1007;8072;932062935;119.57804814746432
lõpmatus;7;no;5840;8072;932062935;119.4927770072292
kommun;1;no;44;8072;932062935;119.25533466619824
neitsistsünd;1;no;47;8072;932062935;118.8899179077765
eten;1;no;49;8072;932062935;118.64754830300132
toonud;1;no;49;8072;932062935;118.64754830300132
inimintellekt;1;no;49;8072;932062935;118.64754830300132
substantsiaalne;1;no;63;8072;932062935;116.9782411488342
sakraalne;2;no;1051;8072;932062935;116.92486249933032
panteism;1;no;64;8072;932062935;116.8608005363604
üliintelligentne;1;no;73;8072;932062935;115.8143514353126
taltsutav;1;no;77;8072;932062935;115.35525479260292
möllumees;1;no;78;8072;932062935;115.24104878543704
valgusrohke;1;no;84;8072;932062935;114.5605335644851
tarbijalik;1;no;88;8072;932062935;114.11130428800134
Petlemm;1;no;89;8072;932062935;113.9995469218523
osaduslik;1;no;96;8072;932062935;113.22333293602958
sekularism;1;no;104;8072;932062935;112.3490745942926
panteistlik;1;no;105;8072;932062935;112.24074069207452
veendunud;1;no;117;8072;932062935;110.95684356505906
kasutanud;1;no;119;8072;932062935;110.7457109299518
inglikoor;1;no;123;8072;932062935;110.32584702513196
Benedictus;2;no;1177;8072;932062935;109.93951728727974
algpositsioon;1;no;138;8072;932062935;108.77931396502088
jora;1;no;139;8072;932062935;108.67775194619794
mõttetegevus;2;no;1216;8072;932062935;107.9434672161472
orelikunstnik;1;no;147;8072;932062935;107.87203247667544
suretama;4;no;3376;8072;932062935;107.42801719766123
makromaailm;1;no;152;8072;932062935;107.37449663722404
Arraku;1;no;154;8072;932062935;107.17676500827896
viletsavõitu;1;no;156;8072;932062935;106.979760291804
kultuurimaailm;1;no;160;8072;932062935;106.58791562108708
religioossus;2;no;1246;8072;932062935;106.45668556055448
jõukohaselt;1;no;162;8072;932062935;106.39306775226484
tehnikasaavutus;1;no;169;8072;932062935;105.71667455929456
kolmandal-neljas;1;no;172;8072;932062935;105.42941736260416
vana-vanaisa;1;no;178;8072;932062935;104.85956092993658
religioonilugu;1;no;200;8072;932062935;102.82176756250456
kori;1;no;219;8072;932062935;101.12454187285311
ülitark;1;no;222;8072;932062935;100.86166745204127
progressiusk;1;no;229;8072;932062935;100.2535766665368
nimodi;1;no;230;8072;932062935;100.16730459499314
tunnetav;1;no;233;8072;932062935;99.90937697172276
välgusähvatus;1;no;234;8072;932062935;99.823696024346
putt;1;no;241;8072;932062935;99.228019653265
Chalmers;1;no;245;8072;932062935;98.89081416763558
jõulusõnum;1;no;250;8072;932062935;98.4725165827966
väikeaju;1;no;267;8072;932062935;97.07639905381342
peksa;1;no;268;8072;932062935;96.99550629708992
filosoofiaprofessor;1;no;274;8072;932062935;96.5129667704254
tapariist;1;no;277;8072;932062935;96.27349296643249
niu;1;no;278;8072;932062935;96.19393223435668
koerustükk;1;no;302;8072;932062935;94.3231570022778
loodusnähtus;2;no;1535;8072;932062935;93.98599351191396
intellekt;3;no;2785;8072;932062935;93.44421014923982
rüüs;1;no;317;8072;932062935;93.19042996716313
Moose;1;no;329;8072;932062935;92.30365014946436
niuke;1;no;331;8072;932062935;92.15749171572098
mitteusklik;1;no;333;8072;932062935;92.01179542004108
Vaimu;1;no;341;8072;932062935;91.43358805642764
kvantifitseerima;1;no;349;8072;932062935;90.86260228791706
inimühiskond;2;no;1639;8072;932062935;90.18424164027454
tav;1;no;360;8072;932062935;90.08904196195112
kunstisündmus;1;no;377;8072;932062935;88.91911065276379
aja;1;no;377;8072;932062935;88.91911065276379
elavus;1;no;382;8072;932062935;88.58077407738216
igavik;6;no;6934;8072;932062935;88.19455970157203
Stat;1;no;400;8072;932062935;87.38379314540174
kond;1;no;406;8072;932062935;86.99195600145424
pealine;1;no;412;8072;932062935;86.60361723961738
hüpoteetiliselt;1;no;455;8072;932062935;83.91883960816581
