lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
sotsia;10;no;31;6406;932062935;1511.75618767048
ränder;8;no;1;6406;932062935;1248.489731798075
Infotankist;6;no;1;6406;932062935;936.6170309137892
paanikaruum;4;no;1;6406;932062935;624.7443300295035
Rander;4;no;491;6406;932062935;409.6275462349367
maalilisus;3;no;177;6406;932062935;394.41165652623937
Elken;5;no;937;6406;932062935;389.72695535191895
akvarell;8;no;2296;6406;932062935;360.8726090307389
moraliseeriv;3;no;350;6406;932062935;341.1902313400886
niuk;2;no;13;6406;932062935;308.8989206506851
ulmeteemaline;2;no;50;6406;932062935;297.26090881178465
videoinstallatsioon;3;no;549;6406;932062935;295.3469019094742
katseklaas;4;no;1086;6406;932062935;288.85411257104187
niukne;2;no;130;6406;932062935;274.8697002296465
kunstihoone;6;no;2658;6406;932062935;243.4282216379602
niu;2;no;278;6406;932062935;241.25102267384847
niuke;2;no;331;6406;932062935;231.12777081727012
Räni;2;no;337;6406;932062935;230.03502231232417
bonsai;2;no;337;6406;932062935;230.03502231232417
linnagalerii;4;no;1616;6406;932062935;228.7721273265714
sotsiaalkriitiline;2;no;363;6406;932062935;225.4167829831904
tankist;3;no;1355;6406;932062935;191.26161448862928
põlg;3;no;1397;6406;932062935;187.81259312995036
lõbusus;2;no;632;6406;932062935;186.6478093916781
ühtepidi;3;no;1617;6406;932062935;171.6031971510358
Mäetamm;2;no;794;6406;932062935;169.12993996274452
kõrgteooria;1;no;1;6406;932062935;156.93527870307514
hingimatv;1;no;1;6406;932062935;156.93527870307514
etel;1;no;1;6406;932062935;156.93527870307514
nimetane;1;no;1;6406;932062935;156.93527870307514
Võsa-Tang;1;no;1;6406;932062935;156.93527870307514
Maryszoits;1;no;1;6406;932062935;156.93527870307514
teelane;1;no;1;6406;932062935;156.93527870307514
teinekordki;1;no;1;6406;932062935;156.93527870307514
krütt;1;no;1;6406;932062935;156.93527870307514
saljanud;1;no;1;6406;932062935;156.93527870307514
kreetama;1;no;1;6406;932062935;156.93527870307514
aretatud;1;no;1;6406;932062935;156.93527870307514
kiibikandja;1;no;1;6406;932062935;156.93527870307514
jälgimisprotseduur;1;no;1;6406;932062935;156.93527870307514
ökonäitus;1;no;1;6406;932062935;156.93527870307514
suunitletud;1;no;1;6406;932062935;156.93527870307514
ökoteemaline;1;no;1;6406;932062935;156.93527870307514
Litorina;1;no;1;6406;932062935;156.93527870307514
tüükas;1;no;1;6406;932062935;156.93527870307514
akev;1;no;1;6406;932062935;156.93527870307514
pädem;1;no;1;6406;932062935;156.93527870307514
Graya;1;no;1;6406;932062935;156.93527870307514
kretäbränder;1;no;1;6406;932062935;156.93527870307514
teoreet;1;no;1;6406;932062935;156.93527870307514
paade;1;no;1;6406;932062935;156.93527870307514
titad;1;no;1;6406;932062935;156.93527870307514
isaraline;1;no;1;6406;932062935;156.93527870307514
käesolema;1;no;1;6406;932062935;156.93527870307514
šokeerim;1;no;1;6406;932062935;156.93527870307514
keretama;1;no;1;6406;932062935;156.93527870307514
Katarigadel;1;no;1;6406;932062935;156.93527870307514
kallel;1;no;1;6406;932062935;156.93527870307514
lakkaan;1;no;1;6406;932062935;156.93527870307514
suurendatud;1;no;1;6406;932062935;156.93527870307514
pirjetama;1;no;1;6406;932062935;156.93527870307514
mässo;1;no;1;6406;932062935;156.93527870307514
mägitöö;1;no;1;6406;932062935;156.93527870307514
90.-te;1;no;1;6406;932062935;156.93527870307514
80.-te;1;no;1;6406;932062935;156.93527870307514
kallen;1;no;1;6406;932062935;156.93527870307514
koomiksikeel;1;no;1;6406;932062935;156.93527870307514
kergeminiseeritav;1;no;1;6406;932062935;156.93527870307514
sõnakowitzkiline;1;no;1;6406;932062935;156.93527870307514
helinaloid;1;no;1;6406;932062935;156.93527870307514
paralleelt;1;no;1;6406;932062935;156.93527870307514
aktse;1;no;1;6406;932062935;156.93527870307514
rabiilia;1;no;1;6406;932062935;156.93527870307514
saiu;1;no;1;6406;932062935;156.93527870307514
niuge;1;no;1;6406;932062935;156.93527870307514
täng;1;no;1;6406;932062935;156.93527870307514
käiatud;1;no;1;6406;932062935;156.93527870307514
Bagdu;1;no;1;6406;932062935;156.93527870307514
jäliti;1;no;1;6406;932062935;156.93527870307514
pilood;1;no;1;6406;932062935;156.93527870307514
äraekspluateerima;1;no;1;6406;932062935;156.93527870307514
elekteerima;1;no;1;6406;932062935;156.93527870307514
jõuna;1;no;1;6406;932062935;156.93527870307514
näitusekunst;1;no;1;6406;932062935;156.93527870307514
venemine;1;no;1;6406;932062935;156.93527870307514
asjaraha;1;no;1;6406;932062935;156.93527870307514
saadežees;1;no;1;6406;932062935;156.93527870307514
riburama;1;no;1;6406;932062935;156.93527870307514
kostiturus;1;no;1;6406;932062935;156.93527870307514
kodugamine;1;no;1;6406;932062935;156.93527870307514
neline;1;no;1;6406;932062935;156.93527870307514
loidjatet;1;no;1;6406;932062935;156.93527870307514
kureeritud;1;no;1;6406;932062935;156.93527870307514
15;1;no;1;6406;932062935;156.93527870307514
massiivi;1;no;1;6406;932062935;156.93527870307514
kedrama;1;no;1;6406;932062935;156.93527870307514
maalibulaat;1;no;1;6406;932062935;156.93527870307514
96.;1;no;1;6406;932062935;156.93527870307514
veidikenegi;1;no;1;6406;932062935;156.93527870307514
neudlane;1;no;1;6406;932062935;156.93527870307514
salaass;1;no;1;6406;932062935;156.93527870307514
munaliseeriv;1;no;1;6406;932062935;156.93527870307514
sööbets;1;no;1;6406;932062935;156.93527870307514
jalatükk;1;no;1;6406;932062935;156.93527870307514
sihakse;1;no;1;6406;932062935;156.93527870307514
kinnisvaraseemne;1;no;1;6406;932062935;156.93527870307514
saader;1;no;1;6406;932062935;156.93527870307514
tähendeklaam;1;no;1;6406;932062935;156.93527870307514
Martwilius;1;no;1;6406;932062935;156.93527870307514
riism;1;no;1;6406;932062935;156.93527870307514
Mizzilot;1;no;1;6406;932062935;156.93527870307514
lisatud;1;no;1;6406;932062935;156.93527870307514
20.;1;no;1;6406;932062935;156.93527870307514
tarditud;1;no;1;6406;932062935;156.93527870307514
ühiselement;1;no;1;6406;932062935;156.93527870307514
2004.;1;no;1;6406;932062935;156.93527870307514
Lindar;1;no;1;6406;932062935;156.93527870307514
tüüpimiaalia;1;no;1;6406;932062935;156.93527870307514
mudistama;1;no;1;6406;932062935;156.93527870307514
angaseeritud;1;no;1;6406;932062935;156.93527870307514
reklaamtorn;1;no;1;6406;932062935;156.93527870307514
eksponeeritud;1;no;1;6406;932062935;156.93527870307514
kunstpunkt;1;no;1;6406;932062935;156.93527870307514
kaetsija;1;no;1;6406;932062935;156.93527870307514
süür;1;no;1;6406;932062935;156.93527870307514
khatiklaas;1;no;1;6406;932062935;156.93527870307514
salamäng;1;no;1;6406;932062935;156.93527870307514
Salakas;1;no;1;6406;932062935;156.93527870307514
klaasomakord;1;no;1;6406;932062935;156.93527870307514
kõrvalseisv;1;no;1;6406;932062935;156.93527870307514
minitaim;1;no;10;6406;932062935;155.43599722637884
mee;1;no;11;6406;932062935;155.2711768401059
kaam;1;no;13;6406;932062935;154.94258247651442
pakimaja;1;no;14;6406;932062935;154.778806287062
galer;1;no;14;6406;932062935;154.778806287062
tagasaal;1;no;15;6406;932062935;154.61537595886836
põhiformaat;1;no;16;6406;932062935;154.45229039750856
ire;1;no;17;6406;932062935;154.2895485131703
kastanud;1;no;18;6406;932062935;154.1271492206296
arusaadavus;2;no;968;6406;932062935;153.6417111196733
kalkuleeritus;1;no;22;6406;932062935;153.48095642320945
konjunkturism;1;no;23;6406;932062935;153.32025397021013
kunstivõhik;1;no;23;6406;932062935;153.32025397021013
fantastika;2;no;980;6406;932062935;152.67746433695112
fototudeng;1;no;28;6406;932062935;152.5217633276659
niukse;1;no;29;6406;932062935;152.36306220854755
taidehall;1;no;33;6406;932062935;151.73154665994326
Moska;1;no;34;6406;932062935;151.57448489806134
kookima;1;no;35;6406;932062935;151.41774795839353
energeetilisus;1;no;36;6406;932062935;151.26133483432488
verbaalsus;1;no;37;6406;932062935;151.10524452339547
