lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
kreek;5;no;471;665;932062935;4995.44523668584
papadopopous;2;no;1;665;932062935;3005.2944498620354
maailmavajadus;2;no;1;665;932062935;3005.2944498620354
muldoon;2;no;1;665;932062935;3005.2944498620354
Goog;2;no;29;665;932062935;2917.7369741425737
arvutipark;2;no;347;665;932062935;2192.3306376847527
vaatson;1;no;1;665;932062935;1503.146689061484
toopaluu;1;no;1;665;932062935;1503.146689061484
välislaene;1;no;1;665;932062935;1503.146689061484
finantstransaktsioon;1;no;1;665;932062935;1503.146689061484
Maiklusestamine;1;no;1;665;932062935;1503.146689061484
papatoobo;1;no;1;665;932062935;1503.146689061484
jamse;1;no;1;665;932062935;1503.146689061484
nõiavael;1;no;1;665;932062935;1503.146689061484
toopalavus;1;no;1;665;932062935;1503.146689061484
Folstotkom;1;no;1;665;932062935;1503.146689061484
IP-nimeline;1;no;1;665;932062935;1503.146689061484
Kamazon;1;no;1;665;932062935;1503.146689061484
Huud;1;no;1;665;932062935;1503.146689061484
maikrosof;1;no;1;665;932062935;1503.146689061484
ropadopolous;1;no;1;665;932062935;1503.146689061484
papadopolous;1;no;1;665;932062935;1503.146689061484
papadopulaus;1;no;1;665;932062935;1503.146689061484
meresuurune;1;no;1;665;932062935;1503.146689061484
noodikomandör;1;no;1;665;932062935;1503.146689061484
superarvutiteenus;1;no;1;665;932062935;1503.146689061484
Kellitage;1;no;1;665;932062935;1503.146689061484
arvutivajadus;1;no;10;665;932062935;1488.78637437449
kogunud;1;no;13;665;932062935;1484.060383165107
maand;1;no;13;665;932062935;1484.060383165107
arvute;1;no;18;665;932062935;1476.2500564567763
ühendusvahend;1;no;21;665;932062935;1471.6031963106827
kujunenud;1;no;26;665;932062935;1463.9230996147876
toomas;1;no;32;665;932062935;1454.8121398643343
ont;1;no;56;665;932062935;1419.474824679301
maailmamaine;1;no;91;665;932062935;1370.913179873182
IT-infrastruktuur;1;no;110;665;932062935;1345.917232370654
kunagiselt;1;no;140;665;932062935;1308.253849323912
arengutempo;1;no;160;665;932062935;1284.2945369547228
kirjutatud;1;no;185;665;932062935;1255.5518740143684
väärtõlgendus;1;no;239;665;932062935;1197.6559239587243
ettekujutamine;1;no;306;665;932062935;1132.8426219554349
telekommunikatsiooniteenus;1;no;308;665;932062935;1131.0155491674627
