word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
mulle;PRON;O;11;yes;1;986;932062911;11145.229019490922
meeldib;VERB;O;5;no;1;986;932062911;5066.558060638186
raadioarhiiv;NOUN;O;1;no;1;986;932062911;1014.110754736361
,;PUNCT;O;91;no;1;986;932062911;92194.17513752742
kus;ADV;O;1;yes;1;986;932062911;1014.110754736361
mõni;DET;O;2;yes;285029;986;932062911;6.61462852185276
klassik;NOUN;O;1;no;1603;986;932062911;373.2566670376868
võib;AUX;O;3;yes;1;986;932062911;3040.334407687273
ilmutada;VERB;O;1;no;1641;986;932062911;367.74426651036356
ennast;PRON;O;1;yes;2;986;932062911;1013.0250561792363
järsku;ADV;O;1;no;36993;986;932062911;24.949968708325237
peaaegu;ADV;O;2;yes;1;986;932062911;2027.2225812118172
lapsena;NOUN;O;1;no;14814;986;932062911;60.09306188086499
.;PUNCT;O;63;no;1;986;932062911;63827.04399621465
kohtusin;VERB;O;1;no;4968;986;932062911;160.3761090625964
siin;ADV;O;1;yes;1;986;932062911;1014.110754736361
aeg;NOUN;O;1;no;1;986;932062911;1014.110754736361
tagasi;ADP;O;1;yes;2;986;932062911;1013.0250561792363
15;NUM;O;1;no;1;986;932062911;1014.110754736361
aastase;ADJ;O;1;no;14264;986;932062911;62.26804524517778
Viivi;PROPN;O;1;no;2905;986;932062911;246.602454752068
Luigega;PROPN;O;1;no;235;986;932062911;810.7781714011783
aga;CCONJ;O;8;yes;1;986;932062911;8105.893540064554
täna;ADV;O;1;no;603123;986;932062911;1.5664617201133053
tutvustan;VERB;O;1;no;1773;986;932062911;349.79930745526235
teile;PRON;O;1;yes;136281;986;932062911;6.89605721799582
ühte;PRON;O;1;yes;1;986;932062911;1014.110754736361
20;NUM;O;1;no;1;986;932062911;1014.110754736361
aastast;NOUN;O;1;no;178832;986;932062911;5.26372800863534
veidi;ADV;O;1;no;1;986;932062911;1014.110754736361
häbelik;ADJ;O;1;no;1654;986;932062911;365.89563574260467
kui;SCONJ;O;6;yes;1;986;932062911;6079.669887113642
aga;ADV;O;1;yes;1;986;932062911;1014.110754736361
edeva;ADJ;O;1;no;450;986;932062911;684.6498269793422
poolset;ADJ;O;1;no;2681;986;932062911;261.89113120890136
noormeest;NOUN;O;1;no;5588;986;932062911;145.12576731343074
tegelikult;ADV;O;2;no;1;986;932062911;2027.2225812118172
oli;AUX;O;9;yes;1;986;932062911;9119.00536654001
ta;PRON;O;4;yes;1;986;932062911;4053.4462341627295
üks;PRON;O;1;yes;2;986;932062911;1013.0250561792363
mu;PRON;O;1;yes;521240;986;932062911;1.8121021787640008
lemmiklavastajaid;NOUN;O;1;no;12;986;932062911;1002.2945736618562
ja;CCONJ;O;23;yes;1;986;932062911;23302.570937196397
eru;ADJ;O;1;no;145;986;932062911;878.5272644958026
tiit;NOUN;O;1;no;3;986;932062911;1011.9416798157189
keda;PRON;O;3;yes;174817;986;932062911;16.141328015425756
salamisi;ADV;O;1;no;2978;986;932062911;241.99844207844666
imetlesin;VERB;O;1;no;1340;986;932062911;416.46255845717474
see;DET;O;3;yes;1;986;932062911;3040.334407687273
noormees;NOUN;O;1;no;33230;986;932062911;27.698243380555198
imelaps;NOUN;O;1;no;739;986;932062911;566.2438718865899
kes;PRON;O;2;yes;1;986;932062911;2027.2225812118172
keskkooli;NOUN;O;1;no;1;986;932062911;1014.110754736361
viimases;ADJ;O;1;no;34840;986;932062911;26.451623302936444
klassis;NOUN;O;2;no;1;986;932062911;2027.2225812118172
seitsmeteistkümne;NUM;O;1;no;239;986;932062911;808.0087961138717
aastasena;ADJ;O;1;no;2091;986;932062911;313.0034540292489
kirjutas;VERB;O;1;no;170534;986;932062911;5.518463052259263
oma;PRON;O;4;yes;1;986;932062911;4053.4462341627295
esimese;ADJ;O;1;no;1;986;932062911;1014.110754736361
romaani;NOUN;O;2;no;18593;986;932062911;96.8768301281522
Mati;PROPN;O;6;no;24095;986;932062911;226.66321265752686
Unt;PROPN;O;3;no;4413;986;932062911;530.7371157432103
aastal;NOUN;O;4;no;1128701;986;932062911;3.3480963571334885
1964;NUM;O;1;no;1;986;932062911;1014.110754736361
raamatu;NOUN;O;1;no;110082;986;932062911;8.523506915059114
hüvasti;ADV;O;1;yes;9328;986;932062911;92.22449619448693
kollane;ADJ;O;1;no;22330;986;932062911;40.67692261477248
kass;NOUN;O;1;no;34453;986;932062911;26.740919898055797
autor;NOUN;O;1;no;101658;986;932062911;9.223399479846295
jah;ADV;O;3;yes;408065;986;932062911;6.936048030905924
mul;PRON;O;2;yes;1;986;932062911;2027.2225812118172
ei;AUX;O;17;yes;13;986;932062911;17005.198347653884
olnudki;AUX;O;1;no;15063;986;932062911;59.15757494395241
kavatses;VERB;O;1;no;2955;986;932062911;243.43036234710328
kirjutada;VERB;O;4;no;1;986;932062911;4053.4462341627295
omani;NOUN;O;1;yes;109;986;932062911;908.9067748862643
see;PRON;O;7;yes;1;986;932062911;7092.781713589098
juhtus;VERB;O;1;no;1;986;932062911;1014.110754736361
niiviisi;ADV;O;1;no;14804;986;932062911;60.13124999832532
et;SCONJ;O;6;yes;1;986;932062911;6079.669887113642
meil;PRON;O;2;yes;1;986;932062911;2027.2225812118172
kirjend;NOUN;O;1;no;11;986;932062911;1003.3573814151578
ma;PRON;O;20;yes;2;986;932062911;20241.541806069337
mäleta;VERB;O;2;no;44644;986;932062911;41.50262401041893
enam;ADV;O;1;yes;4;986;932062911;1010.8606182033806
mis;PRON;O;5;yes;1;986;932062911;5066.558060638186
selle;PRON;O;1;yes;2;986;932062911;1013.0250561792363
pealkiri;NOUN;O;1;no;7;986;932062911;1007.6312479246835
vist;ADV;O;1;yes;7;986;932062911;1007.6312479246835
?;PUNCT;O;16;no;1;986;932062911;16210.788151868204
hakkasin;VERB;O;1;yes;66079;986;932062911;14.120491330624613
kirjutama;VERB;O;1;no;30182;986;932062911;30.411622410012814
siis;ADV;O;8;yes;1;986;932062911;8105.893540064554
äkki;ADV;O;1;no;2;986;932062911;1013.0250561792363
tundus;VERB;O;1;no;1;986;932062911;1014.110754736361
tahan;VERB;O;1;no;108166;986;932062911;8.673198291913126
mahu;VERB;O;1;no;25179;986;932062911;36.238629431362256
sinna;ADV;O;1;yes;1;986;932062911;1014.110754736361
vihikusse;NOUN;O;1;no;928;986;932062911;508.70813416843407
ära;ADV;O;3;yes;1;986;932062911;3040.334407687273
nüüd;ADV;O;4;yes;1116542;986;932062911;3.384526288670636
tagantjärele;ADV;O;1;no;15519;986;932062911;57.51781134202703
lugedes;VERB;O;1;no;34063;986;932062911;27.038932185868074
tea;VERB;O;4;no;1;986;932062911;4053.4462341627295
tundub;VERB;O;1;no;283633;986;932062911;3.3251767564546624
kõik;PRON;O;4;yes;1;986;932062911;4053.4462341627295
kuidagi;ADV;O;1;yes;228795;986;932062911;4.118927569527585
teistmoodi;ADV;O;1;no;34390;986;932062911;26.788614676184192
üldse;ADV;O;1;no;2;986;932062911;1013.0250561792363
meeldi;VERB;O;2;no;1;986;932062911;2027.2225812118172
muidugi;ADV;O;4;yes;423963;986;932062911;8.901304517209889
on;AUX;O;21;yes;1;986;932062911;21276.347284245487
iseasi;ADJ;O;1;no;12698;986;932062911;69.42221316726804
sai;AUX;O;1;yes;1;986;932062911;1014.110754736361
tol;DET;O;1;yes;41011;986;932062911;22.559848213721125
korral;NOUN;O;1;yes;437555;986;932062911;2.1579408218088587
täis;ADV;O;1;no;213770;986;932062911;4.407172991546683
puhta;ADJ;O;1;no;30378;986;932062911;30.2212466190313
südamega;NOUN;O;1;no;17094;986;932062911;52.4922795156396
kirjutatud;VERB;O;1;no;80718;986;932062911;11.588835319356978
enda;PRON;O;2;yes;2;986;932062911;2025.0522535418731
arvates;VERB;O;1;no;126652;986;932062911;7.416515129721068
väga;ADV;O;2;yes;2;986;932062911;2025.0522535418731
ausalt;ADV;O;2;no;1;986;932062911;2027.2225812118172
loen;VERB;O;1;no;30589;986;932062911;30.018947507017845
näib;AUX;O;1;no;38472;986;932062911;24.013491578975415
kõik;DET;O;1;yes;1;986;932062911;1014.110754736361
iroonia;NOUN;O;1;no;4001;986;932062911;191.81371694667934
noh;INTJ;O;1;yes;114943;986;932062911;8.165942775948997
mispärast;ADV;O;1;yes;4657;986;932062911;169.3001399265724
irooniana;NOUN;O;2;no;486;986;932062911;1333.8803153215197
mitte;ADV;O;1;yes;1;986;932062911;1014.110754736361
paha;ADJ;O;1;no;40042;986;932062911;23.09336847912851
selle;DET;O;2;yes;2;986;932062911;2025.0522535418731
nooruse;NOUN;O;1;no;4343;986;932062911;179.37779110037917
lahutuse;NOUN;O;1;no;2267;986;932062911;295.78322127930045
üle;ADP;O;2;yes;2;986;932062911;2025.0522535418731
lahutus;NOUN;O;1;no;2456;986;932062911;279.283223997583
alatiseks;ADJ;O;1;no;3649;986;932062911;206.55231139014495
kas;ADV;O;6;yes;1;986;932062911;6079.669887113642
sa;PRON;O;7;yes;1;986;932062911;7092.781713589098
tahaks;VERB;O;1;no;208827;986;932062911;4.51102860471968
lugeda;VERB;O;2;no;1;986;932062911;2027.2225812118172
mõnd;DET;O;1;yes;16413;986;932062911;54.5532257649311
katkendit;NOUN;O;1;no;1276;986;932062911;428.5335930316326
komsomolikoosolekule;NOUN;O;1;no;2;986;932062911;1013.0250561792363
väetis;NOUN;O;1;no;3335;986;932062911;221.75185897809138
keegi;PRON;O;2;yes;1;986;932062911;2027.2225812118172
meest;NOUN;O;1;no;77110;986;932062911;12.124604317159143
kommunistlikku;ADJ;O;1;no;865;986;932062911;526.5420187010449
deebeegaadidest;NOUN;O;1;no;1;986;932062911;1014.110754736361
tal;PRON;O;1;yes;2;986;932062911;1013.0250561792363
vaikne;ADJ;O;3;no;25368;986;932062911;107.86374475414836
kähise;ADJ;O;1;no;6;986;932062911;1008.7054096212061
hääl;NOUN;O;1;no;43706;986;932062911;21.197809026285952
teda;PRON;O;1;yes;378606;986;932062911;2.493107346423388
raske;ADJ;O;1;no;2;986;932062911;1013.0250561792363
kuulata;VERB;O;1;no;1;986;932062911;1014.110754736361
mees;NOUN;O;3;no;1;986;932062911;3040.334407687273
rääkis;VERB;O;1;no;238346;986;932062911;3.954516855323541
vaba;ADJ;O;1;no;136300;986;932062911;6.895102447774032
aja;NOUN;O;1;no;309245;986;932062911;3.050609622808313
veetmisest;NOUN;O;1;no;176;986;932062911;853.9489260919014
puhketundidel;NOUN;O;1;no;6;986;932062911;1008.7054096212061
kultuurne;ADJ;O;2;no;1032;986;932062911;963.0680322288474
me;PRON;O;5;yes;1;986;932062911;5066.558060638186
loeme;VERB;O;1;no;6927;986;932062911;120.39974022428537
koos;ADP;O;2;yes;1;986;932062911;2027.2225812118172
ajalehti;NOUN;O;2;no;3641;986;932062911;413.6234816102297
mängime;VERB;O;1;no;8656;986;932062911;98.68824825973402
kabet;NOUN;O;1;no;530;986;932062911;647.1877001814704
Ivo;PROPN;O;1;no;2;986;932062911;1013.0250561792363
lahendas;VERB;O;1;no;3017;986;932062911;239.60852339298577
pea;NOUN;O;1;yes;4;986;932062911;1010.8606182033806
Aarne;PROPN;O;5;no;7524;986;932062911;559.0565565282111
kõrva;NOUN;O;1;yes;17275;986;932062911;51.97044342165925
juurde;ADP;O;1;yes;557678;986;932062911;1.6938991896418325
sosistas;VERB;O;1;no;3506;986;932062911;213.20768809865933
kuule;VERB;O;3;no;27418;986;932062911;100.06409092480155
küsi;VERB;O;3;no;37941;986;932062911;72.97658225041499
nad;PRON;O;1;yes;1174316;986;932062911;0.8051314124670654
ise;PRON;O;1;yes;1;986;932062911;1014.110754736361
oska;VERB;O;2;no;1;986;932062911;2027.2225812118172
vä;ADV;O;1;no;4904;986;932062911;162.1348411284657
ole;AUX;O;3;yes;1;986;932062911;3040.334407687273
tasase;ADJ;O;1;no;1190;986;932062911;445.9006035993605
saan;VERB;O;2;yes;199972;986;932062911;9.415071927681092
ka;ADV;O;3;yes;3;986;932062911;3033.831456127713
Ivol;PROPN;O;1;no;101;986;932062911;915.9453144772865
siiski;ADV;O;1;yes;566546;986;932062911;1.6674285663781108
õigus;NOUN;O;2;no;144824;986;932062911;12.97734149162231
hulluks;ADJ;O;1;no;12834;986;932062911;68.73636558311934
minna;VERB;O;1;yes;1;986;932062911;1014.110754736361
päevad;NOUN;O;1;no;56620;986;932062911;16.441272215628295
nädalad;NOUN;O;1;no;7694;986;932062911;109.69420727086046
kuud;NOUN;O;1;no;144637;986;932062911;6.500207626322596
naine;NOUN;O;1;no;1;986;932062911;1014.110754736361
rahulik;ADJ;O;2;no;29037;986;932062911;63.115960899002836
puuduvad;VERB;O;1;no;44725;986;932062911;20.724704406308717
mured;NOUN;O;2;no;14364;986;932062911;123.6609847825718
loetakse;VERB;O;1;no;29324;986;932062911;31.27403375892313
valjusti;ADV;O;1;no;3417;986;932062911;217.57080829928609
ette;ADV;O;1;yes;1;986;932062911;1014.110754736361
kommunism;NOUN;O;1;no;1735;986;932062911;354.7832070207646
selline;ADJ;O;1;yes;532929;986;932062911;1.7724258213011164
pöördusin;VERB;O;1;no;2618;986;932062911;266.53869427462547
tehku;NOUN;O;1;yes;4380;986;932062911;178.12837474708815
poole;ADP;O;1;yes;1;986;932062911;1014.110754736361
ütle;VERB;O;2;no;36962;986;932062911;49.91616252163223
kommunismi;NOUN;O;1;no;3952;986;932062911;193.73811315157238
ajal;ADP;O;1;no;1;986;932062911;1014.110754736361
hakkame;VERB;O;1;yes;24677;986;932062911;36.94899482184009
elama;VERB;O;1;no;60554;986;932062911;15.389327078241553
vaikselt;ADV;O;1;no;73598;986;932062911;12.695939006795882
kultuurselt;ADV;O;1;no;399;986;932062911;710.8823520443775
indeki;AUX;O;1;no;1;986;932062911;1014.110754736361
märganud;VERB;O;1;no;24871;986;932062911;36.67119427466624
esimesi;ADJ;O;1;no;24514;986;932062911;37.18567922276391
sõnu;NOUN;O;1;no;52172;986;932062911;17.818394319028904
Sausamatuses;PROPN;O;1;no;1;986;932062911;1014.110754736361
mida;PRON;O;6;yes;1;986;932062911;6079.669887113642
no;INTJ;O;1;no;1;986;932062911;1014.110754736361
lihtsalt;ADV;O;3;no;1;986;932062911;3040.334407687273
seda;PRON;O;1;yes;2;986;932062911;1013.0250561792363
räägib;VERB;O;1;no;2;986;932062911;1013.0250561792363
tulevikust;NOUN;O;1;no;7033;986;932062911;118.79744623032973
tan;NOUN;O;1;no;539;986;932062911;643.228189505157
tuleviku;NOUN;O;2;no;45007;986;932062911;41.17467973900509
esindaja;NOUN;O;2;no;68294;986;932062911;27.32390263624062
ütlen;VERB;O;1;no;48529;986;932062911;19.13078848696309
sulle;PRON;O;2;yes;1;986;932062911;2027.2225812118172
päris;ADV;O;1;yes;1;986;932062911;1014.110754736361
kommunis;NOUN;O;1;no;4;986;932062911;1010.8606182033806
jutt;NOUN;O;1;no;102538;986;932062911;9.144955615854
ajab;VERB;O;1;no;46494;986;932062911;19.95166950008932
mind;PRON;O;1;yes;1;986;932062911;1014.110754736361
naerma;VERB;O;1;no;16150;986;932062911;55.393141789765416
olen;AUX;O;3;yes;1162614;986;932062911;2.438084200768885
lühinägelik;ADJ;O;1;no;1303;986;932062911;423.35682285889624
sul;PRON;O;1;yes;307622;986;932062911;3.066655885077904
naerda;VERB;O;1;no;12804;986;932062911;68.8864880003545
oled;AUX;O;1;yes;383406;986;932062911;2.4619709162395176
sündinud;VERB;O;1;no;94229;986;932062911;9.94344854865359
1943;NUM;O;1;no;1;986;932062911;1014.110754736361
kuidas;ADV;O;2;yes;2;986;932062911;2025.0522535418731
oleme;AUX;O;3;yes;419376;986;932062911;6.749390561776694
etapp;NOUN;O;1;no;35489;986;932062911;25.980272327662714
saad;VERB;O;1;yes;1;986;932062911;1014.110754736361
aru;NOUN;O;1;no;1;986;932062911;1014.110754736361
asume;VERB;O;1;no;6010;986;932062911;136.30373925182596
kahe;NUM;O;1;no;331369;986;932062911;2.8475055860538854
maailma;NOUN;O;1;no;358132;986;932062911;2.6352654877780255
piiril;NOUN;O;1;no;23123;986;932062911;39.33596583769567
Indrek;PROPN;O;2;no;1;986;932062911;2027.2225812118172
kimbutas;VERB;O;1;no;684;986;932062911;585.5150356152911
palju;ADV;O;1;yes;3;986;932062911;1011.9416798157189
tähendavalt;ADV;O;1;no;1;986;932062911;1014.110754736361
sööme;VERB;O;1;no;7722;986;932062911;109.33929445878928
sellepärast;ADV;O;3;yes;114027;986;932062911;24.676812780271046
mõistagi;ADV;O;1;no;3;986;932062911;1011.9416798157189
paljusid;DET;O;1;no;30064;986;932062911;30.527397482953056
asju;NOUN;O;1;no;2;986;932062911;1013.0250561792363
meie;PRON;O;3;yes;3;986;932062911;3033.831456127713
järglastele;NOUN;O;1;no;816;986;932062911;541.3015326487389
meiega;PRON;O;1;yes;51424;986;932062911;18.07296195092457
tuleb;VERB;O;1;yes;1;986;932062911;1014.110754736361
välja;ADV;O;1;yes;1;986;932062911;1014.110754736361
viimane;ADJ;O;1;no;183748;986;932062911;5.123612792717736
kahtlus;NOUN;O;1;no;2;986;932062911;1013.0250561792363
usute;VERB;O;1;no;2167;986;932062911;305.32750062353153
nii;ADV;O;2;yes;1;986;932062911;2027.2225812118172
läheb;VERB;O;1;yes;415837;986;932062911;2.2703919678720994
meile;PRON;O;1;yes;258668;986;932062911;3.6449495515535237
andestab;VERB;O;1;no;753;986;932062911;561.5393506757422
ajalugu;NOUN;O;1;no;1;986;932062911;1014.110754736361
Hindrek;PROPN;O;1;no;2356;986;932062911;287.7770768087095
naeratas;VERB;O;1;no;10665;986;932062911;81.5921358840955
ahne;ADJ;O;1;no;1308;986;932062911;422.41185649036265
suutnud;VERB;O;1;no;111194;986;932062911;8.438975812802639
sellega;PRON;O;1;yes;441200;986;932062911;2.1401504488517253
leppida;VERB;O;1;no;29903;986;932062911;30.68679106061306
mõtet;NOUN;O;1;no;99971;986;932062911;9.377605650339108
elada;VERB;O;1;no;104163;986;932062911;9.003554559856273
ajalookerjus;NOUN;O;1;no;1;986;932062911;1014.110754736361
mingisugune;DET;O;1;yes;13764;986;932062911;64.38657337146154
pooltoode;NOUN;O;1;no;59;986;932062911;954.7619251899499
võib-olla;ADV;O;5;yes;1;986;932062911;5066.558060638186
üks;DET;O;1;yes;2;986;932062911;1013.0250561792363
ebatäiuslik;ADJ;O;1;no;415;986;932062911;702.4387095538673
inimeksemplare;NOUN;O;1;no;2;986;932062911;1013.0250561792363
kallas;NOUN;O;1;no;3913;986;932062911;195.2975947417406
ära;AUX;O;1;yes;1;986;932062911;1014.110754736361
kust;ADV;O;1;yes;187128;986;932062911;5.031526195641665
mina;PRON;O;1;yes;1;986;932062911;1014.110754736361
tean;VERB;O;1;no;2;986;932062911;1013.0250561792363
Tiunti;PROPN;O;1;no;1;986;932062911;1014.110754736361
intervjueerib;VERB;O;1;no;720;986;932062911;572.7561139411815
ela;NOUN;O;2;no;17622;986;932062911;101.94673867086102
Liimeon;PROPN;O;1;no;1;986;932062911;1014.110754736361
laiem;ADJ;O;1;no;15450;986;932062911;57.76007197819728
avalikkus;NOUN;O;1;no;4637;986;932062911;169.90814217984976
tunneb;VERB;O;1;no;68314;986;932062911;13.664735482606101
Tomson;PROPN;O;1;no;2294;986;932062911;293.3077125261045
nina;NOUN;O;1;no;43627;986;932062911;21.23539121055274
ühel;DET;O;1;yes;188000;986;932062911;5.008303610893483
lühikesel;ADJ;O;1;no;1152;986;932062911;454.03098337213106
eluperioodil;NOUN;O;1;no;717;986;932062911;573.798080460689
Undi;PROPN;O;3;no;1918;986;932062911;995.3546154722575
abikaasa;NOUN;O;1;no;1;986;932062911;1014.110754736361
kaks;NUM;O;1;no;2;986;932062911;1013.0250561792363
tõsist;ADJ;O;1;no;13172;986;932062911;67.08911743103015
üliõpilast;NOUN;O;1;no;2075;986;932062911;314.66888485417394
teevad;VERB;O;1;yes;156372;986;932062911;6.015287306508266
raadiotööd;NOUN;O;1;no;89;986;932062911;926.7099242337636
Tartu;PROPN;O;1;no;2;986;932062911;1013.0250561792363
riikliku;ADJ;O;1;no;44899;986;932062911;20.64602199447593
ülikooli;NOUN;O;1;no;99765;986;932062911;9.396789792439431
eesti;ADJ;O;2;no;1;986;932062911;2027.2225812118172
keele;NOUN;O;1;no;1;986;932062911;1014.110754736361
kirjanduse;NOUN;O;1;no;23697;986;932062911;38.41920970806017
osakonna;NOUN;O;1;no;47181;986;932062911;19.666782275762813
üliõpilane;NOUN;O;1;no;9217;986;932062911;93.2331527736567
kursusekaaslased;NOUN;O;1;no;522;986;932062911;650.7484137945363
kursuse;NOUN;O;1;no;31471;986;932062911;29.20184229156608
esimesel;ADJ;O;1;no;122048;986;932062911;7.694166928305256
tudengi;NOUN;O;1;no;2771;986;932062911;255.5260754765816
sügisel;NOUN;O;1;no;82434;986;932062911;11.350291711639207
auditooriumis;NOUN;O;1;no;2393;986;932062911;284.5748060165698
kokku;ADV;O;1;yes;1;986;932062911;1014.110754736361
sai;VERB;O;1;yes;1;986;932062911;1014.110754736361
leidis;VERB;O;1;no;98764;986;932062911;9.491138418730008
igaüks;PRON;O;1;yes;1;986;932062911;1014.110754736361
ümbert;ADP;O;1;yes;1;986;932062911;1014.110754736361
49;NUM;O;1;no;1;986;932062911;1014.110754736361
elavat;ADJ;O;1;no;6763;986;932062911;122.96574359880708
mõistatust;NOUN;O;1;no;696;986;932062911;581.1993667428469
osa;NOUN;O;1;no;1;986;932062911;1014.110754736361
lahendusi;NOUN;O;1;no;55358;986;932062911;16.809878759361048
juba;ADV;O;1;yes;1;986;932062911;1014.110754736361
kätte;NOUN;O;1;yes;257319;986;932062911;3.6639893064711644
leitud;VERB;O;1;no;63506;986;932062911;14.684319952286902
te;PRON;O;2;yes;1;986;932062911;2027.2225812118172
küsiksite;VERB;O;1;no;148;986;932062911;876.0870531278858
inimeselt;NOUN;O;1;no;7304;986;932062911;114.88852660740876
tahaksite;AUX;O;1;no;2063;986;932062911;315.92963520582157
tundma;VERB;O;1;no;54833;986;932062911;16.9681353072421
õppida;VERB;O;1;no;2;986;932062911;1013.0250561792363
teadsin;VERB;O;1;no;1;986;932062911;1014.110754736361
Orautor;PROPN;O;1;no;1;986;932062911;1014.110754736361
küsin;VERB;O;1;no;1;986;932062911;1014.110754736361
Matti;PROPN;O;1;no;5498;986;932062911;147.15705677964493
armastad;VERB;O;1;no;6785;986;932062911;122.61518971705529
sest;SCONJ;O;1;yes;1;986;932062911;1014.110754736361
niisugune;DET;O;2;yes;18292;986;932062911;98.393675240633
imelik;ADJ;O;2;no;1;986;932062911;2027.2225812118172
küsimus;NOUN;O;1;no;1;986;932062911;1014.110754736361
sellele;PRON;O;1;yes;1;986;932062911;1014.110754736361
täitsa;ADV;O;1;no;1;986;932062911;1014.110754736361
võimatu;ADJ;O;1;no;46723;986;932062911;19.855794433801957
vastata;VERB;O;1;no;47139;986;932062911;19.683965271219172
kuna;SCONJ;O;2;yes;974412;986;932062911;1.9393425097857326
kombeks;NOUN;O;1;no;18316;986;932062911;49.159706993162374
küsimusi;NOUN;O;1;no;73803;986;932062911;12.661113753494195
esitada;VERB;O;1;no;104279;986;932062911;8.993627729919893
pean;AUX;O;1;yes;155345;986;932062911;6.054817740141397
vastama;VERB;O;1;no;21690;986;932062911;41.82771202667866
meeldivad;VERB;O;3;no;1;986;932062911;3040.334407687273
mõned;DET;O;1;yes;1;986;932062911;1014.110754736361
luuletajad;NOUN;O;3;no;1139;986;932062911;1369.7426851608316
näiteks;ADV;O;1;no;1;986;932062911;1014.110754736361
kõige;ADV;O;7;yes;1;986;932062911;7092.781713589098
rohkem;ADV;O;3;yes;2;986;932062911;3037.07945090451
sang;NOUN;O;1;no;1273;986;932062911;429.1166152994698
omasugused;DET;O;1;yes;130;986;932062911;890.9351066593418
ajad;NOUN;O;1;no;38227;986;932062911;24.16373280027891
aususe;NOUN;O;1;no;2088;986;932062911;313.31437813571955
pärast;ADP;O;1;yes;2;986;932062911;1013.0250561792363
noored;ADJ;O;1;no;1;986;932062911;1014.110754736361
need;PRON;O;1;yes;1283582;986;932062911;0.736643653979425
minu;PRON;O;1;yes;1;986;932062911;1014.110754736361
sõbrad;NOUN;O;1;no;64678;986;932062911;14.422012278425568
teagi;VERB;O;1;no;26513;986;932062911;34.477207647844985
kui;ADV;O;1;yes;1;986;932062911;1014.110754736361
objektiivne;ADJ;O;1;no;3701;986;932062911;204.2340350363345
