word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
nutikas;ADJ;O;2;no;11379;2693;932062911;56.302503015663795
maailmas;NOUN;O;2;no;175510;2693;932062911;3.9284490627511883
on;AUX;O;83;yes;1;2693;932062911;30788.613356444486
raadio;NOUN;O;19;no;31472;2693;932062911;202.96659161878145
vaid;ADV;O;1;yes;1232215;2693;932062911;0.2814245520502439
ühe;DET;O;3;yes;2;2693;932062911;1112.6118394325222
kliki;NOUN;O;2;no;9192;2693;932062911;68.46496932762928
kaugusel;ADP;O;2;no;149210;2693;932062911;4.616585407404987
.;PUNCT;O;164;no;1;2693;932062911;60834.35755744292
leia;VERB;O;2;no;60949;2693;932062911;11.201224155918478
,;PUNCT;O;241;no;1;2693;932062911;89396.36130407106
äpp;NOUN;O;2;no;6596;2693;932062911;92.07463657879148
Google;PROPN;O;2;no;40146;2693;932062911;16.87381554905288
Play;PROPN;O;2;no;6932;2693;932062911;88.14065509357218
või;CCONJ;O;7;yes;1;2693;932062911;2597.5447234089174
App;PROPN;O;2;no;2864;2693;932062911;182.59540816988428
Store'ist;PROPN;O;2;no;603;2693;932062911;451.5408793383349
te;PRON;O;6;yes;1;2693;932062911;2226.6096098163443
kuulate;VERB;O;4;no;753;2693;932062911;822.138592803084
raadiot;NOUN;O;2;no;1;2693;932062911;742.8691554460513
?;PUNCT;O;5;no;1;2693;932062911;1855.6744962237713
ja;CCONJ;O;96;yes;1;2693;932062911;35610.76983314793
vabavara;NOUN;O;1;no;992;2693;932062911;180.36721034835335
vaba;ADJ;O;3;no;136300;2693;932062911;7.57293471735827
eetris;NOUN;O;7;no;15475;2693;932062911;147.72129870067604
Kristo;PROPN;O;6;no;12324;2693;932062911;156.72578337507954
Rajasaare;PROPN;O;7;no;290;2693;932062911;1983.2633977029473
kell;NOUN;O;17;no;675076;2693;932062911;8.705118966398173
viis;NUM;O;6;no;277376;2693;932062911;7.464989775952688
minutit;NOUN;O;13;no;162330;2693;932062911;27.56493053021574
neli;NUM;O;2;no;1;2693;932062911;742.8691554460513
läbi;ADP;O;3;yes;1;2693;932062911;1113.8042690386246
aitäh;VERB;O;1;yes;1;2693;932062911;371.93404185347805
uudistele;NOUN;O;1;no;1475;2693;932062911;144.17481911497995
tunni;NOUN;O;2;no;103935;2693;932062911;6.60973653148721
aja;NOUN;O;1;no;309245;2693;932062911;1.1188379196542289
pärast;ADP;O;3;yes;2;2693;932062911;1112.6118394325222
kohtume;VERB;O;1;no;11430;2693;932062911;28.07281133337391
nendega;PRON;O;1;yes;116171;2693;932062911;2.9635250450755146
taasalanud;ADJ;O;1;no;36;2693;932062911;358.48688742068964
10.;ADJ;O;2;no;1;2693;932062911;742.8691554460513
nädala;NOUN;O;6;no;1;2693;932062911;2226.6096098163443
viimane;ADJ;O;3;no;183748;2693;932062911;5.627296402071487
draiv;NOUN;O;3;no;196;2693;932062911;921.2690563792556
mina;PRON;O;6;yes;1;2693;932062911;2226.6096098163443
olen;AUX;O;4;yes;1162614;2693;932062911;1.190632063992618
sõidan;VERB;O;1;no;16098;2693;932062911;20.37795524335054
teiega;PRON;O;4;yes;22663;2693;932062911;58.71377650738777
sõidutan;VERB;O;1;no;117;2693;932062911;330.80748175626053
teid;PRON;O;1;yes;90143;2693;932062911;3.810459731781168
kuni;ADP;O;2;yes;1;2693;932062911;742.8691554460513
kella;NOUN;O;12;no;167293;2693;932062911;24.694308645783764
kuueni;NUM;O;2;no;1204;2693;932062911;324.49589995835294
välja;ADV;O;5;yes;1;2693;932062911;1855.6744962237713
tema;PRON;O;6;yes;1;2693;932062911;2226.6096098163443
Richards;PROPN;O;1;no;701;2693;932062911;212.50734276935768
Croft;PROPN;O;1;no;383;2693;932062911;263.89449271891306
siis;ADV;O;30;yes;1;2693;932062911;11129.052336038103
aasta;NOUN;O;4;no;2;2693;932062911;1483.149832971163
raadiojaam;NOUN;O;2;no;1219;2693;932062911;322.23309375473866
kaks;NUM;O;12;no;2;2693;932062911;4447.45378128029
Kemidela;PROPN;O;1;no;1;2693;932062911;371.93404185347805
Aav;PROPN;O;1;no;1043;2693;932062911;175.7097750451363
uus;ADJ;O;4;no;1;2693;932062911;1484.739382631198
check-paar;NOUN;O;1;no;1;2693;932062911;371.93404185347805
ikka;ADV;O;5;yes;1;2693;932062911;1855.6744962237713
eriti;ADV;O;2;no;3;2693;932062911;741.2802374241578
hea;ADJ;O;3;no;2;2693;932062911;1112.6118394325222
16;NUM;O;6;no;1;2693;932062911;2226.6096098163443
12;NUM;O;2;no;1;2693;932062911;742.8691554460513
hoiame;VERB;O;1;no;13001;2693;932062911;24.907506842434444
tempo;NOUN;O;1;no;13075;2693;932062911;24.77591926279327
nemad;PRON;O;4;yes;2;2693;932062911;1483.149832971163
Sliformaats;PROPN;O;1;no;1;2693;932062911;371.93404185347805
Andrew;PROPN;O;1;no;8075;2693;932062911;38.52952546473027
eks;ADV;O;2;yes;278151;2693;932062911;2.483646443616855
säil;NOUN;O;1;no;7;2693;932062911;369.55762572099076
18;NUM;O;1;no;1;2693;932062911;371.93404185347805
tundub;VERB;O;1;no;283633;2693;932062911;1.219537831670998
nüüd;ADV;O;14;yes;1116542;2693;932062911;4.336935755463897
niimoodi;ADV;O;4;yes;68119;2693;932062911;20.062765032593262
et;SCONJ;O;24;yes;1;2693;932062911;8903.441654482662
19.;ADJ;O;1;no;1;2693;932062911;371.93404185347805
juunil;NOUN;O;1;no;71490;2693;932062911;4.791880344782217
sel;DET;O;1;yes;1;2693;932062911;371.93404185347805
aastal;NOUN;O;4;no;1128701;2693;932062911;1.2263763304379802
Tallinna;PROPN;O;2;no;457387;2693;932062911;1.512360520791177
linna;NOUN;O;2;no;259120;2693;932062911;2.665403415430029
maabumas;VERB;O;1;no;16;2693;932062911;366.04940006117596
üks;DET;O;6;yes;2;2693;932062911;2224.225820048445
suurepärane;ADJ;O;1;no;92353;2693;932062911;3.7201868012127375
kontsertõhtu;NOUN;O;1;no;167;2693;932062911;315.7579573639184
in;X;O;2;no;1;2693;932062911;742.8691554460513
industriaalroki;NOUN;O;1;no;25;2693;932062911;362.60715549952187
austajatele;NOUN;O;2;no;1732;2693;932062911;260.18291603047066
nimelt;ADV;O;1;no;1;2693;932062911;371.93404185347805
kuulutatud;VERB;O;1;no;1;2693;932062911;371.93404185347805
meik;NOUN;O;1;no;4346;2693;932062911;65.75098964215474
juurukraid;NOUN;O;1;no;1;2693;932062911;371.93404185347805
kentuur;NOUN;O;1;no;1;2693;932062911;371.93404185347805
mis;PRON;O;16;yes;1;2693;932062911;5935.960745742077
koosne;VERB;O;1;no;1333;2693;932062911;153.2133425992079
mille;PRON;O;1;yes;1;2693;932062911;371.93404185347805
Lainab;PROPN;O;1;no;1;2693;932062911;371.93404185347805
koosneb;VERB;O;1;no;67398;2693;932062911;5.078845898968648
neljast;NUM;O;1;no;17260;2693;932062911;19.0763335356521
endist;ADJ;O;1;yes;10606;2693;932062911;30.077653629444843
raba;NOUN;O;1;no;8529;2693;932062911;36.68064181121923
sordia;NOUN;O;1;no;1;2693;932062911;371.93404185347805
Mehhikost;PROPN;O;1;no;1375;2693;932062911;150.42409902960904
lord;NOUN;O;1;no;3142;2693;932062911;85.18225353241289
of;X;O;1;no;2;2693;932062911;371.5358523552404
the;X;O;1;no;155521;2693;932062911;2.218159576647076
last;NOUN;O;1;no;100092;2693;932062911;3.435199988912888
Saksamaalt;PROPN;O;1;no;11178;2693;932062911;28.65698240729825
USA;PROPN;O;1;no;232433;2693;932062911;1.487102891336199
Filter;PROPN;O;1;no;890;2693;932062911;190.4642576810577
Norra;PROPN;O;1;no;39589;2693;932062911;8.564381950049832
kombi;NOUN;O;1;no;284;2693;932062911;285.378212469636
kraiste;NOUN;O;1;no;1;2693;932062911;371.93404185347805
kombigrest;NOUN;O;1;no;1;2693;932062911;371.93404185347805
filter;NOUN;O;2;no;1;2693;932062911;742.8691554460513
mõlemad;PRON;O;1;yes;163928;2693;932062911;2.1050450525373816
Eestis;PROPN;O;1;no;1;2693;932062911;371.93404185347805
ka;ADV;O;10;yes;3;2693;932062911;3702.414020481902
käinud;VERB;O;1;no;130517;2693;932062911;2.6400938287918447
