model,total_f1,count,average_f1
EstBERT,82.57874594846443,1980,0.041706437347709305
est-roberta,103.04814951027114,1980,0.05204451995468239
LaBSE,185.82833750980765,1980,0.09385269571202406
bertMulti,47.840029059228144,1980,0.02416163083799401
distilbertMulti,47.29346413498926,1980,0.02388558794696427
MiniLM_multi,162.85856521349447,1980,0.082251800612876
MiniLM-L12_multi,187.14167491360053,1980,0.09451599743111137
multi_e5,137.19072114921656,1980,0.06928824300465483
xml_roberta,68.27862866871929,1980,0.034484155893292574
