model,total_f1,count,average_f1
EstBERT,52.51627790961932,1980,0.02652337268162592
est-roberta,57.72338832225438,1980,0.029153226425381
LaBSE,152.27582806530884,1980,0.0769069838713681
bertMulti,15.603030968859136,1980,0.007880318671140977
distilbertMulti,18.77442677591731,1980,0.009482033725210762
MiniLM-L12_multi,97.06809692376635,1980,0.04902429137563957
multi_e5,109.97141622366414,1980,0.05554111930488088
xml_roberta,41.29280265692552,1980,0.02085495083683107
