model,total_f1,count,average_f1
EstBERT,82.58597344070908,1980,0.04171008759631772
est-roberta,105.56694688291613,1980,0.05331663983985663
LaBSE,186.91098765602803,1980,0.09439948871516567
bertMulti,48.31827286204245,1980,0.024403168112142652
distilbertMulti,36.74953928622639,1980,0.018560373376882013
MiniLM_multi,171.69968530150538,1980,0.08671701277853808
MiniLM-L12_multi,201.62803148070688,1980,0.10183233913167014
multi_e5,175.10070301460988,1980,0.08843469849222721
xml_roberta,72.74063700389611,1980,0.03673769545651319
