EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,2,4,0,2,1,2,1,2,11,antenn; vasak; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
2,2,4,0,2,1,2,1,1,11,antenn; marek; signaal; strandberg
