EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,6,3,3,3,2,2,5,2,13,bänd; intervjuu; artist; rajasaare; eurosonic; kristo; morna; parmupill; festival
4,6,3,3,3,2,2,5,2,13,bänd; intervjuu; artist; rajasaare; eurosonic; kristo; morna; parmupill; festival
4,6,3,3,3,2,2,5,2,13,bänd; intervjuu; artist; rajasaare; eurosonic; kristo; morna; parmupill; festival
4,6,3,3,3,2,2,5,2,13,bänd; intervjuu; artist; rajasaare; eurosonic; kristo; morna; parmupill; festival
3,6,3,3,3,2,2,5,2,13,meister; bänd; intervjuu; artist; rajasaare; eurosonic; kristo; morna; parmupill; festival
3,6,3,3,3,1,1,6,2,13,meister; erik; bänd; intervjuu; artist; rajasaare; eurosonic; parmupill; morna; kristo; festival
3,5,3,2,3,3,1,4,2,13,meister; bänd; intervjuu; artist; jaan; rajasaare; eurosonic; kristo; festival
1,4,6,3,3,3,2,5,2,13,bänd; intervjuu; artist; jaan; rajasaare; parmupill; eurosonic; kristo; festival
6,2,6,3,3,2,2,2,2,13,meister; bänd; intervjuu; artist; jaan; rajasaare; eurosonic; kristo; parmupill; festival
3,2,5,4,3,5,2,3,3,13,meister; bänd; intervjuu; artist; rajasaare; eurosonic; kristo; morna; festival
3,3,6,4,3,7,1,3,4,13,meister; erik; intervjuu; artist; jaan; rajasaare; eurosonic; kristo; morna; festival
