EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,5,1,1,0,4,4,3,1,15,armukolmnurk; film; komandör; stalin; nõukogu; kangelane; kosmodemjanskaja; liit; naiskangelanna
4,5,1,1,0,5,4,3,1,15,armukolmnurk; film; komandör; stalin; nõukogu; kangelane; kosmodemjanskaja; liit; naiskangelanna
4,4,1,1,0,5,4,4,2,15,armukolmnurk; film; komandör; stalin; nõukogu; kangelane; kosmodemjanskaja; liit; naiskangelanna
4,4,1,1,1,4,5,4,2,15,armukolmnurk; film; komandör; stalin; nõukogu; kangelane; kosmodemjanskaja; liit; naiskangelanna
4,4,2,1,1,5,6,4,2,15,armukolmnurk; film; komandör; stalin; nõukogu; kangelane; kosmodemjanskaja; liit; naiskangelanna
4,3,5,1,2,2,6,3,2,15,armukolmnurk; film; komandör; stalin; kangelane; liit; nõukogu; kosmodemjanskaja; naiskangelanna
4,2,2,4,2,3,4,4,2,15,armukolmnurk; film; komandör; stalin; liit; nõukogu; kosmodemjanskaja; naiskangelanna
2,3,3,6,4,3,3,5,3,15,armukolmnurk; film; komandör; stalin; nõukogu; kangelane; kosmodemjanskaja; liit; naiskangelanna
2,2,3,6,4,3,2,5,3,15,armukolmnurk; film; komandör; stalin; nõukogu; kangelane; kosmodemjanskaja; liit; naiskangelanna
1,3,3,5,3,4,3,5,3,15,armukolmnurk; film; komandör; stalin; liit; nõukogu; kosmodemjanskaja; naiskangelanna
1,2,2,5,4,3,4,6,4,15,armukolmnurk; film; komandör; stalin; kangelane; liit; nõukogu; kosmodemjanskaja; naiskangelanna
