Model,Average Score
multi_e5,0.2035249747195052
LaBSE,0.15649754393075765
MiniLM-L12_multi,0.15601725112883522
MiniLM_multi,0.15273741895862872
est-roberta,0.15143380608855794
bertMulti,0.13445801645521369
EstBERT,0.1326856995460992
xml_roberta,0.11603550556952612
distilbertMulti,0.07110830992210578
