Model,Average Score
LaBSE,0.08148823643112507
MiniLM-L12_multi,0.08132246027158777
MiniLM_multi,0.07113964309397745
multi_e5,0.0626158449280928
est-roberta,0.046951821131563605
EstBERT,0.03281522597247572
xml_roberta,0.029378853040195566
distilbertMulti,0.018212481389725973
bertMulti,0.017699391419076668
