EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,0,3,0,1,0,2,2,1,13,admiral; ükssilm; silver; jack; mereröövel; kadri-ann; väli
0,0,3,0,1,0,2,2,1,13,admiral; ükssilm; silver; jack; mereröövel; kadri-ann; väli
0,0,3,0,1,0,2,2,1,13,admiral; ükssilm; silver; jack; mereröövel; kadri-ann; väli
0,0,3,0,1,0,2,2,0,13,admiral; ükssilm; silver; jack; mereröövel; kadri-ann
0,0,3,0,1,0,2,2,0,13,admiral; ükssilm; silver; jack; mereröövel; kadri-ann
0,0,2,0,1,0,2,2,0,13,ükssilm; silver; jack; mereröövel; kadri-ann
0,0,2,0,1,0,2,2,0,13,ükssilm; silver; jack; mereröövel; kadri-ann
0,0,2,0,1,0,2,1,0,13,ükssilm; silver; jack; mereröövel; kadri-ann
0,0,3,0,1,1,2,2,0,13,ükssilm; silver; jack; mereröövel; kadri-ann
0,0,3,0,1,1,2,2,0,13,ükssilm; silver; jack; mereröövel; kadri-ann
0,0,3,0,1,1,2,1,0,13,ükssilm; silver; jack; mereröövel; kadri-ann
