word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
isa;7;no;1;849;932046280;8237.156398927049
kinni;5;no;2;849;932046280;5877.6691101040815
tahtis;3;no;2;849;932046280;3527.000609573839
vastasema;2;no;1;849;932046280;2354.186777009015
tundus;2;no;1;849;932046280;2354.186777009015
tea;2;no;1;849;932046280;2354.186777009015
näinud;2;no;1;849;932046280;2354.186777009015
lugeda;2;no;1;849;932046280;2354.186777009015
korda;2;no;1;849;932046280;2354.186777009015
kordasema;2;no;1;849;932046280;2354.186777009015
nägu;2;no;1;849;932046280;2354.186777009015
maa;2;no;1;849;932046280;2354.186777009015
kiilasjääs;2;no;16;849;932046280;2316.9388046261315
kohmetult;2;no;706;849;932046280;1340.9665169615666
käsivarre;2;no;902;849;932046280;1197.66073444638
lahti;1;no;1;849;932046280;1177.5928526254083
tõrrelesin;1;no;1;849;932046280;1177.5928526254083
aitab;1;no;1;849;932046280;1177.5928526254083
209.-lt;1;no;1;849;932046280;1177.5928526254083
avatud;1;no;1;849;932046280;1177.5928526254083
ongi;1;no;1;849;932046280;1177.5928526254083
rääkida;1;no;1;849;932046280;1177.5928526254083
nägin;1;no;1;849;932046280;1177.5928526254083
pöörlasin;1;no;1;849;932046280;1177.5928526254083
jällegi;1;no;1;849;932046280;1177.5928526254083
vaikselt;1;no;1;849;932046280;1177.5928526254083
hingamistagasi;1;no;1;849;932046280;1177.5928526254083
järelastasime;1;no;1;849;932046280;1177.5928526254083
kiiresti;1;no;1;849;932046280;1177.5928526254083
kirjevatel;1;no;1;849;932046280;1177.5928526254083
puu;1;no;1;849;932046280;1177.5928526254083
kord;1;no;1;849;932046280;1177.5928526254083
meeldib;1;no;1;849;932046280;1177.5928526254083
istusin;1;no;1;849;932046280;1177.5928526254083
varsti;1;no;1;849;932046280;1177.5928526254083
kordasemale;1;no;1;849;932046280;1177.5928526254083
puid;1;no;1;849;932046280;1177.5928526254083
ajal;1;no;1;849;932046280;1177.5928526254083
ütlesema;1;no;1;849;932046280;1177.5928526254083
rei;1;no;1;849;932046280;1177.5928526254083
tasakummardus;1;no;1;849;932046280;1177.5928526254083
hästi;1;no;1;849;932046280;1177.5928526254083
torelesin;1;no;1;849;932046280;1177.5928526254083
lumeraasukest;1;no;1;849;932046280;1177.5928526254083
elu;1;no;1;849;932046280;1177.5928526254083
otse;1;no;1;849;932046280;1177.5928526254083
100.;1;no;1;849;932046280;1177.5928526254083
tasakuidas;1;no;1;849;932046280;1177.5928526254083
