word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
number;27;no;1;1737;932046280;15528.38092515914
nädala;15;no;1;1737;932046280;8627.322259862545
uus;8;no;1;1737;932046280;4601.704705106198
ameerika;6;no;1;1737;932046280;3451.528260890099
möödunudnädalane;6;no;27;1737;932046280;3357.956410756712
natukene;4;no;1;1737;932046280;2301.351816674
vana;4;no;1;1737;932046280;2301.351816674
euroopa;3;no;1;1737;932046280;1726.2635945659504
juhib;3;no;1;1737;932046280;1726.2635945659504
kord;3;no;1;1737;932046280;1726.2635945659504
suurem;3;no;1;1737;932046280;1726.2635945659504
hea;3;no;1;1737;932046280;1726.2635945659504
läinudnädalane;3;no;38;1737;932046280;1660.4195680325563
hitiga;3;no;278;1737;932046280;1331.0927456503468
singel;17;no;6544;1737;932046280;1220.278533848964
inglismaa;2;no;1;1737;932046280;1151.1753724579007
esimese;2;no;1;1737;932046280;1151.1753724579007
lihtsalt;2;no;1;1737;932046280;1151.1753724579007
14.;2;no;1;1737;932046280;1151.1753724579007
london;2;no;1;1737;932046280;1151.1753724579007
mängime;2;no;1;1737;932046280;1151.1753724579007
drest;2;no;1;1737;932046280;1151.1753724579007
no;2;no;1;1737;932046280;1151.1753724579007
15.;2;no;1;1737;932046280;1151.1753724579007
power;2;no;1;1737;932046280;1151.1753724579007
mees;2;no;1;1737;932046280;1151.1753724579007
29.;2;no;1;1737;932046280;1151.1753724579007
rokkraadio;2;no;1;1737;932046280;1151.1753724579007
nimelt;2;no;1;1737;932046280;1151.1753724579007
üldse;2;no;2;1737;932046280;1149.942911714673
rakset;2;no;19;1737;932046280;1129.3876244376445
edetabeleid;3;no;660;1737;932046280;1011.7066604428034
ansamblilt;2;no;347;1737;932046280;839.7662505999853
loving;2;no;348;1737;932046280;839.1102069367827
madonna;5;no;3130;1737;932046280;660.7142048191157
saajand;1;no;1;1737;932046280;576.0871503498512
ongi;1;no;1;1737;932046280;576.0871503498512
muistanud;1;no;1;1737;932046280;576.0871503498512
michael;1;no;1;1737;932046280;576.0871503498512
hatsate;1;no;1;1737;932046280;576.0871503498512
riina;1;no;1;1737;932046280;576.0871503498512
villalaat;1;no;1;1737;932046280;576.0871503498512
simmar;1;no;1;1737;932046280;576.0871503498512
täitsa;1;no;1;1737;932046280;576.0871503498512
stapmil;1;no;1;1737;932046280;576.0871503498512
lök;1;no;1;1737;932046280;576.0871503498512
arnation;1;no;1;1737;932046280;576.0871503498512
ameerikas;1;no;1;1737;932046280;576.0871503498512
länhalm;1;no;1;1737;932046280;576.0871503498512
aiadega;1;no;1;1737;932046280;576.0871503498512
flaim;1;no;1;1737;932046280;576.0871503498512
lae;1;no;1;1737;932046280;576.0871503498512
grupp;1;no;1;1737;932046280;576.0871503498512
tundub;1;no;1;1737;932046280;576.0871503498512
koosleri;1;no;1;1737;932046280;576.0871503498512
küliiminaagi;1;no;1;1737;932046280;576.0871503498512
sõutus;1;no;1;1737;932046280;576.0871503498512
püüt;1;no;1;1737;932046280;576.0871503498512
arverson;1;no;1;1737;932046280;576.0871503498512
the;1;no;1;1737;932046280;576.0871503498512
joosse;1;no;1;1737;932046280;576.0871503498512
siplareeri;1;no;1;1737;932046280;576.0871503498512
randebu;1;no;1;1737;932046280;576.0871503498512
heronilis;1;no;1;1737;932046280;576.0871503498512
22.-lt;1;no;1;1737;932046280;576.0871503498512
ifidonoomi;1;no;1;1737;932046280;576.0871503498512
alguses;1;no;1;1737;932046280;576.0871503498512
18.;1;no;1;1737;932046280;576.0871503498512
autoff;1;no;1;1737;932046280;576.0871503498512
luuseum;1;no;1;1737;932046280;576.0871503498512
toonduv;1;no;1;1737;932046280;576.0871503498512
rakkimigajas;1;no;1;1737;932046280;576.0871503498512
esstefaanilt;1;no;1;1737;932046280;576.0871503498512
eurokset;1;no;1;1737;932046280;576.0871503498512
tšeid;1;no;1;1737;932046280;576.0871503498512
20.;1;no;1;1737;932046280;576.0871503498512
täpselt;1;no;1;1737;932046280;576.0871503498512
müsteerias;1;no;1;1737;932046280;576.0871503498512
bellami;1;no;1;1737;932046280;576.0871503498512
killulisele;1;no;1;1737;932046280;576.0871503498512
laisest;1;no;1;1737;932046280;576.0871503498512
suur;1;no;1;1737;932046280;576.0871503498512
üllatus;1;no;1;1737;932046280;576.0871503498512
vähem;1;no;1;1737;932046280;576.0871503498512
charlingi;1;no;1;1737;932046280;576.0871503498512
