word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
jumal;2;no;1;457;932046280;4372.676135251351
aimamisi;2;no;198;457;932046280;3610.391250207072
arvamus;1;no;1;457;932046280;2186.8375317465766
pealispintseks;1;no;1;457;932046280;2186.8375317465766
vaatlus;1;no;1;457;932046280;2186.8375317465766
inimese;1;no;1;457;932046280;2186.8375317465766
näeb;1;no;1;457;932046280;2186.8375317465766
päev;1;no;1;457;932046280;2186.8375317465766
meeldi;1;no;1;457;932046280;2186.8375317465766
oska;1;no;1;457;932046280;2186.8375317465766
astamaks;1;no;1;457;932046280;2186.8375317465766
võimalikult;1;no;1;457;932046280;2186.8375317465766
pealispinnalisust;1;no;1;457;932046280;2186.8375317465766
kiriku;1;no;1;457;932046280;2186.8375317465766
eluvaateakendelt;1;no;1;457;932046280;2186.8375317465766
13.;1;no;1;457;932046280;2186.8375317465766
asju;1;no;2;457;932046280;2184.4962799493464
õppida;1;no;2;457;932046280;2184.4962799493464
äkki;1;no;2;457;932046280;2184.4962799493464
eriti;1;no;3;457;932046280;2182.1600359294785
andmistes;1;no;5;457;932046280;2177.5025070912457
sõnasõdade;1;no;7;457;932046280;2172.864817653636
tõttavale;1;no;9;457;932046280;2168.2468411229734
seniõpitu;1;no;11;457;932046280;2163.6484520786457
äparduseks;1;no;21;457;932046280;2140.9460031264434
õppimistega;1;no;21;457;932046280;2140.9460031264434
harmoneeruda;1;no;28;457;932046280;2125.3356910674406
rabavaks;1;no;29;457;932046280;2123.1242099605497
teismelises;1;no;42;457;932046280;2094.788169572934
peegeldavale;1;no;47;457;932046280;2084.090063608153
iseeneste;1;no;58;457;932046280;2060.934589805767
ühemõõtmeline;1;no;84;457;932046280;2008.1965399848964
vaatlustulemusi;1;no;87;457;932046280;2002.2845517482535
üleaedsed;1;no;96;457;932046280;1984.755612325668
välispidise;1;no;133;457;932046280;1915.8046577661632
nägemustes;1;no;135;457;932046280;1912.2138019735428
paiskuda;1;no;138;457;932046280;1906.8526867459648
enesetunnetus;1;no;151;457;932046280;1883.9643897401368
inimlapse;1;no;182;457;932046280;1831.54026954834
poolikust;1;no;271;457;932046280;1696.0449966733825
peegelduva;1;no;276;457;932046280;1689.0252118159954
kaheteistkümnendat;1;no;293;457;932046280;1665.5865637668198
palgesse;1;no;296;457;932046280;1661.5176945615806
palgest;1;no;322;457;932046280;1627.0696357079623
tunnetan;2;no;1593;457;932046280;1615.7760093177585
inimlaps;1;no;371;457;932046280;1565.884999848605
ettekujutusega;1;no;379;457;932046280;1556.3299748354616
enesearengut;1;no;443;457;932046280;1483.8923268535552
korintlastele;1;no;466;457;932046280;1459.480028057816
mõtiskluse;1;no;484;457;932046280;1440.927922186643
sobitades;1;no;488;457;932046280;1436.869102576379
peituvaid;1;no;580;457;932046280;1349.4432352695746
omapäraks;1;no;605;457;932046280;1327.4945917441896
eneseteadvuse;1;no;690;457;932046280;1257.9299673006406
väljapoolt;1;no;696;457;932046280;1253.2939935592774
säraga;1;no;742;457;932046280;1218.8555647102692
jälgimisest;1;no;766;457;932046280;1201.628393756456
õppimisvõime;1;no;791;457;932046280;1184.1937431654624
tülide;1;no;867;457;932046280;1134.1679458966032
äärmist;1;no;870;457;932046280;1132.2798124588262
täiuslikum;1;no;909;457;932046280;1108.294042429246
tunnetatud;1;no;950;457;932046280;1084.1500794340325
üllatavam;1;no;968;457;932046280;1073.8794341159548
haaku;1;no;1140;457;932046280;984.7369934037022
poolikult;1;no;1194;457;932046280;959.7254035131
andide;1;no;1194;457;932046280;959.7254035131
paljudega;1;no;1211;457;932046280;952.1122539455962
aardeid;1;no;1243;457;932046280;938.1044636716996
tajutud;1;no;1279;457;932046280;922.8303552110748
õpeta;2;no;3577;457;932046280;904.8275285480216
istutanud;1;no;1329;457;932046280;902.4232020410152
püüdlus;1;no;1400;457;932046280;874.9485983445087
teadvustanud;1;no;1429;457;932046280;864.2018757720095
anded;1;no;1462;457;932046280;852.2895488722655
peeglite;1;no;1581;457;932046280;811.9311769938935
