word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
teadsin;1;no;1;177;932046280;5644.661311302152
riina;1;no;1;177;932046280;5644.661311302152
autoga;1;no;1;177;932046280;5644.661311302152
kord;1;no;1;177;932046280;5644.661311302152
ottoliikmelt;1;no;1;177;932046280;5644.661311302152
auto;1;no;1;177;932046280;5644.661311302152
plikud;1;no;1;177;932046280;5644.661311302152
mees;1;no;1;177;932046280;5644.661311302152
palus;1;no;1;177;932046280;5644.661311302152
20.-le;1;no;1;177;932046280;5644.661311302152
põhimõtteliselt;1;no;2;177;932046280;5638.618076151854
eriti;1;no;3;177;932046280;5632.587767067953
vaatamiselt;1;no;19;177;932046280;5537.827494967328
piibujutt;1;no;20;177;932046280;5532.010732052224
läksi;1;no;156;177;932046280;4840.53880352442
jooksjal;1;no;172;177;932046280;4770.389007941221
mittesuitsetajad;1;no;185;177;932046280;4714.872009036542
arvustatud;1;no;191;177;932046280;4689.682279496439
tedx;1;no;248;177;932046280;4463.15566400531
autodelt;1;no;430;177;932046280;3866.7777414805582
armastamise;1;no;497;177;932046280;3685.486126012935
palki;1;no;1252;177;932046280;2411.455419511713
vihase;1;no;1420;177;932046280;2239.211993043945
murakas;1;no;2002;177;932046280;1795.039933170514
kanged;1;no;2494;177;932046280;1537.2618487717557
kaunistused;1;no;2508;177;932046280;1531.0056347179132
ehtsa;1;no;2628;177;932046280;1479.399374091956
aegviidu;1;no;2816;177;932046280;1405.193491466278
sajandit;2;no;8596;177;932046280;1105.4237270624164
autojuhi;1;no;3898;177;932046280;1090.4098911388476
siseneb;1;no;3963;177;932046280;1075.9306321349827
veoauto;1;no;5949;177;932046280;765.3967178913373
kõndis;1;no;7431;177;932046280;629.7621778042337
kartma;1;no;9612;177;932046280;499.498019878797
vedama;1;no;9756;177;932046280;492.7682852782703
autojuht;1;no;10232;177;932046280;471.7581875135684
saarlased;1;no;10309;177;932046280;468.5266929058845
hobune;1;no;11402;177;932046280;427.0074976863469
ametit;1;no;11455;177;932046280;425.1804763879833
juhus;1;no;11682;177;932046280;417.52900865133
metsast;1;no;13156;177;932046280;373.8439052295898
üksik;1;no;13413;177;932046280;367.1462702573028
sõitsime;1;no;18221;177;932046280;274.98133515554764
mehi;2;no;37401;177;932046280;274.7636687553336
näoga;1;no;19328;177;932046280;259.95647618877973
nojah;1;no;21374;177;932046280;236.1122259076742
autosid;1;no;23625;177;932046280;214.46920685488877
paned;1;no;25111;177;932046280;202.2317274924566
vastase;1;no;25215;177;932046280;201.4273498417656
tüdruk;2;no;59384;177;932046280;174.62232822036344
nurga;1;no;30549;177;932046280;167.29844972517208
järsku;1;no;37120;177;932046280;138.40859436614758
tänane;1;no;37349;177;932046280;137.58062409913828
saalis;1;no;40209;177;932046280;128.01643892393483
kaotanud;1;no;47269;177;932046280;109.2658903662785
vahest;1;no;48669;177;932046280;106.18183754914122
külma;1;no;57507;177;932046280;90.12348033771498
küsis;1;no;68711;177;932046280;75.6246390658372
surma;1;no;85494;177;932046280;60.93915509344755
sõita;1;no;120046;177;932046280;43.534594914689805
võta;1;no;132903;177;932046280;39.35239972459623
tähendab;2;no;307752;177;932046280;34.120741118272704
elus;1;no;165454;177;932046280;31.65367743342712
vähe;1;no;199216;177;932046280;26.314172615017323
jäi;1;no;336219;177;932046280;15.62127804876049
inimene;1;no;358177;177;932046280;14.666102937055744
ütles;1;no;618907;177;932046280;8.496932018044012
aastal;1;no;1129796;177;932046280;4.657822237360694
