word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
natuke;7;no;1;1853;932046280;3774.608044600018
näiteks;7;no;1;1853;932046280;3774.608044600018
nimelt;7;no;1;1853;932046280;3774.608044600018
no;5;no;1;1853;932046280;2696.434011354813
pandud;4;no;1;1853;932046280;2157.346994732211
antoloogia;7;no;1139;1853;932046280;1700.533700517847
kaasa;3;no;1;1853;932046280;1618.2599781096085
jälle;3;no;4;1853;932046280;1613.0735038528778
terve;2;no;1;1853;932046280;1079.1729614870064
osa;2;no;1;1853;932046280;1079.1729614870064
karl;2;no;1;1853;932046280;1079.1729614870064
usu;2;no;1;1853;932046280;1079.1729614870064
elu;2;no;1;1853;932046280;1079.1729614870064
külas;2;no;1;1853;932046280;1079.1729614870064
esimene;2;no;1;1853;932046280;1079.1729614870064
eesti;2;no;1;1853;932046280;1079.1729614870064
näide;2;no;1;1853;932046280;1079.1729614870064
natukene;2;no;1;1853;932046280;1079.1729614870064
suur;2;no;1;1853;932046280;1079.1729614870064
asju;2;no;2;1853;932046280;1078.017587299887
inimesed;2;no;2;1853;932046280;1078.017587299887
antud;2;no;2;1853;932046280;1078.017587299887
üldse;2;no;2;1853;932046280;1078.017587299887
pealkiri;2;no;7;1853;932046280;1072.2776274583982
kuuljale;2;no;31;1853;932046280;1045.5554817075194
luuletusele;2;no;285;1853;932046280;827.3459553173562
nimetähed;2;no;404;1853;932046280;753.655267983707
luuletuse;9;no;5147;1853;932046280;744.8323399479293
rahvaliku;2;no;541;1853;932046280;683.561902204481
koolivend;2;no;751;1853;932046280;598.2713185950149
lillekimp;2;no;809;1853;932046280;578.3409256599627
semperi;2;no;860;1853;932046280;561.8818712606209
rummo;3;no;1764;1853;932046280;560.0465629425515
pikk;1;no;1;1853;932046280;540.085944864404
uued;1;no;1;1853;932046280;540.085944864404
kavandatud;1;no;1;1853;932046280;540.085944864404
kantoloogiaid;1;no;1;1853;932046280;540.085944864404
tüüdiks;1;no;1;1853;932046280;540.085944864404
