word;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
no;46;no;1;12208;932046280;3764.981490731757
tegelikult;33;no;1;12208;932046280;2701.247288288944
hästi;31;no;1;12208;932046280;2537.5958725285104
tea;28;no;1;12208;932046280;2292.1187488878613
isa;26;no;1;12208;932046280;2128.4673331274284
aeg;20;no;1;12208;932046280;1637.51308584613
hea;20;no;1;12208;932046280;1637.51308584613
lihtsalt;18;no;1;12208;932046280;1473.8616700856971
üldse;18;no;2;12208;932046280;1472.2837379193322
elu;16;no;1;12208;932046280;1310.2102543252645
aru;15;no;1;12208;932046280;1228.384546445048
hiljem;15;no;1;12208;932046280;1228.384546445048
jälle;15;no;4;12208;932046280;1224.4476111480722
asi;13;no;1;12208;932046280;1064.7331306846152
kooli;13;no;1;12208;932046280;1064.7331306846152
tore;13;no;1;12208;932046280;1064.7331306846152
tean;13;no;2;12208;932046280;1063.5932159357608
arvan;12;no;1;12208;932046280;982.9074228043988
aega;12;no;1;12208;932046280;982.9074228043988
teadsin;11;no;1;12208;932046280;901.0817149241824
natukene;11;no;1;12208;932046280;901.0817149241824
ajal;11;no;1;12208;932046280;901.0817149241824
eriti;10;no;3;12208;932046280;817.5036745133366
näiteks;8;no;1;12208;932046280;655.604591283533
esimene;8;no;1;12208;932046280;655.604591283533
natuke;7;no;1;12208;932046280;573.7788834033165
suur;7;no;1;12208;932046280;573.7788834033165
kaasa;7;no;1;12208;932046280;573.7788834033165
kodust;7;no;1;12208;932046280;573.7788834033165
kindlasti;7;no;4;12208;932046280;571.939939446176
vanemad;6;no;1;12208;932046280;491.9531755231002
hetkel;6;no;1;12208;932046280;491.9531755231002
ongi;6;no;1;12208;932046280;491.9531755231002
täpselt;6;no;1;12208;932046280;491.9531755231002
aasta;6;no;2;12208;932046280;491.4264851587608
äkki;6;no;2;12208;932046280;491.4264851587608
inimesed;6;no;2;12208;932046280;491.4264851587608
asju;6;no;2;12208;932046280;491.4264851587608
õudne;5;no;1;12208;932046280;410.1274676428837
mõtled;5;no;1;12208;932046280;410.1274676428837
tööd;5;no;1;12208;932046280;410.1274676428837
nime;5;no;1;12208;932046280;410.1274676428837
tundub;5;no;1;12208;932046280;410.1274676428837
klassis;5;no;1;12208;932046280;410.1274676428837
alguses;5;no;1;12208;932046280;410.1274676428837
tartus;5;no;1;12208;932046280;410.1274676428837
tahtis;5;no;2;12208;932046280;409.6883807620465
vaja;5;no;5;12208;932046280;408.3767431529776
päriselt;5;no;8;12208;932046280;407.0734772866854
niukene;5;no;30;12208;932046280;397.7645524600055
võtsid;4;no;1;12208;932046280;328.30175976266736
näinud;4;no;1;12208;932046280;328.30175976266736
koolis;4;no;1;12208;932046280;328.30175976266736
keemia;4;no;1;12208;932046280;328.30175976266736
tartu;4;no;1;12208;932046280;328.30175976266736
vara;4;no;1;12208;932046280;328.30175976266736
mees;4;no;1;12208;932046280;328.30175976266736
suurem;4;no;1;12208;932046280;328.30175976266736
maha;4;no;1;12208;932046280;328.30175976266736
kinni;4;no;2;12208;932046280;327.95027636533223
süsteem;4;no;2;12208;932046280;327.95027636533223
