EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
7,10,4,6,7,6,6,6,8,21,meisterjaan; alter; dragons; and; two; festival; roll; rock; erki; raadio; eurosonic; the; kaks; holland; soonik
7,10,4,6,7,6,6,6,8,21,meisterjaan; alter; dragons; and; two; festival; roll; rock; erki; raadio; eurosonic; the; kaks; holland; soonik
7,10,4,6,7,6,6,6,8,21,meisterjaan; alter; dragons; and; two; festival; roll; rock; erki; raadio; eurosonic; the; kaks; holland; soonik
7,10,5,6,7,6,6,6,7,21,meisterjaan; alter; dragons; and; two; festival; roll; rock; erki; raadio; eurosonic; the; kaks; holland; soonik
7,10,5,6,7,6,6,6,7,21,meisterjaan; alter; dragons; and; two; festival; roll; rock; erki; raadio; eurosonic; the; kaks; holland; soonik
7,9,5,6,7,5,6,7,7,21,meisterjaan; alter; dragons; and; two; festival; erki; raadio; eurosonic; the; kaks; holland; soonik
9,6,6,6,7,5,5,7,7,21,meisterjaan; alter; holland; dragons; and; two; festival; roll; rock; raadio; eurosonic; the; kaks; erki; soonik
9,5,6,4,7,6,5,7,8,21,meisterjaan; alter; holland; dragons; and; two; festival; roll; raadio; eurosonic; the; kaks; erki; soonik
6,3,8,5,5,5,5,8,9,21,meisterjaan; holland; dragons; and; two; festival; roll; raadio; eurosonic; the; kaks; erki; soonik
7,6,5,7,8,7,5,7,9,21,meisterjaan; alter; holland; dragons; and; two; festival; roll; rock; raadio; eurosonic; the; kaks; erki; soonik
7,9,7,8,8,5,6,3,7,21,meisterjaan; alter; holland; dragons; and; two; festival; roll; rock; raadio; eurosonic; the; kaks; erki; soonik
