word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
oleme;AUX;O;4;yes;419376;3883;932062911
nüüd;ADV;O;9;yes;1116542;3883;932062911
saatesarjaga;NOUN;O;1;no;108;3883;932062911
,;PUNCT;O;237;no;0;3883;932062911
need;PRON;O;6;yes;1283582;3883;932062911
kuumad;ADJ;O;2;no;4372;3883;932062911
kuuekümnendad;ADJ;O;2;no;171;3883;932062911
umbes;ADV;O;1;yes;1;3883;932062911
poole;NUM;O;1;yes;1;3883;932062911
peal;ADP;O;1;yes;1;3883;932062911
ja;CCONJ;O;86;yes;1;3883;932062911
ansambel;NOUN;O;10;no;17762;3883;932062911
seal;ADV;O;8;yes;1;3883;932062911
peidus;ADV;O;1;no;13807;3883;932062911
on;AUX;O;30;yes;1;3883;932062911
jõudnud;VERB;O;5;no;183493;3883;932062911
oma;PRON;O;20;yes;1;3883;932062911
tegemistes;NOUN;O;1;no;4185;3883;932062911
nii;ADV;O;19;yes;1;3883;932062911
kaugele;ADV;O;1;no;47893;3883;932062911
kus;ADV;O;12;yes;1;3883;932062911
kuumus;NOUN;O;1;no;6361;3883;932062911
muutub;VERB;O;1;no;119416;3883;932062911
tõepoolest;ADV;O;1;no;72985;3883;932062911
juba;ADV;O;16;yes;1;3883;932062911
talumatuks;ADJ;O;1;no;631;3883;932062911
.;PUNCT;O;270;no;0;3883;932062911
maania;NOUN;O;2;no;646;3883;932062911
saab;VERB;O;2;yes;2;3883;932062911
sisse;ADV;O;5;yes;1;3883;932062911
täie;ADJ;O;1;no;14821;3883;932062911
oo;NOUN;O;1;yes;1;3883;932062911
ringreisid;NOUN;O;1;no;150;3883;932062911
Ameerikas;PROPN;O;10;no;1;3883;932062911
ning;CCONJ;O;9;yes;5765046;3883;932062911
Euroopas;PROPN;O;1;no;79509;3883;932062911
viivad;VERB;O;1;no;27407;3883;932062911
menuga;NOUN;O;1;no;156;3883;932062911
hämmingusse;NOUN;O;1;no;207;3883;932062911
ka;ADV;O;38;yes;3;3883;932062911
kõige;ADV;O;3;yes;1;3883;932062911
kindlamad;ADJ;O;1;no;1093;3883;932062911
poolehoidjad;NOUN;O;1;no;1307;3883;932062911
aasta;NOUN;O;10;no;2;3883;932062911
1963;NUM;O;2;no;0;3883;932062911
massipsühhoos;NOUN;O;1;no;199;3883;932062911
biitmuusikas;NOUN;O;1;no;0;3883;932062911
saavutanud;VERB;O;1;no;24886;3883;932062911
ennenägematud;ADJ;O;1;no;157;3883;932062911
mõõtmed;NOUN;O;1;no;1;3883;932062911
kõigest;DET;O;1;yes;1;3883;932062911
sellest;PRON;O;6;yes;933385;3883;932062911
lähemalt;ADV;O;1;no;86940;3883;932062911
kuuletegi;VERB;O;1;no;24;3883;932062911
järgmise;ADJ;O;1;yes;110338;3883;932062911
tunni;NOUN;O;2;no;103935;3883;932062911
jooksul;ADP;O;3;yes;563172;3883;932062911
jällegi;ADV;O;2;no;1;3883;932062911
Vello;PROPN;O;2;no;11181;3883;932062911
Salumetsa;PROPN;O;1;no;286;3883;932062911
Ivo;PROPN;O;3;no;2;3883;932062911
Linna;PROPN;O;1;no;8113;3883;932062911
vahendusel;NOUN;O;1;no;56131;3883;932062911
Miilil;PROPN;O;2;no;33;3883;932062911
algas;VERB;O;1;no;86086;3883;932062911
Briti;PROPN;O;2;no;29068;3883;932062911
saartel;NOUN;O;1;no;13330;3883;932062911
oktoobris;NOUN;O;1;no;32686;3883;932062911
1963.;ADJ;O;6;no;0;3883;932062911
aastal;NOUN;O;6;no;1128701;3883;932062911
haaras;VERB;O;1;no;14847;3883;932062911
kolme;NUM;O;1;no;196915;3883;932062911
kogu;DET;O;6;yes;1;3883;932062911
maailma;NOUN;O;3;no;358132;3883;932062911
teismeliste;NOUN;O;1;no;3334;3883;932062911
seas;ADP;O;1;yes;174905;3883;932062911
käis;VERB;O;3;no;122525;3883;932062911
lakkamatu;ADJ;O;2;no;1896;3883;932062911
kisa;NOUN;O;3;no;7825;3883;932062911
Jeetamine;PROPN;O;1;no;0;3883;932062911
vaatamata;ADP;O;1;yes;78700;3883;932062911
klassile;NOUN;O;1;no;1;3883;932062911
naha;NOUN;O;1;no;95909;3883;932062911
värvusele;NOUN;O;1;no;218;3883;932062911
vähesed;ADJ;O;1;no;15023;3883;932062911
kuulsid;VERB;O;1;no;4300;3883;932062911
mis;PRON;O;16;yes;1;3883;932062911
laval;NOUN;O;1;no;35294;3883;932062911
toimus;VERB;O;7;no;172413;3883;932062911
sest;SCONJ;O;12;yes;1;3883;932062911
kisalik;ADJ;O;1;no;0;3883;932062911
kohutav;ADJ;O;2;no;18112;3883;932062911
valitses;VERB;O;1;no;11009;3883;932062911
emotsionaalne;ADJ;O;1;no;13143;3883;932062911
vaimne;ADJ;O;1;no;16878;3883;932062911
seksuaalne;ADJ;O;1;no;5092;3883;932062911
ärritatus;NOUN;O;1;no;30;3883;932062911
pealtvaatajal;NOUN;O;1;no;82;3883;932062911
olid;AUX;O;17;yes;1;3883;932062911
suud;NOUN;O;1;no;10017;3883;932062911
vahus;NOUN;O;1;no;272;3883;932062911
nad;PRON;O;14;yes;1174316;3883;932062911
olid;VERB;O;1;yes;1;3883;932062911
pisarais;NOUN;O;1;no;734;3883;932062911
uppumas;VERB;O;1;no;351;3883;932062911
loopisid;VERB;O;1;no;1050;3883;932062911
ennast;PRON;O;2;yes;2;3883;932062911
nagu;SCONJ;O;7;yes;1;3883;932062911
lemmingut;NOUN;O;1;no;10;3883;932062911
piidilisi;ADJ;O;2;no;0;3883;932062911
suunas;NOUN;O;1;no;115112;3883;932062911
või;CCONJ;O;10;yes;1;3883;932062911
siis;ADV;O;7;yes;1;3883;932062911
lihtsalt;ADV;O;6;no;1;3883;932062911
minestasid;VERB;O;1;no;113;3883;932062911
igal;DET;O;1;yes;1;3883;932062911
maal;NOUN;O;1;no;2;3883;932062911
võis;AUX;O;5;yes;3;3883;932062911
kohata;VERB;O;1;no;12028;3883;932062911
selliseid;DET;O;1;yes;137956;3883;932062911
massistseene;NOUN;O;1;no;28;3883;932062911
pannad;NOUN;O;1;no;16;3883;932062911
mõeldavad;VERB;O;1;no;414;3883;932062911
varem;ADV;O;3;no;1;3883;932062911
tunduvad;AUX;O;1;no;1;3883;932062911
välja;ADV;O;13;yes;1;3883;932062911
mõelda;VERB;O;1;no;1;3883;932062911
sõnaga;NOUN;O;1;no;1;3883;932062911
praegu;ADV;O;2;yes;1;3883;932062911
olgugi;SCONJ;O;1;yes;18767;3883;932062911
et;SCONJ;O;61;yes;1;3883;932062911
ju;ADV;O;5;yes;843987;3883;932062911
polegi;AUX;O;1;no;78337;3883;932062911
teab;VERB;O;1;no;127417;3883;932062911
kui;ADV;O;1;yes;1;3883;932062911
palju;ADV;O;6;yes;3;3883;932062911
mõelnud;VERB;O;2;no;51485;3883;932062911
maaniaga;NOUN;O;1;no;29;3883;932062911
võimatu;ADJ;O;3;no;46723;3883;932062911
liialdada;VERB;O;1;no;1349;3883;932062911
see;PRON;O;23;yes;1;3883;932062911
oli;AUX;O;70;yes;1;3883;932062911
iseenesest;ADV;O;1;yes;1;3883;932062911
üks;DET;O;5;yes;2;3883;932062911
suur;ADJ;O;5;no;1;3883;932062911
liialdus;NOUN;O;1;no;2538;3883;932062911
kes;PRON;O;19;yes;1;3883;932062911
ei;AUX;O;19;yes;13;3883;932062911
usu;VERB;O;1;no;1;3883;932062911
kõik;DET;O;7;yes;1;3883;932062911
toimuda;VERB;O;1;no;16049;3883;932062911
võivad;AUX;O;1;yes;1;3883;932062911
lehitseda;VERB;O;1;no;699;3883;932062911
vanu;ADJ;O;2;no;1;3883;932062911
ajalehti;NOUN;O;2;no;3641;3883;932062911
veenduda;VERB;O;1;no;11810;3883;932062911
ise;ADV;O;1;yes;1;3883;932062911
sellest;DET;O;3;yes;933385;3883;932062911
tohuvabohust;NOUN;O;1;no;33;3883;932062911
biitlasi;NOUN;O;8;no;0;3883;932062911
kontserdite;NOUN;O;1;no;309;3883;932062911
aegu;ADP;O;1;yes;26624;3883;932062911
selge;ADJ;O;2;no;153014;3883;932062911
ükskord;ADV;O;1;no;1;3883;932062911
pidi;AUX;O;4;yes;192828;3883;932062911
kõik;PRON;O;10;yes;1;3883;932062911
lõppema;VERB;O;1;no;7313;3883;932062911
1967.;ADJ;O;1;no;0;3883;932062911
juhtuski;VERB;O;1;no;3092;3883;932062911
mõõt;NOUN;O;1;no;6785;3883;932062911
täis;ADV;O;4;no;213770;3883;932062911
saanud;VERB;O;5;yes;1;3883;932062911
kuid;CCONJ;O;14;yes;1;3883;932062911
läheme;VERB;O;2;yes;21850;3883;932062911
tagasi;ADV;O;5;yes;2;3883;932062911
Pihlmaania;PROPN;O;1;no;0;3883;932062911
algusesse;NOUN;O;1;no;5045;3883;932062911
oktoobrisse;NOUN;O;1;no;420;3883;932062911
Brian;PROPN;O;3;no;5476;3883;932062911
Epstein;PROPN;O;4;no;537;3883;932062911
ütles;VERB;O;7;no;618630;3883;932062911
hiljem;ADV;O;6;no;1;3883;932062911
ta;PRON;O;21;yes;1;3883;932062911
polnud;AUX;O;12;yes;302129;3883;932062911
selleks;PRON;O;3;yes;1;3883;932062911
kõigeks;PRON;O;1;yes;4134;3883;932062911
valmis;ADJ;O;2;no;1;3883;932062911
eduks;NOUN;O;1;no;1107;3883;932062911
tulema;VERB;O;2;yes;75014;3883;932062911
aga;ADV;O;12;yes;1;3883;932062911
ettevalmistatud;VERB;O;1;no;5304;3883;932062911
hüsteeria;NOUN;O;2;no;1404;3883;932062911
vastu;ADP;O;5;yes;1;3883;932062911
Laulsi;PROPN;O;1;no;0;3883;932062911
laps;NOUN;O;1;no;189997;3883;932062911
tuli;VERB;O;8;yes;1;3883;932062911
augusti;NOUN;O;1;no;26731;3883;932062911
lõpus;NOUN;O;2;no;162169;3883;932062911
sai;VERB;O;6;yes;1;3883;932062911
kohe;ADV;O;6;yes;5;3883;932062911
esinumbriks;NOUN;O;1;no;834;3883;932062911
septembriks;NOUN;O;1;no;4194;3883;932062911
liitlase;NOUN;O;1;no;1335;3883;932062911
ainulaadsele;ADJ;O;1;no;707;3883;932062911
positsioonile;NOUN;O;1;no;5473;3883;932062911
peale;ADP;O;11;yes;1;3883;932062911
sylamsi;NOUN;O;1;no;0;3883;932062911
juhtis;VERB;O;1;no;1;3883;932062911
singlite;NOUN;O;1;no;495;3883;932062911
edetabelit;NOUN;O;1;no;2155;3883;932062911
neil;PRON;O;5;yes;318929;3883;932062911
veel;ADV;O;12;yes;3;3883;932062911
kaks;NUM;O;2;no;2;3883;932062911
esikohta;NOUN;O;1;no;5133;3883;932062911
ep;PROPN;O;1;no;2667;3883;932062911
hulgas;ADP;O;1;yes;147342;3883;932062911
Christian;PROPN;O;1;no;9741;3883;932062911
džauti;NOUN;O;1;no;0;3883;932062911
