word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
esimesed;ADJ;O;1;no;105971;1815;932062911
kirjaniku;NOUN;O;1;no;13079;1815;932062911
tundmused;NOUN;O;1;no;578;1815;932062911
.;PUNCT;O;140;no;0;1815;932062911
viimse;ADJ;O;1;no;5545;1815;932062911
poogna;NOUN;O;3;no;266;1815;932062911
viinsel;ADJ;O;1;no;0;1815;932062911
leheküljelt;NOUN;O;1;no;3097;1815;932062911
Viilse;PROPN;O;1;no;0;1815;932062911
rea;NOUN;O;1;no;1;1815;932062911
alla;ADP;O;2;yes;1;1815;932062911
lendas;VERB;O;1;no;19932;1815;932062911
rägisedes;VERB;O;1;no;2;1815;932062911
paks;ADJ;O;1;no;23340;1815;932062911
tindijoon;NOUN;O;1;no;0;1815;932062911
pall;NOUN;O;1;no;19739;1815;932062911
Es;PROPN;O;1;no;0;1815;932062911
,;PUNCT;O;185;no;0;1815;932062911
ütles;VERB;O;3;no;618630;1815;932062911
sulg;NOUN;O;2;no;2309;1815;932062911
see;PRON;O;13;yes;1;1815;932062911
oli;AUX;O;14;yes;1;1815;932062911
hõiskamine;NOUN;O;1;no;125;1815;932062911
välja;ADV;O;4;yes;1;1815;932062911
kannatatud;ADJ;O;1;no;165;1815;932062911
hädadel;NOUN;O;1;no;37;1815;932062911
lõppu;NOUN;O;1;no;1;1815;932062911
hümn;NOUN;O;1;no;2430;1815;932062911
nagu;SCONJ;O;11;yes;1;1815;932062911
oleks;AUX;O;4;yes;1;1815;932062911
kindral;NOUN;O;1;no;10674;1815;932062911
oma;PRON;O;10;yes;1;1815;932062911
väega;NOUN;O;1;no;2500;1815;932062911
praegu;ADV;O;3;yes;1;1815;932062911
vaenlasel;NOUN;O;1;no;236;1815;932062911
linna;NOUN;O;1;no;259120;1815;932062911
väraval;NOUN;O;1;no;536;1815;932062911
lahti;ADV;O;6;no;1;1815;932062911
murdnud;VERB;O;1;no;4978;1815;932062911
tuhandekordne;ADJ;O;1;no;42;1815;932062911
hurraa;NOUN;O;1;yes;1903;1815;932062911
läbi;ADP;O;2;yes;1;1815;932062911
õhu;NOUN;O;1;no;26297;1815;932062911
helisenud;VERB;O;1;no;252;1815;932062911
keegi;PRON;O;5;yes;1;1815;932062911
luupainajat;NOUN;O;1;no;116;1815;932062911
saades;VERB;O;1;yes;22739;1815;932062911
äganud;ADJ;O;1;no;53;1815;932062911
mõrsja;NOUN;O;1;no;1055;1815;932062911
aasta;NOUN;O;1;no;2;1815;932062911
ootamise;NOUN;O;1;no;2077;1815;932062911
järele;ADP;O;5;yes;147161;1815;932062911
peiu;NOUN;O;1;no;405;1815;932062911
rinnale;NOUN;O;2;no;4690;1815;932062911
langenud;VERB;O;1;no;43644;1815;932062911
läks;VERB;O;1;yes;322964;1815;932062911
1000;NUM;O;1;no;0;1815;932062911
suurtükki;NOUN;O;1;no;505;1815;932062911
lastud;VERB;O;1;no;21496;1815;932062911
kõik;DET;O;2;yes;1;1815;932062911
need;DET;O;1;yes;1283582;1815;932062911
hääled;NOUN;O;1;no;12625;1815;932062911
olid;AUX;O;1;yes;1;1815;932062911
segamini;ADV;O;2;no;1;1815;932062911
koos;ADV;O;1;yes;1;1815;932062911
ja;CCONJ;O;30;yes;1;1815;932062911
siiski;ADV;O;3;yes;566546;1815;932062911
ei;AUX;O;28;yes;13;1815;932062911
olnud;AUX;O;2;yes;3;1815;932062911
muud;PRON;O;3;yes;302198;1815;932062911
midagi;PRON;O;8;yes;1;1815;932062911
kui;SCONJ;O;17;yes;1;1815;932062911
kirjutussule;NOUN;O;1;no;3;1815;932062911
rägisev;ADJ;O;1;no;0;1815;932062911
ta;PRON;O;11;yes;1;1815;932062911
pass;NOUN;O;1;no;1;1815;932062911
mis;PRON;O;17;yes;1;1815;932062911
hüüdis;VERB;O;1;no;7163;1815;932062911
sull;NOUN;O;1;yes;820;1815;932062911
sõjapasun;NOUN;O;1;no;0;1815;932062911
pruse;NOUN;O;1;no;0;1815;932062911
viha;NOUN;O;1;no;25101;1815;932062911
hõiske;VERB;O;1;no;22;1815;932062911
kas;ADV;O;11;yes;1;1815;932062911
valmis;ADJ;O;2;no;1;1815;932062911
?;PUNCT;O;18;no;0;1815;932062911
teie;PRON;O;11;yes;1;1815;932062911
arvate;VERB;O;1;no;20357;1815;932062911
aastat;NOUN;O;1;no;581405;1815;932062911
mõtte;NOUN;O;1;no;1;1815;932062911
juures;ADP;O;2;yes;2;1815;932062911
pääd;NOUN;O;1;no;294;1815;932062911
murtud;ADJ;O;1;no;9271;1815;932062911
kuud;NOUN;O;1;no;144637;1815;932062911
kibedasti;ADV;O;2;no;363;1815;932062911
kirjutatud;ADJ;O;1;no;80718;1815;932062911
nädalad;NOUN;O;1;no;7694;1815;932062911
uneta;NOUN;O;1;no;241;1815;932062911
oldud;VERB;O;1;yes;8939;1815;932062911
päevad;NOUN;O;1;no;56620;1815;932062911
söömata;VERB;O;1;no;2952;1815;932062911
tunnid;NOUN;O;1;no;18094;1815;932062911
paberussita;NOUN;O;1;no;0;1815;932062911
