word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
luulealbum;NOUN;O;1;no;0;1853;932062911
.;PUNCT;O;62;no;0;1853;932062911
mida;PRON;O;5;yes;1;1853;932062911
järgnevate;ADJ;O;1;no;13323;1853;932062911
minutite;NOUN;O;1;no;1839;1853;932062911
jooksul;ADP;O;1;yes;563172;1853;932062911
teile;PRON;O;1;yes;136281;1853;932062911
pakkuda;VERB;O;2;no;160994;1853;932062911
tahame;VERB;O;2;no;41821;1853;932062911
,;PUNCT;O;155;no;0;1853;932062911
on;AUX;O;61;yes;1;1853;932062911
selle;PRON;O;4;yes;2;1853;932062911
ette;ADP;O;1;yes;1;1853;932062911
kujutatava;ADJ;O;1;no;194;1853;932062911
albumi;NOUN;O;2;no;13824;1853;932062911
esimene;ADJ;O;2;no;1;1853;932062911
lehekülg;NOUN;O;1;no;10581;1853;932062911
sissejuhatus;NOUN;O;1;no;10957;1853;932062911
või;CCONJ;O;22;yes;1;1853;932062911
saatesõna;NOUN;O;1;no;564;1853;932062911
see;DET;O;13;yes;1;1853;932062911
album;NOUN;O;1;no;14151;1853;932062911
mõeldud;VERB;O;2;no;196754;1853;932062911
nendele;DET;O;1;yes;44908;1853;932062911
inimestele;NOUN;O;1;no;118758;1853;932062911
keda;PRON;O;1;yes;174817;1853;932062911
kõikidest;DET;O;1;yes;18433;1853;932062911
erinevustest;NOUN;O;1;no;2247;1853;932062911
hoolimata;ADP;O;1;yes;86535;1853;932062911
olgu;AUX;O;1;yes;115721;1853;932062911
siis;ADV;O;34;yes;1;1853;932062911
vanusest;NOUN;O;1;no;10462;1853;932062911
tööst;NOUN;O;1;no;2;1853;932062911
keegi;PRON;O;1;yes;1;1853;932062911
teeb;VERB;O;2;yes;1;1853;932062911
haridusest;NOUN;O;1;no;1;1853;932062911
muudest;DET;O;1;yes;14862;1853;932062911
harrastustest;NOUN;O;1;no;112;1853;932062911
ühendab;VERB;O;2;no;25438;1853;932062911
üks;DET;O;9;yes;2;1853;932062911
asi;NOUN;O;1;no;431981;1853;932062911
Sideluulega;PROPN;O;1;no;0;1853;932062911
luulemaailmaga;NOUN;O;1;no;6;1853;932062911
kirjandusteadlane;NOUN;O;2;no;1558;1853;932062911
Mart;PROPN;O;1;no;2;1853;932062911
Mäger;PROPN;O;1;no;584;1853;932062911
kas;ADV;O;7;yes;1;1853;932062911
oleks;AUX;O;3;yes;1;1853;932062911
mõeldav;ADJ;O;2;no;5731;1853;932062911
tohiks;AUX;O;1;no;90291;1853;932062911
mõtteliselt;ADV;O;1;no;1057;1853;932062911
inimesi;NOUN;O;1;no;293390;1853;932062911
niimoodi;ADV;O;3;yes;68119;1853;932062911
kaheks;NUM;O;1;no;26320;1853;932062911
jagada;VERB;O;1;no;81757;1853;932062911
paljalt;ADV;O;1;no;3456;1853;932062911
põhjal;ADP;O;1;no;1;1853;932062911
nad;PRON;O;4;yes;1174316;1853;932062911
kuidagiviisi;ADV;O;1;no;1298;1853;932062911
luulega;NOUN;O;1;no;594;1853;932062911
seotud;VERB;O;1;no;459660;1853;932062911
ei;AUX;O;12;yes;13;1853;932062911
ole;AUX;O;5;yes;1;1853;932062911
?;PUNCT;O;4;no;0;1853;932062911
no;INTJ;O;5;no;1;1853;932062911
see;PRON;O;18;yes;1;1853;932062911
väga;ADV;O;10;yes;2;1853;932062911
tinglik;ADJ;O;1;no;953;1853;932062911
ma;PRON;O;13;yes;2;1853;932062911
usun;VERB;O;2;no;106811;1853;932062911
et;SCONJ;O;23;yes;1;1853;932062911
mingil;DET;O;1;yes;1;1853;932062911
kombel;NOUN;O;1;no;37283;1853;932062911
kõik;DET;O;3;yes;1;1853;932062911
inimesed;NOUN;O;2;no;1;1853;932062911
kuidagi;ADV;O;4;yes;228795;1853;932062911
saavad;VERB;O;1;yes;358509;1853;932062911
sellest;DET;O;1;yes;933385;1853;932062911
luulemaailmast;NOUN;O;1;no;4;1853;932062911
osa;NOUN;O;2;no;1;1853;932062911
ja;CCONJ;O;51;yes;1;1853;932062911
seda;PRON;O;8;yes;2;1853;932062911
ikkagi;ADV;O;10;yes;1;1853;932062911
alati;ADV;O;3;yes;4;1853;932062911
vot;ADV;O;2;yes;1;1853;932062911
kui;SCONJ;O;14;yes;1;1853;932062911
ise;PRON;O;1;yes;1;1853;932062911
pole;AUX;O;1;yes;1;1853;932062911
laule;NOUN;O;1;no;15938;1853;932062911
teinud;VERB;O;1;yes;303200;1853;932062911
laulu;NOUN;O;3;no;47103;1853;932062911
taruvat;VERB;O;1;no;0;1853;932062911
just;ADV;O;9;yes;1;1853;932062911
nimelt;ADV;O;7;no;1;1853;932062911
niiviisi;ADV;O;3;no;14804;1853;932062911
nimetatakse;VERB;O;1;no;41775;1853;932062911
neist;PRON;O;1;yes;1;1853;932062911
tegijad;NOUN;O;2;no;16052;1853;932062911
rahvaliku;ADJ;O;2;no;528;1853;932062911
Sõrves;PROPN;O;1;no;1960;1853;932062911
näiteks;ADV;O;7;no;1;1853;932062911
eks;ADV;O;1;yes;278151;1853;932062911
laulutoru;NOUN;O;1;no;0;1853;932062911
igas;DET;O;1;yes;102436;1853;932062911
külas;NOUN;O;2;no;1;1853;932062911
kuskil;ADV;O;1;yes;1;1853;932062911
kihelkonnas;NOUN;O;1;no;1;1853;932062911
olnud;AUX;O;2;yes;3;1853;932062911
tema;PRON;O;6;yes;1;1853;932062911
looming;NOUN;O;2;no;15973;1853;932062911
nii;ADV;O;11;yes;1;1853;932062911
teisiti;ADV;O;1;no;53062;1853;932062911
pärale;ADV;O;1;no;2805;1853;932062911
jõudnud;VERB;O;1;no;183493;1853;932062911
noh;INTJ;O;8;yes;114943;1853;932062911
alguses;NOUN;O;1;no;1;1853;932062911
muidugi;ADV;O;3;yes;423963;1853;932062911
kuulati;VERB;O;1;no;4064;1853;932062911
lauldi;VERB;O;1;no;3275;1853;932062911
edasi;ADV;O;8;yes;1;1853;932062911
kuuldi;VERB;O;1;no;721;1853;932062911
mis;PRON;O;11;yes;1;1853;932062911
meelde;NOUN;O;2;no;142642;1853;932062911
jäi;VERB;O;1;no;335822;1853;932062911
hiljem;ADV;O;1;no;1;1853;932062911
tulevad;VERB;O;1;yes;141880;1853;932062911
sellised;DET;O;1;yes;1;1853;932062911
lauluvihikut;NOUN;O;1;no;1;1853;932062911
laia;ADJ;O;1;no;29062;1853;932062911
olekski;AUX;O;1;no;13025;1853;932062911
õieti;ADV;O;2;no;23287;1853;932062911
meie;PRON;O;6;yes;3;1853;932062911
niisugune;DET;O;5;yes;18292;1853;932062911
antoloogia;NOUN;O;7;no;1114;1853;932062911
sõrme;NOUN;O;1;no;9756;1853;932062911
vihik;NOUN;O;1;no;1316;1853;932062911
võib;AUX;O;6;yes;1;1853;932062911
ka;ADV;O;14;yes;3;1853;932062911
isegi;ADV;O;3;yes;2;1853;932062911
võib-olla;ADV;O;6;yes;1;1853;932062911
ringelda;VERB;O;1;no;204;1853;932062911
seal;ADV;O;10;yes;1;1853;932062911
kuhu;ADV;O;2;yes;273677;1853;932062911
kirjutatakse;VERB;O;1;no;15219;1853;932062911
niisugused;DET;O;1;yes;5614;1853;932062911
vajalikud;ADJ;O;1;no;86902;1853;932062911
laulud;NOUN;O;4;no;17633;1853;932062911
sisse;ADV;O;1;yes;1;1853;932062911
näen;VERB;O;1;no;54442;1853;932062911
murde;NOUN;O;1;no;1260;1853;932062911
kogumiselgi;NOUN;O;1;no;1;1853;932062911
ikka;ADV;O;1;yes;1;1853;932062911
näitavad;VERB;O;1;no;49836;1853;932062911
oma;PRON;O;5;yes;1;1853;932062911
lauluvihikuid;NOUN;O;1;no;3;1853;932062911
nüüd;ADV;O;10;yes;1116542;1853;932062911
