word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;1;yes;149143;2346;932062911
õhtust;NOUN;O;1;no;10221;2346;932062911
,;PUNCT;O;144;no;0;2346;932062911
Eesti;PROPN;O;13;no;1;2346;932062911
raadiouudiste;NOUN;O;1;no;131;2346;932062911
toimetus;NOUN;O;1;no;5744;2346;932062911
võtab;VERB;O;1;no;215700;2346;932062911
päeva;NOUN;O;1;no;454271;2346;932062911
kokku;ADV;O;2;yes;1;2346;932062911
stuudios;NOUN;O;2;no;17679;2346;932062911
on;AUX;O;56;yes;1;2346;932062911
toimetaja;NOUN;O;2;no;22523;2346;932062911
Riina;PROPN;O;2;no;1;2346;932062911
Eentalu;PROPN;O;2;no;528;2346;932062911
.;PUNCT;O;127;no;0;2346;932062911
Tallinna;PROPN;O;13;no;457387;2346;932062911
volikogu;NOUN;O;4;no;1;2346;932062911
umbusaldas;VERB;O;1;no;140;2346;932062911
linnapead;NOUN;O;2;no;1571;2346;932062911
Edgar;PROPN;O;4;no;17857;2346;932062911
Savisaart;PROPN;O;1;no;1603;2346;932062911
umbusaldamise;NOUN;O;1;no;827;2346;932062911
poolt;ADP;O;2;yes;1;2346;932062911
oli;AUX;O;9;yes;1;2346;932062911
34;NUM;O;3;no;0;2346;932062911
vastu;ADP;O;3;yes;1;2346;932062911
kaks;NUM;O;3;no;2;2346;932062911
saadikut;NOUN;O;1;no;3182;2346;932062911
24;NUM;O;1;no;0;2346;932062911
ei;AUX;O;19;yes;13;2346;932062911
hääletanud;VERB;O;1;no;3040;2346;932062911
ja;CCONJ;O;67;yes;1;2346;932062911
kolm;NUM;O;7;no;357415;2346;932062911
puudus;VERB;O;1;no;41694;2346;932062911
istungilt;NOUN;O;1;no;653;2346;932062911
uueks;ADJ;O;2;no;32351;2346;932062911
linnapeaks;NOUN;O;2;no;2477;2346;932062911
ainsana;NOUN;O;1;no;9987;2346;932062911
kandideerima;VERB;O;1;no;4394;2346;932062911
Tõnis;PROPN;O;5;no;28683;2346;932062911
Palts;PROPN;O;4;no;1890;2346;932062911
Haigekassa;NOUN;O;1;no;2988;2346;932062911
teenuste;NOUN;O;2;no;73840;2346;932062911
loetelu;NOUN;O;3;no;19704;2346;932062911
