word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
võiks;AUX;O;2;yes;4;2913;932062911
ju;ADV;O;2;yes;843987;2913;932062911
mõelda;VERB;O;1;no;1;2913;932062911
,;PUNCT;O;151;no;0;2913;932062911
et;SCONJ;O;21;yes;1;2913;932062911
Vello;PROPN;O;1;no;11181;2913;932062911
Lääne;PROPN;O;2;no;1;2913;932062911
kellest;PRON;O;1;yes;58440;2913;932062911
lauldi;VERB;O;1;no;3275;2913;932062911
oli;AUX;O;31;yes;1;2913;932062911
Heleene;PROPN;O;1;no;1;2913;932062911
bet;NOUN;O;1;no;2409;2913;932062911
Tillu;PROPN;O;1;no;148;2913;932062911
iis;X;O;1;no;283;2913;932062911
Kärol;PROPN;O;1;no;127;2913;932062911
Linevand;PROPN;O;1;no;0;2913;932062911
Ellen;PROPN;O;2;no;5696;2913;932062911
van;ADJ;O;2;no;4;2913;932062911
niivelt;NOUN;O;3;no;0;2913;932062911
vandeehaar;NOUN;O;1;no;0;2913;932062911
sündinud;VERB;O;1;no;94229;2913;932062911
Rothschild;PROPN;O;2;no;217;2913;932062911
.;PUNCT;O;160;no;0;2913;932062911
sellel;DET;O;3;yes;240763;2913;932062911
ehmatu;NOUN;O;1;no;0;2913;932062911
pika;ADJ;O;2;no;80064;2913;932062911
nimega;NOUN;O;1;no;66577;2913;932062911
paruness-il;NOUN;O;1;no;0;2913;932062911
vägagi;ADV;O;1;no;47057;2913;932062911
tähtis;ADJ;O;3;no;99991;2913;932062911
roll;NOUN;O;2;no;65153;2913;932062911
Hollandi;PROPN;O;3;no;20034;2913;932062911
suurima;ADJ;O;1;no;43553;2913;932062911
lossiga;NOUN;O;2;no;322;2913;932062911
Steel;PROPN;O;1;no;1175;2913;932062911
tehaari;NOUN;O;20;no;0;2913;932062911
ajaloos;NOUN;O;1;no;1;2913;932062911
nii;ADV;O;17;yes;1;2913;932062911
ilma;ADP;O;2;yes;1;2913;932062911
paruness;NOUN;O;5;no;580;2913;932062911
Helene;PROPN;O;1;no;2726;2913;932062911
abita;NOUN;O;1;no;6353;2913;932062911
seda;DET;O;3;yes;2;2913;932062911
lossi;NOUN;O;41;no;15971;2913;932062911
tema;PRON;O;11;yes;1;2913;932062911
praeguses;ADJ;O;1;yes;21771;2913;932062911
hiilguses;NOUN;O;1;no;1937;2913;932062911
vahest;ADV;O;1;no;48264;2913;932062911
ei;AUX;O;8;yes;13;2913;932062911
olekski;AUX;O;1;no;13025;2913;932062911
mis;PRON;O;11;yes;1;2913;932062911
siis;ADV;O;10;yes;1;2913;932062911
muud;PRON;O;1;yes;302198;2913;932062911
kui;SCONJ;O;17;yes;1;2913;932062911
ilusat;ADJ;O;1;no;29930;2913;932062911
pühapäeva;NOUN;O;1;no;21965;2913;932062911
taas;ADV;O;2;no;1;2913;932062911
kord;ADV;O;2;no;1;2913;932062911
siin;ADV;O;6;yes;1;2913;932062911
on;AUX;O;53;yes;1;2913;932062911
vikerraadio;NOUN;O;1;no;2452;2913;932062911
Helgi;PROPN;O;1;no;3200;2913;932062911
Erilaid;PROPN;O;1;no;483;2913;932062911
ja;CCONJ;O;101;yes;1;2913;932062911
muidugi;ADV;O;6;yes;423963;2913;932062911
Pajo;PROPN;O;1;no;794;2913;932062911
jalg;NOUN;O;1;no;18318;2913;932062911
kunagine;ADJ;O;1;no;11272;2913;932062911
Rooma;PROPN;O;3;no;23371;2913;932062911
riigi;NOUN;O;2;no;1;2913;932062911
kindlus;NOUN;O;1;no;7234;2913;932062911
Albio;PROPN;O;1;no;0;2913;932062911
Poola;PROPN;O;1;no;57653;2913;932062911
praegune;ADJ;O;1;yes;62585;2913;932062911
provintsi;NOUN;O;1;no;5011;2913;932062911
keskus;NOUN;O;1;no;39823;2913;932062911
hütreht;NOUN;O;1;no;0;2913;932062911
seisab;VERB;O;5;no;62867;2913;932062911
Amsterdamist;PROPN;O;1;no;554;2913;932062911
oma;PRON;O;23;yes;1;2913;932062911
poolsada;NUM;O;1;no;3267;2913;932062911
kilomeetrit;NOUN;O;2;no;35408;2913;932062911
kagu;NOUN;O;1;no;1868;2913;932062911
pool;NUM;O;3;yes;1;2913;932062911
ütlehtist;NOUN;O;1;no;0;2913;932062911
ligi;ADV;O;2;yes;191258;2913;932062911
kaheksa;NUM;O;1;no;78768;2913;932062911
läänes;NOUN;O;1;no;7060;2913;932062911
asub;VERB;O;2;no;273380;2913;932062911
haardseilenci;NOUN;O;1;no;0;2913;932062911
küla;NOUN;O;3;no;99091;2913;932062911
ning;CCONJ;O;19;yes;5765046;2913;932062911
selle;PRON;O;6;yes;2;2913;932062911
lähedal;ADP;O;3;yes;113112;2913;932062911
ta;PRON;O;4;yes;1;2913;932062911
ongi;AUX;O;2;no;1;2913;932062911
kastel;NOUN;O;3;no;28;2913;932062911
Thaar;PROPN;O;1;no;0;2913;932062911
paari;NUM;O;2;no;121278;2913;932062911
vägev;ADJ;O;1;no;11590;2913;932062911
mitmeosaline;ADJ;O;1;no;322;2913;932062911
punastest;ADJ;O;2;no;1816;2913;932062911
tellistest;NOUN;O;4;no;2438;2913;932062911
loss;NOUN;O;8;no;7460;2913;932062911
kus;ADV;O;1;yes;1;2913;932062911
on;VERB;O;1;yes;1;2913;932062911
olemas;VERB;O;1;yes;1;2913;932062911
kõik;PRON;O;5;yes;1;2913;932062911
ühe;DET;O;2;yes;2;2913;932062911
õige;ADJ;O;2;no;1;2913;932062911
juurde;ADP;O;2;yes;557678;2913;932062911
kuuluma;VERB;O;1;no;6069;2913;932062911
peab;AUX;O;3;yes;1;2913;932062911
tornid;NOUN;O;1;no;1508;2913;932062911
tornikesed;NOUN;O;2;no;60;2913;932062911
nurgatornid;NOUN;O;2;no;25;2913;932062911
uhked;ADJ;O;1;no;11655;2913;932062911
väravad;NOUN;O;1;no;10730;2913;932062911
rippsillad;NOUN;O;1;no;54;2913;932062911
vallikraavid;NOUN;O;1;no;97;2913;932062911
arvatud;VERB;O;2;no;1;2913;932062911
12.;ADJ;O;1;no;0;2913;932062911
sajandil;NOUN;O;2;no;36948;2913;932062911
seisis;VERB;O;1;no;32432;2913;932062911
üksainus;ADJ;O;2;no;4531;2913;932062911
kindlustatud;ADJ;O;1;no;9105;2913;932062911
torn;NOUN;O;2;no;7454;2913;932062911
ümbervallikraav;NOUN;O;1;no;0;2913;932062911
aastast;NOUN;O;4;no;178832;2913;932062911
1391;NUM;O;1;no;0;2913;932062911
pärit;ADV;O;3;no;120474;2913;932062911
esimesed;ADJ;O;1;no;105971;2913;932062911
kirjalikud;ADJ;O;1;no;2398;2913;932062911
tõendid;NOUN;O;1;no;9081;2913;932062911
praeguse;ADJ;O;1;yes;1;2913;932062911
asukohas;NOUN;O;1;no;8894;2913;932062911
seisnud;VERB;O;1;no;20160;2913;932062911
ehitise;NOUN;O;1;no;11198;2913;932062911
kohta;ADP;O;2;yes;1;2913;932062911
mille;PRON;O;6;yes;1;2913;932062911
kohaselt;ADP;O;2;yes;204481;2913;932062911
tollane;ADJ;O;1;no;4449;2913;932062911
kindlustorn;NOUN;O;1;no;8;2913;932062911
sai;VERB;O;4;yes;1;2913;932062911
just;ADV;O;2;yes;1;2913;932062911
aastal;NOUN;O;7;no;1128701;2913;932062911
perekonna;NOUN;O;7;no;30320;2913;932062911
omandiks;NOUN;O;1;no;591;2913;932062911
1434;NUM;O;1;no;0;2913;932062911
suri;VERB;O;1;no;63643;2913;932062911
pärijateta;NOUN;O;1;no;100;2913;932062911
lossile;NOUN;O;2;no;380;2913;932062911
nime;NOUN;O;2;no;1;2913;932062911
andnud;ADJ;O;1;no;113536;2913;932062911
viimane;ADJ;O;4;no;183748;2913;932062911
meesliige;NOUN;O;1;no;20;2913;932062911
