word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
jõuluajal;NOUN;O;3;no;1834;8072;932062911
meenutatakse;VERB;O;1;no;2247;8072;932062911
ka;ADV;O;49;yes;3;8072;932062911
Eesti;PROPN;O;2;no;1;8072;932062911
ilmalikust;ADJ;O;2;no;190;8072;932062911
toonud;ADJ;O;1;no;55944;8072;932062911
ühiskonnale;NOUN;O;1;no;12481;8072;932062911
,;PUNCT;O;1019;no;0;8072;932062911
et;SCONJ;O;219;yes;1;8072;932062911
vähemalt;ADV;O;4;yes;1;8072;932062911
üks;DET;O;24;yes;2;8072;932062911
selgelt;ADV;O;3;no;90773;8072;932062911
religioosne;ADJ;O;4;no;2672;8072;932062911
püha;NOUN;O;1;no;47198;8072;932062911
tungib;VERB;O;1;no;4464;8072;932062911
aastale;NOUN;O;1;no;6926;8072;932062911
puus;NOUN;O;1;no;1352;8072;932062911
meie;PRON;O;34;yes;3;8072;932062911
sekulaarsesse;ADJ;O;1;no;16;8072;932062911
sfääri;NOUN;O;1;no;1725;8072;932062911
ja;CCONJ;O;342;yes;1;8072;932062911
mõjutab;VERB;O;1;no;55648;8072;932062911
meist;PRON;O;2;yes;60977;8072;932062911
igaüht;PRON;O;1;yes;2403;8072;932062911
omal;PRON;O;4;yes;81704;8072;932062911
viisil;NOUN;O;4;no;83464;8072;932062911
.;PUNCT;O;291;no;0;8072;932062911
täna;ADV;O;1;no;603123;8072;932062911
saates;NOUN;O;2;no;52531;8072;932062911
quo;NOUN;O;1;no;1055;8072;932062911
vadis;NOUN;O;1;no;311;8072;932062911
räägime;VERB;O;5;no;1;8072;932062911
religioosse;ADJ;O;2;no;2604;8072;932062911
pärandi;NOUN;O;1;no;5953;8072;932062911
olukorrast;NOUN;O;1;no;28248;8072;932062911
kiriku;NOUN;O;3;no;1;8072;932062911
rollist;NOUN;O;1;no;6698;8072;932062911
Eestis;PROPN;O;3;no;1;8072;932062911
klassikaraadios;NOUN;O;1;no;324;8072;932062911
on;AUX;O;321;yes;1;8072;932062911
seda;DET;O;11;yes;2;8072;932062911
traumat;NOUN;O;1;no;1198;8072;932062911
tulnud;VERB;O;3;yes;1;8072;932062911
arutlema;VERB;O;1;no;2835;8072;932062911
teoloogiadoktor;NOUN;O;2;no;350;8072;932062911
Aarne;PROPN;O;9;no;7524;8072;932062911
Hiiobi;PROPN;O;1;no;182;8072;932062911
kunstnik;NOUN;O;2;no;1;8072;932062911
Jüri;PROPN;O;8;no;1;8072;932062911
arrak;PROPN;O;2;no;81;8072;932062911
tervist;NOUN;O;1;no;55333;8072;932062911
tere;INTJ;O;2;yes;149143;8072;932062911
tont;NOUN;O;2;no;4397;8072;932062911
ehk;CCONJ;O;5;yes;1;8072;932062911
soome;ADJ;O;1;no;42065;8072;932062911
keeles;NOUN;O;1;no;166248;8072;932062911
tontu;NOUN;O;1;no;0;8072;932062911
käib;VERB;O;1;no;1;8072;932062911
mööda;ADP;O;1;yes;1;8072;932062911
kodumaa;NOUN;O;1;no;13514;8072;932062911
lumiseid;ADJ;O;1;no;536;8072;932062911
metsi;NOUN;O;1;no;3954;8072;932062911
see;PRON;O;163;yes;1;8072;932062911
religiooni;NOUN;O;16;no;7993;8072;932062911
kes;PRON;O;22;yes;1;8072;932062911
kummitama;VERB;O;1;no;3793;8072;932062911
hämarast;ADJ;O;1;no;171;8072;932062911
minevikust;NOUN;O;2;no;8238;8072;932062911
ning;CCONJ;O;1;yes;5765046;8072;932062911
segama;VERB;O;1;no;5857;8072;932062911
sekularistlik;ADJ;O;2;no;7;8072;932062911
tarbijaliku;ADJ;O;1;no;26;8072;932062911
jõulurahu;NOUN;O;1;no;1063;8072;932062911
aga;CCONJ;O;66;yes;1;8072;932062911
mulle;PRON;O;8;yes;1;8072;932062911
tundub;VERB;O;5;no;283633;8072;932062911
oled;AUX;O;1;yes;383406;8072;932062911
sa;PRON;O;7;yes;1;8072;932062911
nii;ADV;O;82;yes;1;8072;932062911
kange;ADJ;O;1;no;11410;8072;932062911
sekularisti;NOUN;O;1;no;0;8072;932062911
purakas;NOUN;O;1;no;296;8072;932062911
kui;CCONJ;O;2;yes;1;8072;932062911
tahes;ADV;O;1;no;50928;8072;932062911
selline;PRON;O;1;yes;532929;8072;932062911
hingesopis;NOUN;O;1;no;156;8072;932062911
kripeldab;VERB;O;1;no;886;8072;932062911
pühaduseiha;NOUN;O;1;no;0;8072;932062911
