word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
kõrvalised;ADJ;O;2;no;1143;827;932062911
isikud;NOUN;O;2;no;28660;827;932062911
.;PUNCT;O;84;no;0;827;932062911
autor;NOUN;O;1;no;101658;827;932062911
Ilmar;PROPN;O;2;no;9727;827;932062911
Tomusk;PROPN;O;2;no;825;827;932062911
loeb;VERB;O;1;no;34010;827;932062911
Märt;PROPN;O;2;no;22161;827;932062911
Pius;PROPN;O;2;no;2040;827;932062911
soolaleiva;NOUN;O;5;no;169;827;932062911
pidu;NOUN;O;8;no;1;827;932062911
Martini;PROPN;O;1;no;5367;827;932062911
ja;CCONJ;O;14;yes;1;827;932062911
tema;PRON;O;3;yes;1;827;932062911
pere;NOUN;O;2;no;1;827;932062911
uus;ADJ;O;2;no;1;827;932062911
maja;NOUN;O;6;no;229948;827;932062911
sai;VERB;O;2;yes;1;827;932062911
lõpuks;ADV;O;2;no;336191;827;932062911
valmis;ADV;O;2;no;1;827;932062911
see;PRON;O;6;yes;1;827;932062911
oli;AUX;O;19;yes;1;827;932062911
väga;ADV;O;6;yes;2;827;932062911
ilus;ADJ;O;1;no;1;827;932062911
,;PUNCT;O;53;no;0;827;932062911
suurte;ADJ;O;1;no;68929;827;932062911
akende;NOUN;O;1;no;12970;827;932062911
ning;CCONJ;O;13;yes;5765046;827;932062911
punase;ADJ;O;1;no;31846;827;932062911
plekk-katusega;NOUN;O;1;no;119;827;932062911
täpselt;ADV;O;2;no;1;827;932062911
selline;ADJ;O;1;yes;532929;827;932062911
nagu;SCONJ;O;1;yes;1;827;932062911
isa;NOUN;O;16;no;1;827;932062911
selle;PRON;O;2;yes;2;827;932062911
mõelnud;VERB;O;1;no;51485;827;932062911
Martin;PROPN;O;15;no;1;827;932062911
endale;PRON;O;5;yes;2;827;932062911
esimest;ADJ;O;1;no;171652;827;932062911
korda;NOUN;O;1;no;1;827;932062911
elus;NOUN;O;1;no;164607;827;932062911
oma;PRON;O;3;yes;1;827;932062911
